"region","scenario","fuel","year","Primary_Energy"
"China","Reference","biomass","1990",0.000705038
"China","Reference","biomass","2005",0.3187026
"China","Reference","biomass","2010",1.0037661
"China","Reference","biomass","2015",1.4929142
"China","Reference","biomass","2020",2.5386563
"China","Reference","biomass","2025",3.6736298
"China","Reference","biomass","2030",4.48966136
"China","Reference","biomass","2035",5.79694869
"China","Reference","biomass","2040",7.43716605
"China","Reference","biomass","2045",8.76834741
"China","Reference","biomass","2050",9.86374797
"China","Reference","biomass","2055",10.43465638
"China","Reference","biomass","2060",10.57332574
"China","Reference","biomass","2065",10.560235567
"China","Reference","biomass","2070",10.311786312
"China","Reference","biomass","2075",10.058485137
"China","Reference","biomass","2080",9.847866647
"China","Reference","biomass","2085",9.916785342
"China","Reference","biomass","2090",10.257996658
"China","Reference","biomass","2095",10.91354143
"China","Reference","biomass","2100",11.913996423
"China","Reference","biomass_traditional","1990",8.3941
"China","Reference","biomass_traditional","2005",6.78429
"China","Reference","biomass_traditional","2010",4.68404
"China","Reference","biomass_traditional","2015",3.38022
"China","Reference","biomass_traditional","2020",2.91418
"China","Reference","biomass_traditional","2025",2.35433
"China","Reference","biomass_traditional","2030",1.872141
"China","Reference","biomass_traditional","2035",1.672853
"China","Reference","biomass_traditional","2040",1.567819
"China","Reference","biomass_traditional","2045",1.445358
"China","Reference","biomass_traditional","2050",1.322284
"China","Reference","biomass_traditional","2055",1.194646
"China","Reference","biomass_traditional","2060",1.065381
"China","Reference","biomass_traditional","2065",0.945202
"China","Reference","biomass_traditional","2070",0.837512
"China","Reference","biomass_traditional","2075",0.737558
"China","Reference","biomass_traditional","2080",0.64735
"China","Reference","biomass_traditional","2085",0.571625
"China","Reference","biomass_traditional","2090",0.509801
"China","Reference","biomass_traditional","2095",0.466656
"China","Reference","biomass_traditional","2100",0.433459
"China","Reference","coal","1990",21.0223
"China","Reference","coal","2005",58.16152
"China","Reference","coal","2010",81.8696
"China","Reference","coal","2015",92.9578
"China","Reference","coal","2020",100.1873
"China","Reference","coal","2025",106.7851
"China","Reference","coal","2030",107.7909
"China","Reference","coal","2035",102.4493
"China","Reference","coal","2040",94.4402
"China","Reference","coal","2045",84.6452
"China","Reference","coal","2050",74.5822
"China","Reference","coal","2055",64.4949
"China","Reference","coal","2060",55.5291
"China","Reference","coal","2065",48.0413
"China","Reference","coal","2070",41.7753
"China","Reference","coal","2075",36.4821
"China","Reference","coal","2080",32.5205
"China","Reference","coal","2085",29.1798
"China","Reference","coal","2090",25.7478
"China","Reference","coal","2095",23.2104
"China","Reference","coal","2100",21.3503
"China","Reference","geothermal","1990",0.00068556980058644
"China","Reference","geothermal","2005",0.00135877849184853
"China","Reference","geothermal","2010",0.00131811581712446
"China","Reference","geothermal","2015",0.00126370183634494
"China","Reference","geothermal","2020",0.15562206953555
"China","Reference","geothermal","2025",0.301820619435214
"China","Reference","geothermal","2030",0.294938216352031
"China","Reference","geothermal","2035",0.289010608091043
"China","Reference","geothermal","2040",0.283273651259798
"China","Reference","geothermal","2045",0.276611529370378
"China","Reference","geothermal","2050",0.270072462306439
"China","Reference","geothermal","2055",0.262789364796166
"China","Reference","geothermal","2060",0.25593315747319
"China","Reference","geothermal","2065",0.250330748944218
"China","Reference","geothermal","2070",0.245278254921537
"China","Reference","geothermal","2075",0.240176303098951
"China","Reference","geothermal","2080",0.234985542914459
"China","Reference","geothermal","2085",0.230840677204834
"China","Reference","geothermal","2090",0.228740128975051
"China","Reference","geothermal","2095",0.228124577043426
"China","Reference","geothermal","2100",0.228115601695251
"China","Reference","hydro","1990",1.52497926752633
"China","Reference","hydro","2005",4.69219510937547
"China","Reference","hydro","2010",7.5031419851977
"China","Reference","hydro","2015",11.2697711466589
"China","Reference","hydro","2020",10.9758037450638
"China","Reference","hydro","2025",10.7159006172766
"China","Reference","hydro","2030",10.471106223017
"China","Reference","hydro","2035",10.2619806035639
"China","Reference","hydro","2040",10.0601532691992
"China","Reference","hydro","2045",9.82683546735077
"China","Reference","hydro","2050",9.59587229336097
"China","Reference","hydro","2055",9.34037993266319
"China","Reference","hydro","2060",9.09751656838817
"China","Reference","hydro","2065",8.89834558156514
"China","Reference","hydro","2070",8.71923207981411
"China","Reference","hydro","2075",8.53799100870648
"China","Reference","hydro","2080",8.35192142841467
"China","Reference","hydro","2085",8.20540430623025
"China","Reference","hydro","2090",8.12853992158651
"China","Reference","hydro","2095",8.10758812970581
"China","Reference","hydro","2100",8.1071528320617
"China","Reference","natural gas","1990",0.475345
"China","Reference","natural gas","2005",1.49765
"China","Reference","natural gas","2010",4.310694
"China","Reference","natural gas","2015",6.47683
"China","Reference","natural gas","2020",8.09936
"China","Reference","natural gas","2025",9.20663
"China","Reference","natural gas","2030",10.40177
"China","Reference","natural gas","2035",11.55013
"China","Reference","natural gas","2040",12.57255
"China","Reference","natural gas","2045",14.36041
"China","Reference","natural gas","2050",15.82712
"China","Reference","natural gas","2055",16.92733
"China","Reference","natural gas","2060",17.63072
"China","Reference","natural gas","2065",17.95662
"China","Reference","natural gas","2070",18.05312
"China","Reference","natural gas","2075",18.1659
"China","Reference","natural gas","2080",18.32353
"China","Reference","natural gas","2085",18.25777
"China","Reference","natural gas","2090",17.96292
"China","Reference","natural gas","2095",17.31904
"China","Reference","natural gas","2100",16.66179
"China","Reference","nuclear","1990",0
"China","Reference","nuclear","2005",0.627259583167437
"China","Reference","nuclear","2010",0.779058501894421
"China","Reference","nuclear","2015",1.726613602451
"China","Reference","nuclear","2020",2.51665982310335
"China","Reference","nuclear","2025",3.67640863416789
"China","Reference","nuclear","2030",4.95622349205819
"China","Reference","nuclear","2035",6.37138879526217
"China","Reference","nuclear","2040",8.12844476437874
"China","Reference","nuclear","2045",10.5410936402022
"China","Reference","nuclear","2050",12.7607686563506
"China","Reference","nuclear","2055",15.1611464698955
"China","Reference","nuclear","2060",17.3619335852976
"China","Reference","nuclear","2065",19.3209598134388
"China","Reference","nuclear","2070",21.1222231218686
"China","Reference","nuclear","2075",22.629758430827
"China","Reference","nuclear","2080",22.9831181988295
"China","Reference","nuclear","2085",23.1355584557132
"China","Reference","nuclear","2090",23.078566609464
"China","Reference","nuclear","2095",22.8005147287837
"China","Reference","nuclear","2100",22.1686385408693
"China","Reference","oil","1990",5.20492
"China","Reference","oil","2005",8.080861
"China","Reference","oil","2010",11.41964
"China","Reference","oil","2015",14.92962
"China","Reference","oil","2020",21.08346
"China","Reference","oil","2025",24.34612
"China","Reference","oil","2030",27.12598
"China","Reference","oil","2035",28.40386
"China","Reference","oil","2040",29.07301
"China","Reference","oil","2045",29.2679
"China","Reference","oil","2050",28.3013
"China","Reference","oil","2055",27.1504
"China","Reference","oil","2060",25.9403
"China","Reference","oil","2065",24.5552
"China","Reference","oil","2070",23.1079
"China","Reference","oil","2075",21.6602
"China","Reference","oil","2080",19.8356
"China","Reference","oil","2085",18.37292
"China","Reference","oil","2090",17.9321
"China","Reference","oil","2095",17.46942
"China","Reference","oil","2100",17.04672
"China","Reference","solar","1990",2.405505903523e-05
"China","Reference","solar","2005",0.00101842663205009
"China","Reference","solar","2010",0.00741629254699883
"China","Reference","solar","2015",0.453017216451055
"China","Reference","solar","2020",1.08304457544932
"China","Reference","solar","2025",3.82182169535654
"China","Reference","solar","2030",9.12142138006305
"China","Reference","solar","2035",14.7154038672018
"China","Reference","solar","2040",19.0402049407202
"China","Reference","solar","2045",22.5242962471794
"China","Reference","solar","2050",24.9979932564039
"China","Reference","solar","2055",26.6263283683925
"China","Reference","solar","2060",27.2882511749767
"China","Reference","solar","2065",27.373644876971
"China","Reference","solar","2070",27.1292431140987
"China","Reference","solar","2075",26.5549139407659
"China","Reference","solar","2080",25.8824799246622
"China","Reference","solar","2085",25.0740180840971
"China","Reference","solar","2090",24.2809879615814
"China","Reference","solar","2095",23.5048814727091
"China","Reference","solar","2100",22.722649387187
"China","Reference","wind","1990",2.405505903523e-05
"China","Reference","wind","2005",0.0239640530113894
"China","Reference","wind","2010",0.470553746657122
"China","Reference","wind","2015",1.87805461865398
"China","Reference","wind","2020",2.84594225831736
"China","Reference","wind","2025",4.53920581442498
"China","Reference","wind","2030",6.72682909278084
"China","Reference","wind","2035",9.36728191510778
"China","Reference","wind","2040",12.5430610904637
"China","Reference","wind","2045",15.09976924896
"China","Reference","wind","2050",17.904111907088
"China","Reference","wind","2055",20.6609671305776
"China","Reference","wind","2060",22.8053413609816
"China","Reference","wind","2065",24.166456336441
"China","Reference","wind","2070",24.8728920197401
"China","Reference","wind","2075",24.5333599772231
"China","Reference","wind","2080",23.7811310991726
"China","Reference","wind","2085",22.7944634371028
"China","Reference","wind","2090",21.7519402470724
"China","Reference","wind","2095",20.810445198326
"China","Reference","wind","2100",20.0075946357163
"Global","Reference","biomass","1990",13.525887641
"Global","Reference","biomass","2005",18.8739337967
"Global","Reference","biomass","2010",24.078124808
"Global","Reference","biomass","2015",28.533558054
"Global","Reference","biomass","2020",39.289838684
"Global","Reference","biomass","2025",44.23737118969
"Global","Reference","biomass","2030",47.56778886367
"Global","Reference","biomass","2035",53.9589068174301
"Global","Reference","biomass","2040",61.76717168551
"Global","Reference","biomass","2045",69.70537306484
"Global","Reference","biomass","2050",77.805734763253
"Global","Reference","biomass","2055",84.108937476681
"Global","Reference","biomass","2060",89.2832125191938
"Global","Reference","biomass","2065",94.4028897358568
"Global","Reference","biomass","2070",99.4157391700722
"Global","Reference","biomass","2075",105.316882697713
"Global","Reference","biomass","2080",111.650207386603
"Global","Reference","biomass","2085",117.477443068452
"Global","Reference","biomass","2090",122.914498632434
"Global","Reference","biomass","2095",128.12862052936
"Global","Reference","biomass","2100",133.539392715648
"Global","Reference","biomass_traditional","1990",23.9936752976
"Global","Reference","biomass_traditional","2005",26.2801998491
"Global","Reference","biomass_traditional","2010",25.9922139413
"Global","Reference","biomass_traditional","2015",25.1104042297
"Global","Reference","biomass_traditional","2020",24.9394970013
"Global","Reference","biomass_traditional","2025",24.0182004477
"Global","Reference","biomass_traditional","2030",22.8791177863
"Global","Reference","biomass_traditional","2035",22.1866810745
"Global","Reference","biomass_traditional","2040",21.6265292978
"Global","Reference","biomass_traditional","2045",20.8645919886
"Global","Reference","biomass_traditional","2050",19.8268392643
"Global","Reference","biomass_traditional","2055",18.6039260598
"Global","Reference","biomass_traditional","2060",17.2217806631
"Global","Reference","biomass_traditional","2065",15.8483887104
"Global","Reference","biomass_traditional","2070",14.5651417895
"Global","Reference","biomass_traditional","2075",13.337621411
"Global","Reference","biomass_traditional","2080",12.1936660704
"Global","Reference","biomass_traditional","2085",11.1223477403
"Global","Reference","biomass_traditional","2090",10.0579756478
"Global","Reference","biomass_traditional","2095",8.6689502325
"Global","Reference","biomass_traditional","2100",7.6002082022
"Global","Reference","coal","1990",145.9814063913
"Global","Reference","coal","2005",198.1817691372
"Global","Reference","coal","2010",215.7640978901
"Global","Reference","coal","2015",225.250001034639
"Global","Reference","coal","2020",218.865401258
"Global","Reference","coal","2025",235.095352933
"Global","Reference","coal","2030",242.395400889
"Global","Reference","coal","2035",238.006108201
"Global","Reference","coal","2040",229.638526286
"Global","Reference","coal","2045",217.281741391
"Global","Reference","coal","2050",204.567905086
"Global","Reference","coal","2055",193.096494265
"Global","Reference","coal","2060",183.257033432
"Global","Reference","coal","2065",176.87139315
"Global","Reference","coal","2070",171.7011107
"Global","Reference","coal","2075",166.09597452
"Global","Reference","coal","2080",161.463991493
"Global","Reference","coal","2085",156.495590646
"Global","Reference","coal","2090",151.718888215
"Global","Reference","coal","2095",148.10114141
"Global","Reference","coal","2100",144.97936859
"Global","Reference","geothermal","1990",0.363424119453256
"Global","Reference","geothermal","2005",0.543256989338735
"Global","Reference","geothermal","2010",0.617438037308211
"Global","Reference","geothermal","2015",0.740054365143962
"Global","Reference","geothermal","2020",2.53253344656649
"Global","Reference","geothermal","2025",3.94500050845812
"Global","Reference","geothermal","2030",4.82707144010973
"Global","Reference","geothermal","2035",5.59829536654808
"Global","Reference","geothermal","2040",6.14198884946753
"Global","Reference","geothermal","2045",6.31116405685822
"Global","Reference","geothermal","2050",6.29926295603298
"Global","Reference","geothermal","2055",6.39725759833821
"Global","Reference","geothermal","2060",6.48433389637694
"Global","Reference","geothermal","2065",6.49816919745226
"Global","Reference","geothermal","2070",6.53031625649226
"Global","Reference","geothermal","2075",6.54152362734704
"Global","Reference","geothermal","2080",6.52708971755858
"Global","Reference","geothermal","2085",6.47662221663603
"Global","Reference","geothermal","2090",6.45212845686584
"Global","Reference","geothermal","2095",6.42987745898855
"Global","Reference","geothermal","2100",6.40962684538311
"Global","Reference","hydro","1990",25.0559099313314
"Global","Reference","hydro","2005",30.2730964017939
"Global","Reference","hydro","2010",33.5833568284589
"Global","Reference","hydro","2015",38.4174008569769
"Global","Reference","hydro","2020",36.1424214022869
"Global","Reference","hydro","2025",36.0257841227742
"Global","Reference","hydro","2030",36.1278500088176
"Global","Reference","hydro","2035",36.0956499877504
"Global","Reference","hydro","2040",36.1004138360767
"Global","Reference","hydro","2045",36.0208937298626
"Global","Reference","hydro","2050",35.4937383388959
"Global","Reference","hydro","2055",35.3765674113394
"Global","Reference","hydro","2060",35.4396760903509
"Global","Reference","hydro","2065",35.689760749888
"Global","Reference","hydro","2070",36.0256597651434
"Global","Reference","hydro","2075",36.4145859721677
"Global","Reference","hydro","2080",36.7766463873684
"Global","Reference","hydro","2085",37.1018091608585
"Global","Reference","hydro","2090",37.628797567203
"Global","Reference","hydro","2095",38.2524892353185
"Global","Reference","hydro","2100",38.9116720022647
"Global","Reference","natural gas","1990",70.151834829
"Global","Reference","natural gas","2005",98.70275348
"Global","Reference","natural gas","2010",115.0466107
"Global","Reference","natural gas","2015",123.37465756061
"Global","Reference","natural gas","2020",118.5276109
"Global","Reference","natural gas","2025",125.83176332
"Global","Reference","natural gas","2030",138.36397815
"Global","Reference","natural gas","2035",146.5080354
"Global","Reference","natural gas","2040",156.0603204
"Global","Reference","natural gas","2045",170.8402556
"Global","Reference","natural gas","2050",184.4557586
"Global","Reference","natural gas","2055",195.4460038
"Global","Reference","natural gas","2060",204.1836109
"Global","Reference","natural gas","2065",210.1371896
"Global","Reference","natural gas","2070",214.9986697
"Global","Reference","natural gas","2075",222.8048693
"Global","Reference","natural gas","2080",232.3054491
"Global","Reference","natural gas","2085",241.584308
"Global","Reference","natural gas","2090",249.7784601
"Global","Reference","natural gas","2095",255.971968
"Global","Reference","natural gas","2100",261.5706386
"Global","Reference","nuclear","1990",20.6846131347335
"Global","Reference","nuclear","2005",26.263549669626
"Global","Reference","nuclear","2010",25.3105199594021
"Global","Reference","nuclear","2015",23.788029539416
"Global","Reference","nuclear","2020",30.3793362691225
"Global","Reference","nuclear","2025",35.8088418601387
"Global","Reference","nuclear","2030",38.9342802526898
"Global","Reference","nuclear","2035",41.788109588839
"Global","Reference","nuclear","2040",44.5948837646251
"Global","Reference","nuclear","2045",48.6949732411492
"Global","Reference","nuclear","2050",53.3524841332773
"Global","Reference","nuclear","2055",58.1137323476741
"Global","Reference","nuclear","2060",62.8376825525616
"Global","Reference","nuclear","2065",68.6511373332316
"Global","Reference","nuclear","2070",74.5784194505902
"Global","Reference","nuclear","2075",79.6709676385416
"Global","Reference","nuclear","2080",78.6176523261166
"Global","Reference","nuclear","2085",78.5979431705184
"Global","Reference","nuclear","2090",79.7755919916627
"Global","Reference","nuclear","2095",80.2260024361661
"Global","Reference","nuclear","2100",80.2017756935731
"Global","Reference","oil","1990",82.39052244
"Global","Reference","oil","2005",97.45452616
"Global","Reference","oil","2010",111.378378776
"Global","Reference","oil","2015",122.11330633618
"Global","Reference","oil","2020",121.172546459
"Global","Reference","oil","2025",128.279968839
"Global","Reference","oil","2030",133.320883106
"Global","Reference","oil","2035",135.681530404
"Global","Reference","oil","2040",137.74506599
"Global","Reference","oil","2045",139.870198597
"Global","Reference","oil","2050",141.26709037
"Global","Reference","oil","2055",143.36362722
"Global","Reference","oil","2060",146.32226528
"Global","Reference","oil","2065",147.99057627
"Global","Reference","oil","2070",148.55585004
"Global","Reference","oil","2075",148.11721384
"Global","Reference","oil","2080",146.15087162
"Global","Reference","oil","2085",142.895665532
"Global","Reference","oil","2090",140.527576159
"Global","Reference","oil","2095",138.366703307
"Global","Reference","oil","2100",136.508371151
"Global","Reference","solar","1990",0.00727615699291909
"Global","Reference","solar","2005",0.0403001367537014
"Global","Reference","solar","2010",0.294006917070396
"Global","Reference","solar","2015",2.3496176404682
"Global","Reference","solar","2020",8.60203674908345
"Global","Reference","solar","2025",23.1999378075911
"Global","Reference","solar","2030",40.2921549435431
"Global","Reference","solar","2035",58.2083366968394
"Global","Reference","solar","2040",74.3338152615567
"Global","Reference","solar","2045",89.1686347475983
"Global","Reference","solar","2050",102.337078221751
"Global","Reference","solar","2055",114.526747617492
"Global","Reference","solar","2060",126.256682064374
"Global","Reference","solar","2065",138.145563746132
"Global","Reference","solar","2070",150.17175972706
"Global","Reference","solar","2075",161.066855636572
"Global","Reference","solar","2080",171.277277594881
"Global","Reference","solar","2085",179.394766020804
"Global","Reference","solar","2090",186.886226328374
"Global","Reference","solar","2095",193.472063164953
"Global","Reference","solar","2100",199.650381228263
"Global","Reference","wind","1990",0.0379034974823607
"Global","Reference","wind","2005",0.949489339778468
"Global","Reference","wind","2010",3.12291024827685
"Global","Reference","wind","2015",7.68028316162775
"Global","Reference","wind","2020",18.2703628344515
"Global","Reference","wind","2025",29.105874571474
"Global","Reference","wind","2030",39.5664050484621
"Global","Reference","wind","2035",52.3865913233742
"Global","Reference","wind","2040",66.6093027786482
"Global","Reference","wind","2045",78.2539439790865
"Global","Reference","wind","2050",89.1360295510783
"Global","Reference","wind","2055",102.306163948181
"Global","Reference","wind","2060",116.367284044938
"Global","Reference","wind","2065",129.97037637836
"Global","Reference","wind","2070",143.86966440884
"Global","Reference","wind","2075",154.585910675063
"Global","Reference","wind","2080",164.794445888058
"Global","Reference","wind","2085",173.0242844649
"Global","Reference","wind","2090",179.60400208324
"Global","Reference","wind","2095",185.268087189257
"Global","Reference","wind","2100",190.327876446512
"Taiwan","Reference","biomass","1990",0
"Taiwan","Reference","biomass","2005",0.0486057
"Taiwan","Reference","biomass","2010",0.0546693
"Taiwan","Reference","biomass","2015",0.0769199
"Taiwan","Reference","biomass","2020",0.0701749
"Taiwan","Reference","biomass","2025",0.075165049
"Taiwan","Reference","biomass","2030",0.084548102
"Taiwan","Reference","biomass","2035",0.11000044
"Taiwan","Reference","biomass","2040",0.153460886
"Taiwan","Reference","biomass","2045",0.212479338
"Taiwan","Reference","biomass","2050",0.273678759
"Taiwan","Reference","biomass","2055",0.3049247965
"Taiwan","Reference","biomass","2060",0.3152785397
"Taiwan","Reference","biomass","2065",0.33979040262
"Taiwan","Reference","biomass","2070",0.3502444727
"Taiwan","Reference","biomass","2075",0.3830521076
"Taiwan","Reference","biomass","2080",0.429539185
"Taiwan","Reference","biomass","2085",0.47602871
"Taiwan","Reference","biomass","2090",0.51933913
"Taiwan","Reference","biomass","2095",0.56549968
"Taiwan","Reference","biomass","2100",0.617609949
"Taiwan","Reference","coal","1990",1.1620393
"Taiwan","Reference","coal","2005",2.04375
"Taiwan","Reference","coal","2010",2.11545
"Taiwan","Reference","coal","2015",2.03348
"Taiwan","Reference","coal","2020",2.0167348
"Taiwan","Reference","coal","2025",2.0143302
"Taiwan","Reference","coal","2030",1.9698338
"Taiwan","Reference","coal","2035",1.9062809
"Taiwan","Reference","coal","2040",1.8163178
"Taiwan","Reference","coal","2045",1.6953183
"Taiwan","Reference","coal","2050",1.5688897
"Taiwan","Reference","coal","2055",1.4770337
"Taiwan","Reference","coal","2060",1.4116548
"Taiwan","Reference","coal","2065",1.3640431
"Taiwan","Reference","coal","2070",1.3086608
"Taiwan","Reference","coal","2075",1.2257912
"Taiwan","Reference","coal","2080",1.1271822
"Taiwan","Reference","coal","2085",1.0302556
"Taiwan","Reference","coal","2090",0.9472151
"Taiwan","Reference","coal","2095",0.8751156
"Taiwan","Reference","coal","2100",0.8029903
"Taiwan","Reference","geothermal","1990",2.868469031488e-05
"Taiwan","Reference","geothermal","2005",0
"Taiwan","Reference","geothermal","2010",0
"Taiwan","Reference","geothermal","2015",0
"Taiwan","Reference","geothermal","2020",0.00547387737632191
"Taiwan","Reference","geothermal","2025",0.00665645893932775
"Taiwan","Reference","geothermal","2030",0.00658119481762542
"Taiwan","Reference","geothermal","2035",0.0064966204723067
"Taiwan","Reference","geothermal","2040",0.00639743956315919
"Taiwan","Reference","geothermal","2045",0.00627998424401862
"Taiwan","Reference","geothermal","2050",0.00615695459505538
"Taiwan","Reference","geothermal","2055",0.00602708923016075
"Taiwan","Reference","geothermal","2060",0.00588694697108374
"Taiwan","Reference","geothermal","2065",0.00574793961099813
"Taiwan","Reference","geothermal","2070",0.00560561467307472
"Taiwan","Reference","geothermal","2075",0.00545809365834427
"Taiwan","Reference","geothermal","2080",0.00524237532077807
"Taiwan","Reference","geothermal","2085",0.00511693822503054
"Taiwan","Reference","geothermal","2090",0.00502527799783031
"Taiwan","Reference","geothermal","2095",0.00497714239890039
"Taiwan","Reference","geothermal","2100",0.00497435910376597
"Taiwan","Reference","hydro","1990",0.0610113759355082
"Taiwan","Reference","hydro","2005",0.0367385580728851
"Taiwan","Reference","hydro","2010",0.037133930524737
"Taiwan","Reference","hydro","2015",0.0359113603981779
"Taiwan","Reference","hydro","2020",0.0366880525144208
"Taiwan","Reference","hydro","2025",0.0378303496517478
"Taiwan","Reference","hydro","2030",0.039011252894556
"Taiwan","Reference","hydro","2035",0.0401080504887031
"Taiwan","Reference","hydro","2040",0.0410743100878319
"Taiwan","Reference","hydro","2045",0.0418729403501588
"Taiwan","Reference","hydro","2050",0.0425825094361314
"Taiwan","Reference","hydro","2055",0.0431739492269413
"Taiwan","Reference","hydro","2060",0.0436309007279962
"Taiwan","Reference","hydro","2065",0.0440420201996879
"Taiwan","Reference","hydro","2070",0.0443272370465729
"Taiwan","Reference","hydro","2075",0.0445025259980942
"Taiwan","Reference","hydro","2080",0.0440364703794238
"Taiwan","Reference","hydro","2085",0.0442388177617027
"Taiwan","Reference","hydro","2090",0.0446841604356836
"Taiwan","Reference","hydro","2095",0.0454877160877473
"Taiwan","Reference","hydro","2100",0.0466838461155557
"Taiwan","Reference","natural gas","1990",0.0609074
"Taiwan","Reference","natural gas","2005",0.3700383
"Taiwan","Reference","natural gas","2010",0.5451437
"Taiwan","Reference","natural gas","2015",0.65170932
"Taiwan","Reference","natural gas","2020",0.9390802
"Taiwan","Reference","natural gas","2025",1.082254
"Taiwan","Reference","natural gas","2030",1.1689855
"Taiwan","Reference","natural gas","2035",1.2328805
"Taiwan","Reference","natural gas","2040",1.2826612
"Taiwan","Reference","natural gas","2045",1.3515553
"Taiwan","Reference","natural gas","2050",1.4143707
"Taiwan","Reference","natural gas","2055",1.4538491
"Taiwan","Reference","natural gas","2060",1.4443663
"Taiwan","Reference","natural gas","2065",1.2659116
"Taiwan","Reference","natural gas","2070",1.1896639
"Taiwan","Reference","natural gas","2075",1.1448879
"Taiwan","Reference","natural gas","2080",1.114796
"Taiwan","Reference","natural gas","2085",1.073946
"Taiwan","Reference","natural gas","2090",1.022272
"Taiwan","Reference","natural gas","2095",0.961566
"Taiwan","Reference","natural gas","2100",0.901075
"Taiwan","Reference","nuclear","1990",0.314249089275437
"Taiwan","Reference","nuclear","2005",0.368465903662203
"Taiwan","Reference","nuclear","2010",0.368585249670422
"Taiwan","Reference","nuclear","2015",0.292972943232516
"Taiwan","Reference","nuclear","2020",0.273159699986525
"Taiwan","Reference","nuclear","2025",0.266087529913011
"Taiwan","Reference","nuclear","2030",0.254838197024713
"Taiwan","Reference","nuclear","2035",0.240316519146148
"Taiwan","Reference","nuclear","2040",0.22306334654441
"Taiwan","Reference","nuclear","2045",0.206532569735739
"Taiwan","Reference","nuclear","2050",0.194235566131349
"Taiwan","Reference","nuclear","2055",0.187227805832546
"Taiwan","Reference","nuclear","2060",0.190416867990615
"Taiwan","Reference","nuclear","2065",0.220736498644324
"Taiwan","Reference","nuclear","2070",0.247224655876264
"Taiwan","Reference","nuclear","2075",0.262281471703953
"Taiwan","Reference","nuclear","2080",0.283228967923945
"Taiwan","Reference","nuclear","2085",0.302048956499882
"Taiwan","Reference","nuclear","2090",0.323132225899812
"Taiwan","Reference","nuclear","2095",0.348331186605007
"Taiwan","Reference","nuclear","2100",0.369732139452116
"Taiwan","Reference","oil","1990",0.46769763
"Taiwan","Reference","oil","2005",1.58603895
"Taiwan","Reference","oil","2010",1.669481776
"Taiwan","Reference","oil","2015",1.6424369992
"Taiwan","Reference","oil","2020",1.8361054
"Taiwan","Reference","oil","2025",1.9894196
"Taiwan","Reference","oil","2030",2.03575
"Taiwan","Reference","oil","2035",1.9759185
"Taiwan","Reference","oil","2040",1.8782079
"Taiwan","Reference","oil","2045",1.7520774
"Taiwan","Reference","oil","2050",1.6002217
"Taiwan","Reference","oil","2055",1.4178838
"Taiwan","Reference","oil","2060",1.2201296
"Taiwan","Reference","oil","2065",1.0509524
"Taiwan","Reference","oil","2070",0.8634335
"Taiwan","Reference","oil","2075",0.6869102
"Taiwan","Reference","oil","2080",0.4703166
"Taiwan","Reference","oil","2085",0.3527771
"Taiwan","Reference","oil","2090",0.271119
"Taiwan","Reference","oil","2095",0.2219074
"Taiwan","Reference","oil","2100",0.1984992
"Taiwan","Reference","solar","1990",0
"Taiwan","Reference","solar","2005",9.21812758337e-06
"Taiwan","Reference","solar","2010",0.00020364388771223
"Taiwan","Reference","solar","2015",0.00703697076994596
"Taiwan","Reference","solar","2020",0.0255580897070678
"Taiwan","Reference","solar","2025",0.0613101238178804
"Taiwan","Reference","solar","2030",0.129407859266097
"Taiwan","Reference","solar","2035",0.248424645524053
"Taiwan","Reference","solar","2040",0.384115958443475
"Taiwan","Reference","solar","2045",0.49538662499044
"Taiwan","Reference","solar","2050",0.584705681186433
"Taiwan","Reference","solar","2055",0.662844773298786
"Taiwan","Reference","solar","2060",0.748263414124751
"Taiwan","Reference","solar","2065",0.914934830718953
"Taiwan","Reference","solar","2070",1.04618196803511
"Taiwan","Reference","solar","2075",1.16121882639221
"Taiwan","Reference","solar","2080",1.26168175178778
"Taiwan","Reference","solar","2085",1.34878062030626
"Taiwan","Reference","solar","2090",1.44030359196199
"Taiwan","Reference","solar","2095",1.48988662773448
"Taiwan","Reference","solar","2100",1.54414225969213
"Taiwan","Reference","wind","1990",0
"Taiwan","Reference","wind","2005",0.00083884786911651
"Taiwan","Reference","wind","2010",0.00864158782592999
"Taiwan","Reference","wind","2015",0.0122504112191013
"Taiwan","Reference","wind","2020",0.0431013459096202
"Taiwan","Reference","wind","2025",0.0710095848152436
"Taiwan","Reference","wind","2030",0.099805931986466
"Taiwan","Reference","wind","2035",0.135770384284361
"Taiwan","Reference","wind","2040",0.180247631944569
"Taiwan","Reference","wind","2045",0.22536053740955
"Taiwan","Reference","wind","2050",0.265478302643217
"Taiwan","Reference","wind","2055",0.318962720451829
"Taiwan","Reference","wind","2060",0.390697421525876
"Taiwan","Reference","wind","2065",0.524702166809041
"Taiwan","Reference","wind","2070",0.616927885997273
"Taiwan","Reference","wind","2075",0.683222872353772
"Taiwan","Reference","wind","2080",0.726147686908862
"Taiwan","Reference","wind","2085",0.745481114517989
"Taiwan","Reference","wind","2090",0.734769610523292
"Taiwan","Reference","wind","2095",0.744067894842073
"Taiwan","Reference","wind","2100",0.760360809156221
"China","Reference_CI_GFDL","biomass","1990",0.000705038
"China","Reference_CI_GFDL","biomass","2005",0.3187026
"China","Reference_CI_GFDL","biomass","2010",1.0037661
"China","Reference_CI_GFDL","biomass","2015",1.4929142
"China","Reference_CI_GFDL","biomass","2020",2.65806
