"region","scenario","Scen_Label","year","primary_consumption"
"Global","Policy_CI_GFDL","Policy_CI",2065,1133.84041737356
"Global","Policy_CI_GFDL","Policy_CI",2070,1180.68578531756
"Global","Policy_CI_GFDL","Policy_CI",2075,1222.87302745468
"Global","Policy_CI_GFDL","Policy_CI",2080,1258.59445549198
"Global","Policy_CI_GFDL","Policy_CI",2085,1286.75564352635
"Global","Policy_CI_GFDL","Policy_CI",2090,1310.05468885282
"Global","Policy_CI_GFDL","Policy_CI",2095,1320.66722406006
"Global","Policy_CI_GFDL","Policy_CI",2100,1331.03157752038
"Global","Policy_CI_HadGEM","Policy_CI",1990,382.192453438893
"Global","Policy_CI_HadGEM","Policy_CI",2005,497.562874960291
"Global","Policy_CI_HadGEM","Policy_CI",2010,555.187658105917
"Global","Policy_CI_HadGEM","Policy_CI",2015,597.357312778762
"Global","Policy_CI_HadGEM","Policy_CI",2020,618.530987881165
"Global","Policy_CI_HadGEM","Policy_CI",2025,684.422710686649
"Global","Policy_CI_HadGEM","Policy_CI",2030,743.764825239068
"Global","Policy_CI_HadGEM","Policy_CI",2035,790.331687373986
"Global","Policy_CI_HadGEM","Policy_CI",2040,843.078539130921
"Global","Policy_CI_HadGEM","Policy_CI",2045,902.643473353689
"Global","Policy_CI_HadGEM","Policy_CI",2050,971.127166346371
"Global","Policy_CI_HadGEM","Policy_CI",2055,1029.47811791184
"Global","Policy_CI_HadGEM","Policy_CI",2060,1088.91859795774
"Global","Policy_CI_HadGEM","Policy_CI",2065,1135.12992844617
"Global","Policy_CI_HadGEM","Policy_CI",2070,1182.29660918078
"Global","Policy_CI_HadGEM","Policy_CI",2075,1223.94523423172
"Global","Policy_CI_HadGEM","Policy_CI",2080,1259.88118038182
"Global","Policy_CI_HadGEM","Policy_CI",2085,1288.32691792851
"Global","Policy_CI_HadGEM","Policy_CI",2090,1311.51257526037
"Global","Policy_CI_HadGEM","Policy_CI",2095,1321.93219214773
"Global","Policy_CI_HadGEM","Policy_CI",2100,1331.2256694289
"Global","Policy_CI_IPSL","Policy_CI",1990,382.192453438893
"Global","Policy_CI_IPSL","Policy_CI",2005,497.562874960291
"Global","Policy_CI_IPSL","Policy_CI",2010,555.187658105917
"Global","Policy_CI_IPSL","Policy_CI",2015,597.357312778762
"Global","Policy_CI_IPSL","Policy_CI",2020,618.486227391881
"Global","Policy_CI_IPSL","Policy_CI",2025,684.514417339465
"Global","Policy_CI_IPSL","Policy_CI",2030,743.899799855965
"Global","Policy_CI_IPSL","Policy_CI",2035,789.647300985107
"Global","Policy_CI_IPSL","Policy_CI",2040,842.243596586223
"Global","Policy_CI_IPSL","Policy_CI",2045,901.326930150858
"Global","Policy_CI_IPSL","Policy_CI",2050,970.098843894159
"Global","Policy_CI_IPSL","Policy_CI",2055,1028.57242685532
"Global","Policy_CI_IPSL","Policy_CI",2060,1088.03586808561
"Global","Policy_CI_IPSL","Policy_CI",2065,1135.32862184995
"Global","Policy_CI_IPSL","Policy_CI",2070,1182.4920965325
"Global","Policy_CI_IPSL","Policy_CI",2075,1224.49732133906
"Global","Policy_CI_IPSL","Policy_CI",2080,1260.5601674906
"Global","Policy_CI_IPSL","Policy_CI",2085,1288.52421843861
"Global","Policy_CI_IPSL","Policy_CI",2090,1311.92720688322
"Global","Policy_CI_IPSL","Policy_CI",2095,1322.0002715295
"Global","Policy_CI_IPSL","Policy_CI",2100,1331.79284768459
"Global","Policy_CI_MIROC","Policy_CI",1990,382.192453438893
"Global","Policy_CI_MIROC","Policy_CI",2005,497.562874960291
"Global","Policy_CI_MIROC","Policy_CI",2010,555.187658105917
"Global","Policy_CI_MIROC","Policy_CI",2015,597.357312778762
"Global","Policy_CI_MIROC","Policy_CI",2020,618.477504922113
"Global","Policy_CI_MIROC","Policy_CI",2025,684.284380801304
"Global","Policy_CI_MIROC","Policy_CI",2030,743.489315132724
"Global","Policy_CI_MIROC","Policy_CI",2035,789.554039276904
"Global","Policy_CI_MIROC","Policy_CI",2040,841.979883886505
"Global","Policy_CI_MIROC","Policy_CI",2045,901.189175907099
"Global","Policy_CI_MIROC","Policy_CI",2050,969.661942448041
"Global","Policy_CI_MIROC","Policy_CI",2055,1027.80152665286
"Global","Policy_CI_MIROC","Policy_CI",2060,1087.35121718561
"Global","Policy_CI_MIROC","Policy_CI",2065,1133.75558092018
"Global","Policy_CI_MIROC","Policy_CI",2070,1180.77333080783
"Global","Policy_CI_MIROC","Policy_CI",2075,1222.29577827525
"Global","Policy_CI_MIROC","Policy_CI",2080,1258.64948139631
"Global","Policy_CI_MIROC","Policy_CI",2085,1286.8652380973
"Global","Policy_CI_MIROC","Policy_CI",2090,1310.41718483385
"Global","Policy_CI_MIROC","Policy_CI",2095,1321.61584497357
"Global","Policy_CI_MIROC","Policy_CI",2100,1331.40356308425
"Global","Policy_CI_NorESM","Policy_CI",1990,382.192453438893
"Global","Policy_CI_NorESM","Policy_CI",2005,497.562874960291
"Global","Policy_CI_NorESM","Policy_CI",2010,555.187658105917
"Global","Policy_CI_NorESM","Policy_CI",2015,597.357312778762
"Global","Policy_CI_NorESM","Policy_CI",2020,618.532001807802
"Global","Policy_CI_NorESM","Policy_CI",2025,684.273818254848
"Global","Policy_CI_NorESM","Policy_CI",2030,743.708024157715
"Global","Policy_CI_NorESM","Policy_CI",2035,789.977936437212
"Global","Policy_CI_NorESM","Policy_CI",2040,842.690552624407
"Global","Policy_CI_NorESM","Policy_CI",2045,902.17729832165
"Global","Policy_CI_NorESM","Policy_CI",2050,970.742883914619
"Global","Policy_CI_NorESM","Policy_CI",2055,1029.16941114262
"Global","Policy_CI_NorESM","Policy_CI",2060,1088.79526805012
"Global","Policy_CI_NorESM","Policy_CI",2065,1135.22058717772
"Global","Policy_CI_NorESM","Policy_CI",2070,1182.27112159343
"Global","Policy_CI_NorESM","Policy_CI",2075,1224.09083193404
"Global","Policy_CI_NorESM","Policy_CI",2080,1260.14477820746
"Global","Policy_CI_NorESM","Policy_CI",2085,1287.54085265293
"Global","Policy_CI_NorESM","Policy_CI",2090,1311.30870351406
"Global","Policy_CI_NorESM","Policy_CI",2095,1321.93700133329
"Global","Policy_CI_NorESM","Policy_CI",2100,1331.40099745976
"Global","Policy_NoDAC","Policy_NoDAC",1990,382.192453438893
"Global","Policy_NoDAC","Policy_NoDAC",2005,497.562874960291
"Global","Policy_NoDAC","Policy_NoDAC",2010,555.187658105917
"Global","Policy_NoDAC","Policy_NoDAC",2015,597.357312778762
"Global","Policy_NoDAC","Policy_NoDAC",2020,618.724641113116
"Global","Policy_NoDAC","Policy_NoDAC",2025,684.799803225953
"Global","Policy_NoDAC","Policy_NoDAC",2030,744.184548000489
"Global","Policy_NoDAC","Policy_NoDAC",2035,790.03214833699
"Global","Policy_NoDAC","Policy_NoDAC",2040,839.894829513893
"Global","Policy_NoDAC","Policy_NoDAC",2045,890.48468773389
"Global","Policy_NoDAC","Policy_NoDAC",2050,942.145785661035
"Global","Policy_NoDAC","Policy_NoDAC",2055,994.779189857462
"Global","Policy_NoDAC","Policy_NoDAC",2060,1041.54251776534
"Global","Policy_NoDAC","Policy_NoDAC",2065,1080.61716443243
"Global","Policy_NoDAC","Policy_NoDAC",2070,1113.92814037396
"Global","Policy_NoDAC","Policy_NoDAC",2075,1145.40364263266
"Global","Policy_NoDAC","Policy_NoDAC",2080,1171.56694862658
"Global","Policy_NoDAC","Policy_NoDAC",2085,1193.4596490669
"Global","Policy_NoDAC","Policy_NoDAC",2090,1210.87452595013
"Global","Policy_NoDAC","Policy_NoDAC",2095,1219.14609865336
"Global","Policy_NoDAC","Policy_NoDAC",2100,1227.65835503829
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",1990,382.192453438893
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2005,497.562874960291
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2010,555.187658105917
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2015,597.357312778762
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2020,618.442688963444
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2025,684.552015209575
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2030,743.812663818767
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2035,789.910449857251
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2040,840.35402851963
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2045,891.301704045412
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2050,943.289240166313
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2055,996.143766562227
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2060,1042.2278110373
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2065,1081.58180681023
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2070,1114.37897850974
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2075,1146.25349136805
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2080,1171.45177635314
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2085,1192.67683249366
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2090,1209.68161254219
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2095,1216.63458604608
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2100,1224.99930738111
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",1990,382.192453438893
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2005,497.562874960291
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2010,555.187658105917
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2015,597.357312778762
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2020,618.53141073692
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2025,684.419897333786
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2030,743.742993220213
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2035,789.979933282645
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2040,840.373433817861
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2045,891.578644952626
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2050,943.842312746145
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2055,997.16061203523
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2060,1044.76937976758
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2065,1083.94528927025
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2070,1117.72951236324
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2075,1149.42370313995
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2080,1175.8559394467
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2085,1198.67201870197
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2090,1216.7008729953
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2095,1224.43455776698
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2100,1230.43098948486
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",1990,382.192453438893
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2005,497.562874960291
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2010,555.187658105917
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2015,597.357312778762
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2020,618.486030762312
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2025,684.510122286086
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2030,743.873489141882
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2035,789.293241905725
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2040,839.473727315466
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2045,890.11889914784
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2050,942.242754039898
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2055,995.583525541106
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2060,1042.02352203937
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2065,1082.79228930783
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2070,1116.18149156656
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2075,1148.02461446533
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2080,1174.03853542757
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2085,1195.80610678995
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2090,1214.03403116189
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2095,1220.85787533754
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2100,1228.63362437364
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",1990,382.192453438893
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2005,497.562874960291
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2010,555.187658105917
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2015,597.357312778762
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2020,618.476853659935
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2025,684.28038736453
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2030,743.462067100423
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2035,789.207858238645
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2040,839.241148856416
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2045,890.08659208461
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2050,942.129002057417
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2055,995.000958448359
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2060,1041.39762884398
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2065,1080.20709496641
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2070,1113.06598757954
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2075,1143.23086087378
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2080,1168.38183893551
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2085,1189.16678837629
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2090,1206.54645488673
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2095,1215.18473786362
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2100,1221.91443137794
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",1990,382.192453438893
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2005,497.562874960291
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2010,555.187658105917
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2015,597.357312778762
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2020,618.533698377602
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2025,684.271251440627
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2030,743.687561036624
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2035,789.61858487286
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2040,839.939033143684
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2045,891.183473348443
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2050,943.32329927727
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2055,996.41481977361
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2060,1043.6746118405
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2065,1082.90764707581
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2070,1116.50206527167
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2075,1147.94204299459
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2080,1174.35383286809
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2085,1194.2529615995
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2090,1212.95662169518
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2095,1220.6434717704
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2100,1227.406796629
"Global","Reference","Reference",1990,382.192453438893
"Global","Reference","Reference",2005,497.562874960291
"Global","Reference","Reference",2010,555.187658105917
"Global","Reference","Reference",2015,597.357312778762
"Global","Reference","Reference",2020,618.721585003811
"Global","Reference","Reference",2025,685.548095599826
"Global","Reference","Reference",2030,744.274930488592
"Global","Reference","Reference",2035,790.418244860281
"Global","Reference","Reference",2040,834.618018149684
"Global","Reference","Reference",2045,877.011770395995
"Global","Reference","Reference",2050,914.541921284589
"Global","Reference","Reference",2055,951.339457744506
"Global","Reference","Reference",2060,987.653561442895
"Global","Reference","Reference",2065,1024.20544487132
"Global","Reference","Reference",2070,1060.4123310077
"Global","Reference","Reference",2075,1093.9524053184
"Global","Reference","Reference",2080,1121.75729758399
"Global","Reference","Reference",2085,1144.17078002047
"Global","Reference","Reference",2090,1165.34414518158
"Global","Reference","Reference",2095,1182.88590296354
"Global","Reference","Reference",2100,1199.69931147484
"Global","Reference_CI_GFDL","Reference_CI",1990,382.192453438893
"Global","Reference_CI_GFDL","Reference_CI",2005,497.562874960291
"Global","Reference_CI_GFDL","Reference_CI",2010,555.187658105917
"Global","Reference_CI_GFDL","Reference_CI",2015,597.357312778762
"Global","Reference_CI_GFDL","Reference_CI",2020,618.401425593905
"Global","Reference_CI_GFDL","Reference_CI",2025,685.244317595897
"Global","Reference_CI_GFDL","Reference_CI",2030,744.116163879011
"Global","Reference_CI_GFDL","Reference_CI",2035,789.984173528041
"Global","Reference_CI_GFDL","Reference_CI",2040,834.851384314666
"Global","Reference_CI_GFDL","Reference_CI",2045,877.804408941387
"Global","Reference_CI_GFDL","Reference_CI",2050,915.891208099195
"Global","Reference_CI_GFDL","Reference_CI",2055,952.965139221417
"Global","Reference_CI_GFDL","Reference_CI",2060,989.79283011748
"Global","Reference_CI_GFDL","Reference_CI",2065,1026.62942183954
"Global","Reference_CI_GFDL","Reference_CI",2070,1062.76840811824
"Global","Reference_CI_GFDL","Reference_CI",2075,1096.5761286058
"Global","Reference_CI_GFDL","Reference_CI",2080,1124.66969789698
"Global","Reference_CI_GFDL","Reference_CI",2085,1147.17215957301
"Global","Reference_CI_GFDL","Reference_CI",2090,1168.41661214909
"Global","Reference_CI_GFDL","Reference_CI",2095,1185.88726746018
"Global","Reference_CI_GFDL","Reference_CI",2100,1202.15416978991
"Global","Reference_CI_HadGEM","Reference_CI",1990,382.192453438893
"Global","Reference_CI_HadGEM","Reference_CI",2005,497.562874960291
"Global","Reference_CI_HadGEM","Reference_CI",2010,555.187658105917
"Global","Reference_CI_HadGEM","Reference_CI",2015,597.357312778762
"Global","Reference_CI_HadGEM","Reference_CI",2020,618.534799738022
"Global","Reference_CI_HadGEM","Reference_CI",2025,685.334315840337
"Global","Reference_CI_HadGEM","Reference_CI",2030,744.196053425979
"Global","Reference_CI_HadGEM","Reference_CI",2035,790.057206154624
"Global","Reference_CI_HadGEM","Reference_CI",2040,834.688500916379
"Global","Reference_CI_HadGEM","Reference_CI",2045,877.121925004565
"Global","Reference_CI_HadGEM","Reference_CI",2050,915.03396581357
"Global","Reference_CI_HadGEM","Reference_CI",2055,952.059999865286
"Global","Reference_CI_HadGEM","Reference_CI",2060,988.57185298521
"Global","Reference_CI_HadGEM","Reference_CI",2065,1025.19656868295
"Global","Reference_CI_HadGEM","Reference_CI",2070,1061.27637656366
"Global","Reference_CI_HadGEM","Reference_CI",2075,1094.84188477177
"Global","Reference_CI_HadGEM","Reference_CI",2080,1122.17427994642
"Global","Reference_CI_HadGEM","Reference_CI",2085,1144.83896793151
"Global","Reference_CI_HadGEM","Reference_CI",2090,1165.89061467545
"Global","Reference_CI_HadGEM","Reference_CI",2095,1183.45811590942
"Global","Reference_CI_HadGEM","Reference_CI",2100,1199.04272893795
"Global","Reference_CI_IPSL","Reference_CI",1990,382.192453438893
"Global","Reference_CI_IPSL","Reference_CI",2005,497.562874960291
"Global","Reference_CI_IPSL","Reference_CI",2010,555.187658105917
"Global","Reference_CI_IPSL","Reference_CI",2015,597.357312778762
"Global","Reference_CI_IPSL","Reference_CI",2020,618.517223906727
"Global","Reference_CI_IPSL","Reference_CI",2025,685.262788846508
"Global","Reference_CI_IPSL","Reference_CI",2030,744.106395844796
"Global","Reference_CI_IPSL","Reference_CI",2035,789.954300921368
"Global","Reference_CI_IPSL","Reference_CI",2040,834.523935882568
"Global","Reference_CI_IPSL","Reference_CI",2045,876.813133533677
"Global","Reference_CI_IPSL","Reference_CI",2050,914.727702702709
"Global","Reference_CI_IPSL","Reference_CI",2055,951.749709151875
"Global","Reference_CI_IPSL","Reference_CI",2060,987.994776406793
"Global","Reference_CI_IPSL","Reference_CI",2065,1024.66346754405
"Global","Reference_CI_IPSL","Reference_CI",2070,1060.86118740105
"Global","Reference_CI_IPSL","Reference_CI",2075,1094.41767003902
"Global","Reference_CI_IPSL","Reference_CI",2080,1121.80906100657
"Global","Reference_CI_IPSL","Reference_CI",2085,1144.09533241539
"Global","Reference_CI_IPSL","Reference_CI",2090,1165.12805041219
"Global","Reference_CI_IPSL","Reference_CI",2095,1182.43745429999
"Global","Reference_CI_IPSL","Reference_CI",2100,1197.88312489618
"Global","Reference_CI_MIROC","Reference_CI",1990,382.192453438893
"Global","Reference_CI_MIROC","Reference_CI",2005,497.562874960291
"Global","Reference_CI_MIROC","Reference_CI",2010,555.187658105917
"Global","Reference_CI_MIROC","Reference_CI",2015,597.357312778762
"Global","Reference_CI_MIROC","Reference_CI",2020,618.55406120663
"Global","Reference_CI_MIROC","Reference_CI",2025,685.29097046781
"Global","Reference_CI_MIROC","Reference_CI",2030,744.169576783795
"Global","Reference_CI_MIROC","Reference_CI",2035,789.99566744797
"Global","Reference_CI_MIROC","Reference_CI",2040,834.544992201966
"Global","Reference_CI_MIROC","Reference_CI",2045,877.041461619878
"Global","Reference_CI_MIROC","Reference_CI",2050,914.697752113272
"Global","Reference_CI_MIROC","Reference_CI",2055,951.638729460373
"Global","Reference_CI_MIROC","Reference_CI",2060,987.815303371965
"Global","Reference_CI_MIROC","Reference_CI",2065,1024.47066583373
"Global","Reference_CI_MIROC","Reference_CI",2070,1060.54494373528
"Global","Reference_CI_MIROC","Reference_CI",2075,1093.80751343772
"Global","Reference_CI_MIROC","Reference_CI",2080,1121.18685079324
"Global","Reference_CI_MIROC","Reference_CI",2085,1143.50750034374
"Global","Reference_CI_MIROC","Reference_CI",2090,1164.54162735864
"Global","Reference_CI_MIROC","Reference_CI",2095,1181.67617132537
"Global","Reference_CI_MIROC","Reference_CI",2100,1197.03591227112
"Global","Reference_CI_NorESM","Reference_CI",1990,382.192453438893
"Global","Reference_CI_NorESM","Reference_CI",2005,497.562874960291
"Global","Reference_CI_NorESM","Reference_CI",2010,555.187658105917
"Global","Reference_CI_NorESM","Reference_CI",2015,597.357312778762
"Global","Reference_CI_NorESM","Reference_CI",2020,618.549937498537
"Global","Reference_CI_NorESM","Reference_CI",2025,685.378782589269
"Global","Reference_CI_NorESM","Reference_CI",2030,744.230060024699
"Global","Reference_CI_NorESM","Reference_CI",2035,790.092401626148
"Global","Reference_CI_NorESM","Reference_CI",2040,834.883123849612
"Global","Reference_CI_NorESM","Reference_CI",2045,877.455540649383
"Global","Reference_CI_NorESM","Reference_CI",2050,915.704288199213
"Global","Reference_CI_NorESM","Reference_CI",2055,952.704923337725
"Global","Reference_CI_NorESM","Reference_CI",2060,989.146602784166
"Global","Reference_CI_NorESM","Reference_CI",2065,1026.02839851946
"Global","Reference_CI_NorESM","Reference_CI",2070,1062.28663570765
"Global","Reference_CI_NorESM","Reference_CI",2075,1096.02219231662
"Global","Reference_CI_NorESM","Reference_CI",2080,1123.33701206338
"Global","Reference_CI_NorESM","Reference_CI",2085,1146.30354571425
"Global","Reference_CI_NorESM","Reference_CI",2090,1167.53944414895
"Global","Reference_CI_NorESM","Reference_CI",2095,1185.48984209848
"Global","Reference_CI_NorESM","Reference_CI",2100,1201.07365557645
"Taiwan","Policy","Policy",1990,2.06593347990126
"Taiwan","Policy","Policy",2005,4.45448547773179
"Taiwan","Policy","Policy",2010,4.7993091879088
"Taiwan","Policy","Policy",2015,4.75271790481974
"Taiwan","Policy","Policy",2020,5.24607930875812
"Taiwan","Policy","Policy",2025,5.60170184825619
"Taiwan","Policy","Policy",2030,5.78606602140189
"Taiwan","Policy","Policy",2035,5.7724641802742
"Taiwan","Policy","Policy",2040,5.72775607074801
"Taiwan","Policy","Policy",2045,5.60480233703862
"Taiwan","Policy","Policy",2050,5.5777136424899
"Taiwan","Policy","Policy",2055,5.88817484922295
"Taiwan","Policy","Policy",2060,6.53010430763472
"Taiwan","Policy","Policy",2065,5.95891144115917
"Taiwan","Policy","Policy",2070,5.95425671293505
"Taiwan","Policy","Policy",2075,5.95570568980276
"Taiwan","Policy","Policy",2080,5.92356679365905
"Taiwan","Policy","Policy",2085,5.92627745402498
"Taiwan","Policy","Policy",2090,6.49760735339659
"Taiwan","Policy","Policy",2095,6.64858838671436
"Taiwan","Policy","Policy",2100,6.71167467642871
"Taiwan","Policy_CI_GFDL","Policy_CI",1990,2.06593347990126
"Taiwan","Policy_CI_GFDL","Policy_CI",2005,4.45448547773179
"Taiwan","Policy_CI_GFDL","Policy_CI",2010,4.7993091879088
"Taiwan","Policy_CI_GFDL","Policy_CI",2015,4.75271790481974
"Taiwan","Policy_CI_GFDL","Policy_CI",2020,5.24604619957137
"Taiwan","Policy_CI_GFDL","Policy_CI",2025,5.60182733417919
"Taiwan","Policy_CI_GFDL","Policy_CI",2030,5.78618678691592
"Taiwan","Policy_CI_GFDL","Policy_CI",2035,5.76584229253408
"Taiwan","Policy_CI_GFDL","Policy_CI",2040,5.72161592038886
"Taiwan","Policy_CI_GFDL","Policy_CI",2045,5.60308991617426
"Taiwan","Policy_CI_GFDL","Policy_CI",2050,5.58454882198932
"Taiwan","Policy_CI_GFDL","Policy_CI",2055,5.89905830983771
"Taiwan","Policy_CI_GFDL","Policy_CI",2060,6.54177184125131
"Taiwan","Policy_CI_GFDL","Policy_CI",2065,5.96799828152043
"Taiwan","Policy_CI_GFDL","Policy_CI",2070,5.96215132904505
"Taiwan","Policy_CI_GFDL","Policy_CI",2075,5.96484199248809
"Taiwan","Policy_CI_GFDL","Policy_CI",2080,5.93208505290566
"Taiwan","Policy_CI_GFDL","Policy_CI",2085,5.93492164978399
"Taiwan","Policy_CI_GFDL","Policy_CI",2090,6.58343228856218
"Taiwan","Policy_CI_GFDL","Policy_CI",2095,6.65966798680018
"Taiwan","Policy_CI_GFDL","Policy_CI",2100,6.72628429722979
"Taiwan","Policy_CI_HadGEM","Policy_CI",1990,2.06593347990126
