"region","scenario","fuel","year","Elec_Generation"
"China","Reference","biomass","1990",1.44587e-06
"China","Reference","biomass","2005",0.01872
"China","Reference","biomass","2010",0.121906
"China","Reference","biomass","2015",0.229424
"China","Reference","biomass","2020",0.190219
"China","Reference","biomass","2025",0.23779713
"China","Reference","biomass","2030",0.27975169
"China","Reference","biomass","2035",0.33636592
"China","Reference","biomass","2040",0.3750801
"China","Reference","biomass","2045",0.3688398
"China","Reference","biomass","2050",0.3519669
"China","Reference","biomass","2055",0.3700134
"China","Reference","biomass","2060",0.4175058
"China","Reference","biomass","2065",0.4911844
"China","Reference","biomass","2070",0.5909188
"China","Reference","biomass","2075",0.7088128
"China","Reference","biomass","2080",0.8186012
"China","Reference","biomass","2085",0.9667402
"China","Reference","biomass","2090",1.13765749
"China","Reference","biomass","2095",1.33074324
"China","Reference","biomass","2100",1.56363993
"China","Reference","coal","1990",1.69114
"China","Reference","coal","2005",7.22629
"China","Reference","coal","2010",11.7486
"China","Reference","coal","2015",14.8819
"China","Reference","coal","2020",16.648
"China","Reference","coal","2025",18.6429413
"China","Reference","coal","2030",20.1027953
"China","Reference","coal","2035",20.5756256
"China","Reference","coal","2040",20.1872658
"China","Reference","coal","2045",19.157424
"China","Reference","coal","2050",17.351966
"China","Reference","coal","2055",15.209147
"China","Reference","coal","2060",12.988881
"China","Reference","coal","2065",10.918427
"China","Reference","coal","2070",9.0367
"China","Reference","coal","2075",7.46108
"China","Reference","coal","2080",6.07
"China","Reference","coal","2085",5.127037
"China","Reference","coal","2090",4.600295
"China","Reference","coal","2095",4.434522
"China","Reference","coal","2100",4.4831351
"China","Reference","gas","1990",0.00997559
"China","Reference","gas","2005",0.0843043
"China","Reference","gas","2010",0.3329
"China","Reference","gas","2015",0.569525
"China","Reference","gas","2020",0.542528
"China","Reference","gas","2025",0.6134196
"China","Reference","gas","2030",0.6980483
"China","Reference","gas","2035",0.7528554
"China","Reference","gas","2040",0.791724
"China","Reference","gas","2045",0.883393
"China","Reference","gas","2050",0.954208
"China","Reference","gas","2055",1.049151
"China","Reference","gas","2060",1.1290846
"China","Reference","gas","2065",1.1450103
"China","Reference","gas","2070",1.1607382
"China","Reference","gas","2075",1.1707665
"China","Reference","gas","2080",1.1677893
"China","Reference","gas","2085",1.17890375
"China","Reference","gas","2090",1.16712181
"China","Reference","gas","2095",1.15730198
"China","Reference","gas","2100",1.1534137
"China","Reference","geothermal","1990",0.0002052
"China","Reference","geothermal","2005",0.000413999
"China","Reference","geothermal","2010",0.000449999
"China","Reference","geothermal","2015",0.000449999
"China","Reference","geothermal","2020",0.0569
"China","Reference","geothermal","2025",0.113031
"China","Reference","geothermal","2030",0.113036
"China","Reference","geothermal","2035",0.113021
"China","Reference","geothermal","2040",0.113
"China","Reference","geothermal","2045",0.112963
"China","Reference","geothermal","2050",0.112947
"China","Reference","geothermal","2055",0.112907
"China","Reference","geothermal","2060",0.112897
"China","Reference","geothermal","2065",0.112897
"China","Reference","geothermal","2070",0.112891
"China","Reference","geothermal","2075",0.112889
"China","Reference","geothermal","2080",0.11291
"China","Reference","geothermal","2085",0.112899
"China","Reference","geothermal","2090",0.11293
"China","Reference","geothermal","2095",0.112917
"China","Reference","geothermal","2100",0.112918
"China","Reference","hydro","1990",0.456446
"China","Reference","hydro","2005",1.42964
"China","Reference","hydro","2010",2.56154
"China","Reference","hydro","2015",4.01311
"China","Reference","hydro","2020",4.01308
"China","Reference","hydro","2025",4.01308
"China","Reference","hydro","2030",4.01308
"China","Reference","hydro","2035",4.01308
"China","Reference","hydro","2040",4.01308
"China","Reference","hydro","2045",4.01308
"China","Reference","hydro","2050",4.01308
"China","Reference","hydro","2055",4.01308
"China","Reference","hydro","2060",4.01308
"China","Reference","hydro","2065",4.01308
"China","Reference","hydro","2070",4.01308
"China","Reference","hydro","2075",4.01308
"China","Reference","hydro","2080",4.01308
"China","Reference","hydro","2085",4.01308
"China","Reference","hydro","2090",4.01308
"China","Reference","hydro","2095",4.01308
"China","Reference","hydro","2100",4.01308
"China","Reference","nuclear","1990",0
"China","Reference","nuclear","2005",0.191116
"China","Reference","nuclear","2010",0.265967
"China","Reference","nuclear","2015",0.614838
"China","Reference","nuclear","2020",0.919778
"China","Reference","nuclear","2025",1.375927
"China","Reference","nuclear","2030",1.898126
"China","Reference","nuclear","2035",2.489292
"China","Reference","nuclear","2040",3.238571
"China","Reference","nuclear","2045",4.298768
"China","Reference","nuclear","2050",5.328356
"China","Reference","nuclear","2055",6.501155
"China","Reference","nuclear","2060",7.638942
"China","Reference","nuclear","2065",8.6821301
"China","Reference","nuclear","2070",9.6875002
"China","Reference","nuclear","2075",10.6003
"China","Reference","nuclear","2080",11.0048
"China","Reference","nuclear","2085",11.2751
"China","Reference","nuclear","2090",11.3527
"China","Reference","nuclear","2095",11.243
"China","Reference","nuclear","2100",10.9325
"China","Reference","oil","1990",0.183376
"China","Reference","oil","2005",0.182675
"China","Reference","oil","2010",0.0541114
"China","Reference","oil","2015",0.035915
"China","Reference","oil","2020",0.02044895
"China","Reference","oil","2025",0.0217206
"China","Reference","oil","2030",0.0209096
"China","Reference","oil","2035",0.02077864
"China","Reference","oil","2040",0.02175713
"China","Reference","oil","2045",0.02473845
"China","Reference","oil","2050",0.02392225
"China","Reference","oil","2055",0.02639683
"China","Reference","oil","2060",0.02622785
"China","Reference","oil","2065",0.02464701
"China","Reference","oil","2070",0.023482014
"China","Reference","oil","2075",0.021924393
"China","Reference","oil","2080",0.019867035
"China","Reference","oil","2085",0.01923587
"China","Reference","oil","2090",0.017290228
"China","Reference","oil","2095",0.0152086876
"China","Reference","oil","2100",0.013837339
"China","Reference","solar","1990",7.19999e-06
"China","Reference","solar","2005",0.000310299
"China","Reference","solar","2010",0.00253188998
"China","Reference","solar","2015",0.1613171997
"China","Reference","solar","2020",0.337195601
"China","Reference","solar","2025",0.88735049
"China","Reference","solar","2030",1.954442576
"China","Reference","solar","2035",3.3226749
"China","Reference","solar","2040",4.75826872
"China","Reference","solar","2045",6.10647001
"China","Reference","solar","2050",7.054229874
"China","Reference","solar","2055",7.74265764
"China","Reference","solar","2060",7.91191448
"China","Reference","solar","2065",7.75231534
"China","Reference","solar","2070",7.593144
"China","Reference","solar","2075",7.3997337
"China","Reference","solar","2080",7.3566812
"China","Reference","solar","2085",7.2725063
"China","Reference","solar","2090",7.0872551
"China","Reference","solar","2095",6.8322703
"China","Reference","solar","2100",6.5335775
"China","Reference","wind","1990",7.19999e-06
"China","Reference","wind","2005",0.00730148
"China","Reference","wind","2010",0.160645
"China","Reference","wind","2015",0.668766
"China","Reference","wind","2020",1.040319664
"China","Reference","wind","2025",1.699396704
"China","Reference","wind","2030",2.577292584
"China","Reference","wind","2035",3.661900484
"China","Reference","wind","2040",5.001402284
"China","Reference","wind","2045",6.163220243
"China","Reference","wind","2050",7.4832573
"China","Reference","wind","2055",8.87228838
"China","Reference","wind","2060",10.0551184
"China","Reference","wind","2065",10.8941791
"China","Reference","wind","2070",11.4428115
"China","Reference","wind","2075",11.5258642
"China","Reference","wind","2080",11.4209098
"China","Reference","wind","2085",11.1420574
"China","Reference","wind","2090",10.7324579
"China","Reference","wind","2095",10.2938136
"China","Reference","wind","2100",9.8970851
"Global","Reference","biomass","1990",0.16814880007
"Global","Reference","biomass","2005",0.4629269548
"Global","Reference","biomass","2010",0.7935913646
"Global","Reference","biomass","2015",1.099098182453
"Global","Reference","biomass","2020",1.55919409241
"Global","Reference","biomass","2025",2.02077511849
"Global","Reference","biomass","2030",2.36403476457
"Global","Reference","biomass","2035",2.8021180371
"Global","Reference","biomass","2040",2.9832456189
"Global","Reference","biomass","2045",2.918741608026
"Global","Reference","biomass","2050",2.9325620921
"Global","Reference","biomass","2055",3.1621316433
"Global","Reference","biomass","2060",3.6322285239
"Global","Reference","biomass","2065",4.3512050928
"Global","Reference","biomass","2070",5.38054845354
"Global","Reference","biomass","2075",6.52550058982
"Global","Reference","biomass","2080",7.82226397101
"Global","Reference","biomass","2085",8.954115275879
"Global","Reference","biomass","2090",10.15325184107
"Global","Reference","biomass","2095",11.486011456417
"Global","Reference","biomass","2100",12.995790885158
"Global","Reference","coal","1990",15.71584649
"Global","Reference","coal","2005",25.96227051
"Global","Reference","coal","2010",30.795455382
"Global","Reference","coal","2015",33.983571242
"Global","Reference","coal","2020",34.41332491
"Global","Reference","coal","2025",39.30906626142
"Global","Reference","coal","2030",43.4500945858
"Global","Reference","coal","2035",44.8935891992
"Global","Reference","coal","2040",45.4246106026
"Global","Reference","coal","2045",45.0602330365
"Global","Reference","coal","2050",43.59675439061
"Global","Reference","coal","2055",41.61152174943
"Global","Reference","coal","2060",39.56185255197
"Global","Reference","coal","2065",38.2462168414
"Global","Reference","coal","2070",37.058762311418
"Global","Reference","coal","2075",36.163282851327
"Global","Reference","coal","2080",34.611913134738
"Global","Reference","coal","2085",32.734703240142
"Global","Reference","coal","2090",31.381388236857
"Global","Reference","coal","2095",30.387349607247
"Global","Reference","coal","2100",29.6131240213143
"Global","Reference","gas","1990",5.6833092178
"Global","Reference","gas","2005",12.56303204
"Global","Reference","gas","2010",16.5475990486
"Global","Reference","gas","2015",19.262792996
"Global","Reference","gas","2020",20.7112544651
"Global","Reference","gas","2025",22.6191325658
"Global","Reference","gas","2030",25.4731490459
"Global","Reference","gas","2035",28.0306402954
"Global","Reference","gas","2040",30.6241731751
"Global","Reference","gas","2045",33.945926871
"Global","Reference","gas","2050",37.20879747
"Global","Reference","gas","2055",40.371166766
"Global","Reference","gas","2060",42.939824657
"Global","Reference","gas","2065",43.735292248
"Global","Reference","gas","2070",44.9069206034
"Global","Reference","gas","2075",46.3183465438
"Global","Reference","gas","2080",47.5756106267
"Global","Reference","gas","2085",48.7960840448
"Global","Reference","gas","2090",49.714849372
"Global","Reference","gas","2095",50.64614078921
"Global","Reference","gas","2100",51.57409156429
"Global","Reference","geothermal","1990",0.1309273322
"Global","Reference","geothermal","2005",0.209594004
"Global","Reference","geothermal","2010",0.244979239
"Global","Reference","geothermal","2015",0.289762769
"Global","Reference","geothermal","2020",1.050268526
"Global","Reference","geothermal","2025",1.670504415
"Global","Reference","geothermal","2030",2.09642938
"Global","Reference","geothermal","2035",2.51991997
"Global","Reference","geothermal","2040",2.86645458
"Global","Reference","geothermal","2045",3.06072269
"Global","Reference","geothermal","2050",3.16042423
"Global","Reference","geothermal","2055",3.3016358
"Global","Reference","geothermal","2060",3.41895032
"Global","Reference","geothermal","2065",3.47757247
"Global","Reference","geothermal","2070",3.53796499
"Global","Reference","geothermal","2075",3.57885752
"Global","Reference","geothermal","2080",3.60273126
"Global","Reference","geothermal","2085",3.61757367
"Global","Reference","geothermal","2090",3.62633105
"Global","Reference","geothermal","2095",3.63155188
"Global","Reference","geothermal","2100",3.6342932
"Global","Reference","hydro","1990",7.7810424
"Global","Reference","hydro","2005",10.6539064
"Global","Reference","hydro","2010",12.4987706
"Global","Reference","hydro","2015",14.1496312
"Global","Reference","hydro","2020",14.2960653
"Global","Reference","hydro","2025",14.7314248
"Global","Reference","hydro","2030",15.2067935
"Global","Reference","hydro","2035",15.6824839
"Global","Reference","hydro","2040",16.1805955
"Global","Reference","hydro","2045",16.7011088
"Global","Reference","hydro","2050",17.1444433
"Global","Reference","hydro","2055",17.5868537
"Global","Reference","hydro","2060",18.0292758
"Global","Reference","hydro","2065",18.471699
"Global","Reference","hydro","2070",18.9141003
"Global","Reference","hydro","2075",19.3565173
"Global","Reference","hydro","2080",19.7989455
"Global","Reference","hydro","2085",20.2413659
"Global","Reference","hydro","2090",20.6837721
"Global","Reference","hydro","2095",21.1261912
"Global","Reference","hydro","2100",21.5686235
"Global","Reference","nuclear","1990",7.24618631
"Global","Reference","nuclear","2005",9.96454316
"Global","Reference","nuclear","2010",9.92242165
"Global","Reference","nuclear","2015",9.2522183
"Global","Reference","nuclear","2020",12.4310400695
"Global","Reference","nuclear","2025",14.9235999757
"Global","Reference","nuclear","2030",16.38747318
"Global","Reference","nuclear","2035",18.050045709
"Global","Reference","nuclear","2040",19.730307043
"Global","Reference","nuclear","2045",22.169877028
"Global","Reference","nuclear","2050",24.96495111
"Global","Reference","nuclear","2055",27.807766227
"Global","Reference","nuclear","2060",30.4835012
"Global","Reference","nuclear","2065",33.48239803
"Global","Reference","nuclear","2070",36.657807144
"Global","Reference","nuclear","2075",39.43219583
"Global","Reference","nuclear","2080",39.10023819
"Global","Reference","nuclear","2085",39.51796568
"Global","Reference","nuclear","2090",40.2574637
"Global","Reference","nuclear","2095",40.5439635
"Global","Reference","nuclear","2100",40.6439934
"Global","Reference","oil","1990",4.63157038
"Global","Reference","oil","2005",3.855671246
"Global","Reference","oil","2010",3.348080271
"Global","Reference","oil","2015",3.379792821
"Global","Reference","oil","2020",3.042438374
"Global","Reference","oil","2025",3.1136840766
"Global","Reference","oil","2030",3.4022145652
"Global","Reference","oil","2035",3.5995642079
"Global","Reference","oil","2040",3.7247964416
"Global","Reference","oil","2045",3.9392602686
"Global","Reference","oil","2050",4.1985282194
"Global","Reference","oil","2055",4.6261104155
"Global","Reference","oil","2060",4.90821172297
"Global","Reference","oil","2065",4.90423799181
"Global","Reference","oil","2070",4.7331132064
"Global","Reference","oil","2075",4.412582483886
"Global","Reference","oil","2080",4.135361981568
"Global","Reference","oil","2085",3.811357122923
"Global","Reference","oil","2090",3.350120225021
"Global","Reference","oil","2095",2.848123070595
"Global","Reference","oil","2100",2.654289562314
"Global","Reference","solar","1990",0.00271090114
"Global","Reference","solar","2005",0.01628972044
"Global","Reference","solar","2010",0.12191383718
"Global","Reference","solar","2015",0.9365497359
"Global","Reference","solar","2020",2.8703334711243
"Global","Reference","solar","2025",6.15185609355141
"Global","Reference","solar","2030",10.3021864376271
"Global","Reference","solar","2035",15.5020445138111
"Global","Reference","solar","2040",21.0395381558211
"Global","Reference","solar","2045",26.5200426479511
"Global","Reference","solar","2050",31.0588173537851
"Global","Reference","solar","2055",35.10725097376
"Global","Reference","solar","2060",38.68771878886
"Global","Reference","solar","2065",42.137454961
"Global","Reference","solar","2070",46.4169349761
"Global","Reference","solar","2075",50.5924444956
"Global","Reference","solar","2080",55.3734330375
"Global","Reference","solar","2085",60.0217966727
"Global","Reference","solar","2090",64.1914728108
"Global","Reference","solar","2095",67.9758738797
"Global","Reference","solar","2100",71.2954204904
"Global","Reference","wind","1990",0.01396852998
"Global","Reference","wind","2005",0.37385234892
"Global","Reference","wind","2010",1.228735452
"Global","Reference","wind","2015",3.0171134379
"Global","Reference","wind","2020",7.5549934050626
"Global","Reference","wind","2025",12.1559863936596
"Global","Reference","wind","2030",16.7038304362336
"Global","Reference","wind","2035",22.6644906418706
"Global","Reference","wind","2040",29.6248617154786
"Global","Reference","wind","2045",36.060438389288
"Global","Reference","wind","2050",42.38022329135
"Global","Reference","wind","2055",50.128959654244
"Global","Reference","wind","2060",58.436224835936
"Global","Reference","wind","2065",66.5259930976031
"Global","Reference","wind","2070",74.8032496854611
"Global","Reference","wind","2075",81.5620663024071
"Global","Reference","wind","2080",88.213859808784
"Global","Reference","wind","2085",94.070116365245
"Global","Reference","wind","2090",98.6012699957999
"Global","Reference","wind","2095",102.46124267179
"Global","Reference","wind","2100",105.91266205423
"Taiwan","Reference","biomass","1990",0
"Taiwan","Reference","biomass","2005",0.0118312
"Taiwan","Reference","biomass","2010",0.0131472
"Taiwan","Reference","biomass","2015",0.0135742
"Taiwan","Reference","biomass","2020",0.0160798
"Taiwan","Reference","biomass","2025",0.0172158817
"Taiwan","Reference","biomass","2030",0.0188871003
"Taiwan","Reference","biomass","2035",0.020798707
"Taiwan","Reference","biomass","2040",0.019399837
"Taiwan","Reference","biomass","2045",0.015343471
"Taiwan","Reference","biomass","2050",0.01292682
"Taiwan","Reference","biomass","2055",0.011354514
"Taiwan","Reference","biomass","2060",0.01104409
"Taiwan","Reference","biomass","2065",0.013690614
"Taiwan","Reference","biomass","2070",0.012866268
"Taiwan","Reference","biomass","2075",0.012312578
"Taiwan","Reference","biomass","2080",0.01224008
"Taiwan","Reference","biomass","2085",0.01213203
"Taiwan","Reference","biomass","2090",0.01388933
"Taiwan","Reference","biomass","2095",0.018276728
"Taiwan","Reference","biomass","2100",0.023618879
"Taiwan","Reference","coal","1990",0.07806
"Taiwan","Reference","coal","2005",0.333203
"Taiwan","Reference","coal","2010",0.340766
"Taiwan","Reference","coal","2015",0.319141
"Taiwan","Reference","coal","2020",0.488654
"Taiwan","Reference","coal","2025",0.559747497
"Taiwan","Reference","coal","2030",0.600355369
"Taiwan","Reference","coal","2035",0.620487302
"Taiwan","Reference","coal","2040",0.62206518
"Taiwan","Reference","coal","2045",0.60644326
"Taiwan","Reference","coal","2050",0.57232965
"Taiwan","Reference","coal","2055",0.52026155
"Taiwan","Reference","coal","2060",0.45617451
"Taiwan","Reference","coal","2065",0.39981208
"Taiwan","Reference","coal","2070",0.3297917
"Taiwan","Reference","coal","2075",0.26071425
"Taiwan","Reference","coal","2080",0.17136708
"Taiwan","Reference","coal","2085",0.12249518
"Taiwan","Reference","coal","2090",0.089592
"Taiwan","Reference","coal","2095",0.0722897
"Taiwan","Reference","coal","2100",0.06678034
"Taiwan","Reference","gas","1990",0.00372606
"Taiwan","Reference","gas","2005",0.1302439
"Taiwan","Reference","gas","2010",0.2046279
"Taiwan","Reference","gas","2015",0.2728783
"Taiwan","Reference","gas","2020",0.4099352
"Taiwan","Reference","gas","2025",0.479321432
"Taiwan","Reference","gas","2030",0.52418371
"Taiwan","Reference","gas","2035",0.55755565
"Taiwan","Reference","gas","2040",0.58034337
"Taiwan","Reference","gas","2045",0.60261452
"Taiwan","Reference","gas","2050",0.62116761
"Taiwan","Reference","gas","2055",0.6364215
"Taiwan","Reference","gas","2060",0.633827
"Taiwan","Reference","gas","2065",0.5349881
"Taiwan","Reference","gas","2070",0.4949164
"Taiwan","Reference","gas","2075",0.4649845
"Taiwan","Reference","gas","2080",0.4376912
"Taiwan","Reference","gas","2085",0.40497386
"Taiwan","Reference","gas","2090",0.3708334
"Taiwan","Reference","gas","2095",0.33642845
"Taiwan","Reference","gas","2100",0.30199765
"Taiwan","Reference","geothermal","1990",1.08002e-05
"Taiwan","Reference","geothermal","2005",0
"Taiwan","Reference","geothermal","2010",0
"Taiwan","Reference","geothermal","2015",0
"Taiwan","Reference","geothermal","2020",0.00251444
"Taiwan","Reference","geothermal","2025",0.00309917
"Taiwan","Reference","geothermal","2030",0.00309971
"Taiwan","Reference","geothermal","2035",0.00309941
"Taiwan","Reference","geothermal","2040",0.00309878
"Taiwan","Reference","geothermal","2045",0.00309796
"Taiwan","Reference","geothermal","2050",0.00309665
"Taiwan","Reference","geothermal","2055",0.00309599
"Taiwan","Reference","geothermal","2060",0.00309497
"Taiwan","Reference","geothermal","2065",0.00309297
"Taiwan","Reference","geothermal","2070",0.00309317
"Taiwan","Reference","geothermal","2075",0.00309319
"Taiwan","Reference","geothermal","2080",0.00309294
"Taiwan","Reference","geothermal","2085",0.00309312
"Taiwan","Reference","geothermal","2090",0.00309298
"Taiwan","Reference","geothermal","2095",0.00309247
"Taiwan","Reference","geothermal","2100",0.00309261
"Taiwan","Reference","hydro","1990",0.0229716
"Taiwan","Reference","hydro","2005",0.0143496
"Taiwan","Reference","hydro","2010",0.0150984
"Taiwan","Reference","hydro","2015",0.016092
"Taiwan","Reference","hydro","2020",0.0168527
"Taiwan","Reference","hydro","2025",0.0176134
"Taiwan","Reference","hydro","2030",0.0183741
"Taiwan","Reference","hydro","2035",0.0191348
"Taiwan","Reference","hydro","2040",0.0198955
"Taiwan","Reference","hydro","2045",0.0206562
"Taiwan","Reference","hydro","2050",0.0214169
"Taiwan","Reference","hydro","2055",0.0221776
"Taiwan","Reference","hydro","2060",0.0229383
"Taiwan","Reference","hydro","2065",0.023699
"Taiwan","Reference","hydro","2070",0.0244597
"Taiwan","Reference","hydro","2075",0.0252203
"Taiwan","Reference","hydro","2080",0.025981
"Taiwan","Reference","hydro","2085",0.0267417
"Taiwan","Reference","hydro","2090",0.0275024
"Taiwan","Reference","hydro","2095",0.0282631
"Taiwan","Reference","hydro","2100",0.0290238
"Taiwan","Reference","nuclear","1990",0.118319
"Taiwan","Reference","nuclear","2005",0.143918
"Taiwan","Reference","nuclear","2010",0.149865
"Taiwan","Reference","nuclear","2015",0.131283
"Taiwan","Reference","nuclear","2020",0.12547068
"Taiwan","Reference","nuclear","2025",0.12387331
"Taiwan","Reference","nuclear","2030",0.1200074
"Taiwan","Reference","nuclear","2035",0.1146166
"Taiwan","Reference","nuclear","2040",0.1079906
"Taiwan","Reference","nuclear","2045",0.1017971
"Taiwan","Reference","nuclear","2050",0.0975659
"Taiwan","Reference","nuclear","2055",0.0959695
"Taiwan","Reference","nuclear","2060",0.0997657
"Taiwan","Reference","nuclear","2065",0.1181702
"Taiwan","Reference","nuclear","2070",0.13569281
"Taiwan","Reference","nuclear","2075",0.147796
"Taiwan","Reference","nuclear","2080",0.166125
"Taiwan","Reference","nuclear","2085",0.181492
"Taiwan","Reference","nuclear","2090",0.197685
"Taiwan","Reference","nuclear","2095",0.215109
"Taiwan","Reference","nuclear","2100",0.2285
"Taiwan","Reference","oil","1990",0.0780744
"Taiwan","Reference","oil","2005",0.0395549
"Taiwan","Reference","oil","2010",0.0298225
"Taiwan","Reference","oil","2015",0.0416659
"Taiwan","Reference","oil","2020",0.03595695
"Taiwan","Reference","oil","2025",0.02855922
"Taiwan","Reference","oil","2030",0.02497957
"Taiwan","Reference","oil","2035",0.02374112
"Taiwan","Reference","oil","2040",0.02250257
"Taiwan","Reference","oil","2045",0.02146085
"Taiwan","Reference","oil","2050",0.02068554
"Taiwan","Reference","oil","2055",0.01986619
"Taiwan","Reference","oil","2060",0.01924464
"Taiwan","Reference","oil","2065",0.02464732
"Taiwan","Reference","oil","2070",0.02089387
"Taiwan","Reference","oil","2075",0.018613575
"Taiwan","Reference","oil","2080",0.0177108
"Taiwan","Reference","oil","2085",0.015063474
"Taiwan","Reference","oil","2090",0.01441822
"Taiwan","Reference","oil","2095",0.014789759
"Taiwan","Reference","oil","2100",0.01359885
"Taiwan","Reference","solar","1990",0
"Taiwan","Reference","solar","2005",3.60048e-06
"Taiwan","Reference","solar","2010",8.28002e-05
"Taiwan","Reference","solar","2015",0.00315329
"Taiwan","Reference","solar","2020",0.01110531869
"Taiwan","Reference","solar","2025",0.02220333188
"Taiwan","Reference","solar","2030",0.03923486992
"Taiwan","Reference","solar","2035",0.06704765702
"Taiwan","Reference","solar","2040",0.10591828472
"Taiwan","Reference","solar","2045",0.14997607882
"Taiwan","Reference","solar","2050",0.19379238133
"Taiwan","Reference","solar","2055",0.24044644504
"Taiwan","Reference","solar","2060",0.297003071
"Taiwan","Reference","solar","2065",0.4072543119
"Taiwan","Reference","solar","2070",0.4989934102
"Taiwan","Reference","solar","2075",0.5861329401
"Taiwan","Reference","solar","2080",0.680888995
"Taiwan","Reference","solar","2085",0.758201873
"Taiwan","Reference","solar","2090",0.835844778
"Taiwan","Reference","solar","2095",0.877235273
"Taiwan","Reference","solar","2100",0.912877352
"Taiwan","Reference","wind","1990",0
"Taiwan","Reference","wind","2005",0.000327643
"Taiwan","Reference","wind","2010",0.00351361
"Taiwan","Reference","wind","2015",0.00548945
"Taiwan","Reference","wind","2020",0.0197952153
"Taiwan","Reference","wind","2025",0.033054748
"Taiwan","Reference","wind","2030",0.0469989373
"Taiwan","Reference","wind","2035",0.0647595613
"Taiwan","Reference","wind","2040",0.0872869423
"Taiwan","Reference","wind","2045",0.1111415189
"Taiwan","Reference","wind","2050",0.133479607
"Taiwan","Reference","wind","2055",0.1637978633
"Taiwan","Reference","wind","2060",0.205355194
"Taiwan","Reference","wind","2065",0.28229697
"Taiwan","Reference","wind","2070",0.340371659
"Taiwan","Reference","wind","2075",0.387141349
"Taiwan","Reference","wind","2080",0.428361584
"Taiwan","Reference","wind","2085",0.45056897
"Taiwan","Reference","wind","2090",0.45217041
"Taiwan","Reference","wind","2095",0.46223601
"Taiwan","Reference","wind","2100",0.47264196
"China","Reference_CI_GFDL","biomass","1990",1.44587e-06
"China","Reference_CI_GFDL","biomass","2005",0.01872
"China","Reference_CI_GFDL","biomass","2010",0.121906
"China","Reference_CI_GFDL","biomass","2015",0.229424
"China","Reference_CI_GFDL","biomass","2020",0.213702
"China","Reference_CI_GFDL","biomass","2025",0.25296593
"China","Reference_CI_GFDL","biomass","2030",0.29270022
"China","Reference_CI_GFDL","biomass","2035",0.36829962
"China","Reference_CI_GFDL","biomass","2040",0.4053152
"China","Reference_CI_GFDL","biomass","2045",0.3980029
"China","Reference_CI_GFDL","biomass","2050",0.3852045
"China","Reference_CI_GFDL","biomass","2055",0.4011771
"China","Reference_CI_GFDL","biomass","2060",0.4537889
"China","Reference_CI_GFDL","biomass","2065",0.5334028
"China","Reference_CI_GFDL","biomass","2070",0.6272091
"China","Reference_CI_GFDL","biomass","2075",0.7440894
"China","Reference_CI_GFDL","biomass","2080",0.8586713
"China","Reference_CI_GFDL","biomass","2085",0.9977431
"China","Reference_CI_GFDL","biomass","2090",1.1559563
"China","Reference_CI_GFDL","biomass","2095",1.34222789
"China","Reference_CI_GFDL","biomass","2100",1.62078571
"China","Reference_CI_GFDL","coal","1990",1.69114
"China","Reference_CI_GFDL","coal","2005",7.22629
"China","Reference_CI_GFDL","coal","2010",11.7486
"China","Reference_CI_GFDL","coal","2015",14.8819
"China","Reference_CI_GFDL","coal","2020",17.5553
"China","Reference_CI_GFDL","coal","2025",19.52836645
"China","Reference_CI_GFDL","coal","2030",20.9535565
"China","Reference_CI_GFDL","coal","2035",21.4237116
"China","Reference_CI_GFDL","coal","2040",20.907316
"China","Reference_CI_GFDL","coal","2045",19.731606
"China","Reference_CI_GFDL","coal","2050",17.829066
"China","Reference_CI_GFDL","coal","2055",15.581581
"China","Reference_CI_GFDL","coal","2060",13.294882
"China","Reference_CI_GFDL","coal","2065",11.20277
"China","Reference_CI_GFDL","coal","2070",9.26313
"China","Reference_CI_GFDL","coal","2075",7.64456
"China","Reference_CI_GFDL","coal","2080",6.17003
"China","Reference_CI_GFDL","coal","2085",5.16899
"China","Reference_CI_GFDL","coal","2090",4.572512
"China","Reference_CI_GFDL","coal","2095",4.354045
"China","Reference_CI_GFDL","coal","2100",4.4353947
"China","Reference_CI_GFDL","gas","1990",0.00997559
"China","Reference_CI_GFDL","gas","2005",0.0843043
"China","Reference_CI_GFDL","gas","2010",0.3329
"China","Reference_CI_GFDL","gas","2015",0.569525
"China","Reference_CI_GFDL","gas","2020",0.58962
"China","Reference_CI_GFDL","gas","2025",0.6542944
"China","Reference_CI_GFDL","gas","2030",0.7363851
"China","Reference_CI_GFDL","gas","2035",0.7910005
"China","Reference_CI_GFDL","gas","2040",0.822528
"China","Reference_CI_GFDL","gas","2045",0.908442
"China","Reference_CI_GFDL","gas","2050",0.978274
"China","Reference_CI_GFDL","gas","2055",1.066156
"China","Reference_CI_GFDL","gas","2060",1.1387617
"China","Reference_CI_GFDL","gas","2065",1.126017
"China","Reference_CI_GFDL","gas","2070",1.1381628
"China","Reference_CI_GFDL","gas","2075",1.1423928
"China","Reference_CI_GFDL","gas","2080",1.1332788
"China","Reference_CI_GFDL","gas","2085",1.13757034
"China","Reference_CI_GFDL","gas","2090",1.11996954
"China","Reference_CI_GFDL","gas","2095",1.11094391
"China","Reference_CI_GFDL","gas","2100",1.14206607
"China","Reference_CI_GFDL","geothermal","1990",0.0002052
"China","Reference_CI_GFDL","geothermal","2005",0.000413999
"China","Reference_CI_GFDL","geothermal","2010",0.000449999
"China","Reference_CI_GFDL","geothermal","2015",0.000449999
"China","Reference_CI_GFDL","geothermal","2020",0.0664468
