"region","scenario","fuel","year","Elec_Generation"
"China","Reference_CI_MIROC","coal","2100",4.4658473
"China","Reference_CI_MIROC","gas","1990",0.00997559
"China","Reference_CI_MIROC","gas","2005",0.0843043
"China","Reference_CI_MIROC","gas","2010",0.3329
"China","Reference_CI_MIROC","gas","2015",0.569525
"China","Reference_CI_MIROC","gas","2020",0.586036
"China","Reference_CI_MIROC","gas","2025",0.6500416
"China","Reference_CI_MIROC","gas","2030",0.7311606
"China","Reference_CI_MIROC","gas","2035",0.7848548
"China","Reference_CI_MIROC","gas","2040",0.817456
"China","Reference_CI_MIROC","gas","2045",0.903843
"China","Reference_CI_MIROC","gas","2050",0.973728
"China","Reference_CI_MIROC","gas","2055",1.061768
"China","Reference_CI_MIROC","gas","2060",1.1369731
"China","Reference_CI_MIROC","gas","2065",1.1262931
"China","Reference_CI_MIROC","gas","2070",1.1391591
"China","Reference_CI_MIROC","gas","2075",1.146237
"China","Reference_CI_MIROC","gas","2080",1.1391067
"China","Reference_CI_MIROC","gas","2085",1.14388239
"China","Reference_CI_MIROC","gas","2090",1.12524053
"China","Reference_CI_MIROC","gas","2095",1.11312125
"China","Reference_CI_MIROC","gas","2100",1.15422914
"China","Reference_CI_MIROC","geothermal","1990",0.0002052
"China","Reference_CI_MIROC","geothermal","2005",0.000413999
"China","Reference_CI_MIROC","geothermal","2010",0.000449999
"China","Reference_CI_MIROC","geothermal","2015",0.000449999
"China","Reference_CI_MIROC","geothermal","2020",0.0657941
"China","Reference_CI_MIROC","geothermal","2025",0.113018
"China","Reference_CI_MIROC","geothermal","2030",0.113029
"China","Reference_CI_MIROC","geothermal","2035",0.113008
"China","Reference_CI_MIROC","geothermal","2040",0.112997
"China","Reference_CI_MIROC","geothermal","2045",0.112962
"China","Reference_CI_MIROC","geothermal","2050",0.112939
"China","Reference_CI_MIROC","geothermal","2055",0.112911
"China","Reference_CI_MIROC","geothermal","2060",0.1129
"China","Reference_CI_MIROC","geothermal","2065",0.112893
"China","Reference_CI_MIROC","geothermal","2070",0.112892
"China","Reference_CI_MIROC","geothermal","2075",0.11289
"China","Reference_CI_MIROC","geothermal","2080",0.11297
"China","Reference_CI_MIROC","geothermal","2085",0.112904
"China","Reference_CI_MIROC","geothermal","2090",0.112915
"China","Reference_CI_MIROC","geothermal","2095",0.112919
"China","Reference_CI_MIROC","geothermal","2100",0.112893
"China","Reference_CI_MIROC","hydro","1990",0.456446
"China","Reference_CI_MIROC","hydro","2005",1.42964
"China","Reference_CI_MIROC","hydro","2010",2.56154
"China","Reference_CI_MIROC","hydro","2015",4.01311
"China","Reference_CI_MIROC","hydro","2020",2.8066
"China","Reference_CI_MIROC","hydro","2025",2.9085
"China","Reference_CI_MIROC","hydro","2030",3.01448
"China","Reference_CI_MIROC","hydro","2035",3.12538
"China","Reference_CI_MIROC","hydro","2040",3.29559
"China","Reference_CI_MIROC","hydro","2045",3.45852
"China","Reference_CI_MIROC","hydro","2050",3.62205
"China","Reference_CI_MIROC","hydro","2055",3.78689
"China","Reference_CI_MIROC","hydro","2060",3.95021
"China","Reference_CI_MIROC","hydro","2065",4.11005
"China","Reference_CI_MIROC","hydro","2070",4.26893
"China","Reference_CI_MIROC","hydro","2075",4.42599
"China","Reference_CI_MIROC","hydro","2080",4.57984
"China","Reference_CI_MIROC","hydro","2085",4.72862
"China","Reference_CI_MIROC","hydro","2090",4.87156
"China","Reference_CI_MIROC","hydro","2095",5.00981
"China","Reference_CI_MIROC","hydro","2100",4.01308
"China","Reference_CI_MIROC","nuclear","1990",0
"China","Reference_CI_MIROC","nuclear","2005",0.191116
"China","Reference_CI_MIROC","nuclear","2010",0.265967
"China","Reference_CI_MIROC","nuclear","2015",0.614838
"China","Reference_CI_MIROC","nuclear","2020",1.02479
"China","Reference_CI_MIROC","nuclear","2025",1.475816
"China","Reference_CI_MIROC","nuclear","2030",1.988985
"China","Reference_CI_MIROC","nuclear","2035",2.642822
"China","Reference_CI_MIROC","nuclear","2040",3.403171
"China","Reference_CI_MIROC","nuclear","2045",4.460938
"China","Reference_CI_MIROC","nuclear","2050",5.508496
"China","Reference_CI_MIROC","nuclear","2055",6.640095
"China","Reference_CI_MIROC","nuclear","2060",7.738982
"China","Reference_CI_MIROC","nuclear","2065",8.7919399
"China","Reference_CI_MIROC","nuclear","2070",9.76194
"China","Reference_CI_MIROC","nuclear","2075",10.6384
"China","Reference_CI_MIROC","nuclear","2080",10.9296
"China","Reference_CI_MIROC","nuclear","2085",11.1633
"China","Reference_CI_MIROC","nuclear","2090",11.2113
"China","Reference_CI_MIROC","nuclear","2095",11.0358
"China","Reference_CI_MIROC","nuclear","2100",10.8325
"China","Reference_CI_MIROC","oil","1990",0.183376
"China","Reference_CI_MIROC","oil","2005",0.182675
"China","Reference_CI_MIROC","oil","2010",0.0541114
"China","Reference_CI_MIROC","oil","2015",0.035915
"China","Reference_CI_MIROC","oil","2020",0.02412261
"China","Reference_CI_MIROC","oil","2025",0.02259039
"China","Reference_CI_MIROC","oil","2030",0.0214573
"China","Reference_CI_MIROC","oil","2035",0.02218579
"China","Reference_CI_MIROC","oil","2040",0.02212508
"China","Reference_CI_MIROC","oil","2045",0.02477874
"China","Reference_CI_MIROC","oil","2050",0.02421692
"China","Reference_CI_MIROC","oil","2055",0.02599997
"China","Reference_CI_MIROC","oil","2060",0.02581305
"China","Reference_CI_MIROC","oil","2065",0.02426657
"China","Reference_CI_MIROC","oil","2070",0.022588751
"China","Reference_CI_MIROC","oil","2075",0.020958096
"China","Reference_CI_MIROC","oil","2080",0.019133641
"China","Reference_CI_MIROC","oil","2085",0.018166776
"China","Reference_CI_MIROC","oil","2090",0.016106585
"China","Reference_CI_MIROC","oil","2095",0.0142102194
"China","Reference_CI_MIROC","oil","2100",0.0145609003
"China","Reference_CI_MIROC","solar","1990",7.19999e-06
"China","Reference_CI_MIROC","solar","2005",0.000310299
"China","Reference_CI_MIROC","solar","2010",0.00253188998
"China","Reference_CI_MIROC","solar","2015",0.1613171997
"China","Reference_CI_MIROC","solar","2020",0.389822358
"China","Reference_CI_MIROC","solar","2025",0.933909678
"China","Reference_CI_MIROC","solar","2030",1.981706186
"China","Reference_CI_MIROC","solar","2035",3.451590945
"China","Reference_CI_MIROC","solar","2040",4.879086285
"China","Reference_CI_MIROC","solar","2045",6.205650485
"China","Reference_CI_MIROC","solar","2050",7.118670952
"China","Reference_CI_MIROC","solar","2055",7.775509266
"China","Reference_CI_MIROC","solar","2060",7.92836706
"China","Reference_CI_MIROC","solar","2065",7.69997325
"China","Reference_CI_MIROC","solar","2070",7.5291459
"China","Reference_CI_MIROC","solar","2075",7.3327892
"China","Reference_CI_MIROC","solar","2080",7.2792687
"China","Reference_CI_MIROC","solar","2085",7.1892107
"China","Reference_CI_MIROC","solar","2090",6.997384
"China","Reference_CI_MIROC","solar","2095",6.7291297
"China","Reference_CI_MIROC","solar","2100",6.6505546
"China","Reference_CI_MIROC","wind","1990",7.19999e-06
"China","Reference_CI_MIROC","wind","2005",0.00730148
"China","Reference_CI_MIROC","wind","2010",0.160645
"China","Reference_CI_MIROC","wind","2015",0.668766
"China","Reference_CI_MIROC","wind","2020",1.14522153
"China","Reference_CI_MIROC","wind","2025",1.79175647
"China","Reference_CI_MIROC","wind","2030",2.6506895
"China","Reference_CI_MIROC","wind","2035",3.82808154
"China","Reference_CI_MIROC","wind","2040",5.17187654
"China","Reference_CI_MIROC","wind","2045",6.31381119
"China","Reference_CI_MIROC","wind","2050",7.55178276
"China","Reference_CI_MIROC","wind","2055",8.88700767
"China","Reference_CI_MIROC","wind","2060",10.02581304
"China","Reference_CI_MIROC","wind","2065",10.8139228
"China","Reference_CI_MIROC","wind","2070",11.3234946
"China","Reference_CI_MIROC","wind","2075",11.3853531
"China","Reference_CI_MIROC","wind","2080",11.2803012
"China","Reference_CI_MIROC","wind","2085",10.9999889
"China","Reference_CI_MIROC","wind","2090",10.5711612
"China","Reference_CI_MIROC","wind","2095",10.1275502
"China","Reference_CI_MIROC","wind","2100",10.0959224
"Global","Reference_CI_MIROC","biomass","1990",0.16814880007
"Global","Reference_CI_MIROC","biomass","2005",0.4629269548
"Global","Reference_CI_MIROC","biomass","2010",0.7935913646
"Global","Reference_CI_MIROC","biomass","2015",1.099098182453
"Global","Reference_CI_MIROC","biomass","2020",1.57791666859
"Global","Reference_CI_MIROC","biomass","2025",2.019069562239
"Global","Reference_CI_MIROC","biomass","2030",2.36582279071
"Global","Reference_CI_MIROC","biomass","2035",2.82060344642
"Global","Reference_CI_MIROC","biomass","2040",2.9705998775
"Global","Reference_CI_MIROC","biomass","2045",2.877464512961
"Global","Reference_CI_MIROC","biomass","2050",2.8779415027
"Global","Reference_CI_MIROC","biomass","2055",3.1012355385
"Global","Reference_CI_MIROC","biomass","2060",3.5338236312
"Global","Reference_CI_MIROC","biomass","2065",4.2449589501
"Global","Reference_CI_MIROC","biomass","2070",5.24669602922
"Global","Reference_CI_MIROC","biomass","2075",6.34879907097
"Global","Reference_CI_MIROC","biomass","2080",7.61307249355
"Global","Reference_CI_MIROC","biomass","2085",8.701488250937
"Global","Reference_CI_MIROC","biomass","2090",9.852288903285
"Global","Reference_CI_MIROC","biomass","2095",11.113721152694
"Global","Reference_CI_MIROC","biomass","2100",12.685973399725
"Global","Reference_CI_MIROC","coal","1990",15.71584649
"Global","Reference_CI_MIROC","coal","2005",25.96227051
"Global","Reference_CI_MIROC","coal","2010",30.795455382
"Global","Reference_CI_MIROC","coal","2015",33.983571242
"Global","Reference_CI_MIROC","coal","2020",35.36068389
"Global","Reference_CI_MIROC","coal","2025",40.20988647752
"Global","Reference_CI_MIROC","coal","2030",44.3006277996
"Global","Reference_CI_MIROC","coal","2035",45.7037673416
"Global","Reference_CI_MIROC","coal","2040",46.0768993876
"Global","Reference_CI_MIROC","coal","2045",45.5372681737474
"Global","Reference_CI_MIROC","coal","2050",43.92570931306
"Global","Reference_CI_MIROC","coal","2055",41.8051914937
"Global","Reference_CI_MIROC","coal","2060",39.63369523853
"Global","Reference_CI_MIROC","coal","2065",38.26008766384
"Global","Reference_CI_MIROC","coal","2070",36.986643993435
"Global","Reference_CI_MIROC","coal","2075",36.01619021966
"Global","Reference_CI_MIROC","coal","2080",34.343487389368
"Global","Reference_CI_MIROC","coal","2085",32.453045713018
"Global","Reference_CI_MIROC","coal","2090",31.118335662918
"Global","Reference_CI_MIROC","coal","2095",30.164477591416
"Global","Reference_CI_MIROC","coal","2100",29.5727601980562
"Global","Reference_CI_MIROC","gas","1990",5.6833092178
"Global","Reference_CI_MIROC","gas","2005",12.56303204
"Global","Reference_CI_MIROC","gas","2010",16.5475990486
"Global","Reference_CI_MIROC","gas","2015",19.262792996
"Global","Reference_CI_MIROC","gas","2020",20.7268579176
"Global","Reference_CI_MIROC","gas","2025",22.615303652
"Global","Reference_CI_MIROC","gas","2030",25.4784547918
"Global","Reference_CI_MIROC","gas","2035",28.0491220304
"Global","Reference_CI_MIROC","gas","2040",30.6181422876
"Global","Reference_CI_MIROC","gas","2045",33.9104414431
"Global","Reference_CI_MIROC","gas","2050",37.124322639
"Global","Reference_CI_MIROC","gas","2055",40.259337004
"Global","Reference_CI_MIROC","gas","2060",42.820053498
"Global","Reference_CI_MIROC","gas","2065",43.594862229
"Global","Reference_CI_MIROC","gas","2070",44.7653592748
"Global","Reference_CI_MIROC","gas","2075",46.1633801485
"Global","Reference_CI_MIROC","gas","2080",47.3921324469
"Global","Reference_CI_MIROC","gas","2085",48.6289474239
"Global","Reference_CI_MIROC","gas","2090",49.5979814095
"Global","Reference_CI_MIROC","gas","2095",50.60757603672
"Global","Reference_CI_MIROC","gas","2100",51.86033131422
"Global","Reference_CI_MIROC","geothermal","1990",0.1309273322
"Global","Reference_CI_MIROC","geothermal","2005",0.209594004
"Global","Reference_CI_MIROC","geothermal","2010",0.244979239
"Global","Reference_CI_MIROC","geothermal","2015",0.289762769
"Global","Reference_CI_MIROC","geothermal","2020",1.052865985
"Global","Reference_CI_MIROC","geothermal","2025",1.6636294691
"Global","Reference_CI_MIROC","geothermal","2030",2.08942191
"Global","Reference_CI_MIROC","geothermal","2035",2.51905724
"Global","Reference_CI_MIROC","geothermal","2040",2.86421523
"Global","Reference_CI_MIROC","geothermal","2045",3.058785655
"Global","Reference_CI_MIROC","geothermal","2050",3.16068355
"Global","Reference_CI_MIROC","geothermal","2055",3.30417742
"Global","Reference_CI_MIROC","geothermal","2060",3.42195876
"Global","Reference_CI_MIROC","geothermal","2065",3.48043023
"Global","Reference_CI_MIROC","geothermal","2070",3.54161854
"Global","Reference_CI_MIROC","geothermal","2075",3.58482347
"Global","Reference_CI_MIROC","geothermal","2080",3.61244419
"Global","Reference_CI_MIROC","geothermal","2085",3.63021088
"Global","Reference_CI_MIROC","geothermal","2090",3.64093065
"Global","Reference_CI_MIROC","geothermal","2095",3.64884037
"Global","Reference_CI_MIROC","geothermal","2100",3.63752924
"Global","Reference_CI_MIROC","hydro","1990",7.7810424
"Global","Reference_CI_MIROC","hydro","2005",10.6539064
"Global","Reference_CI_MIROC","hydro","2010",12.4987706
"Global","Reference_CI_MIROC","hydro","2015",14.1496312
"Global","Reference_CI_MIROC","hydro","2020",13.16925653
"Global","Reference_CI_MIROC","hydro","2025",13.72333201
"Global","Reference_CI_MIROC","hydro","2030",14.25141775
"Global","Reference_CI_MIROC","hydro","2035",14.76449966
"Global","Reference_CI_MIROC","hydro","2040",15.60632397
"Global","Reference_CI_MIROC","hydro","2045",16.45255954
"Global","Reference_CI_MIROC","hydro","2050",17.23051313
"Global","Reference_CI_MIROC","hydro","2055",18.00584348
"Global","Reference_CI_MIROC","hydro","2060",18.77625885
"Global","Reference_CI_MIROC","hydro","2065",19.53986121
"Global","Reference_CI_MIROC","hydro","2070",20.29669132
"Global","Reference_CI_MIROC","hydro","2075",21.04533364
"Global","Reference_CI_MIROC","hydro","2080",21.78408253
"Global","Reference_CI_MIROC","hydro","2085",22.5111522
"Global","Reference_CI_MIROC","hydro","2090",23.22536892
"Global","Reference_CI_MIROC","hydro","2095",23.92623901
"Global","Reference_CI_MIROC","hydro","2100",21.5686235
"Global","Reference_CI_MIROC","nuclear","1990",7.24618631
"Global","Reference_CI_MIROC","nuclear","2005",9.96454316
"Global","Reference_CI_MIROC","nuclear","2010",9.92242165
"Global","Reference_CI_MIROC","nuclear","2015",9.2522183
"Global","Reference_CI_MIROC","nuclear","2020",12.4959850114
"Global","Reference_CI_MIROC","nuclear","2025",14.9678840492
"Global","Reference_CI_MIROC","nuclear","2030",16.408776509
"Global","Reference_CI_MIROC","nuclear","2035",18.128051089
"Global","Reference_CI_MIROC","nuclear","2040",19.813193317
"Global","Reference_CI_MIROC","nuclear","2045",22.2389483319
"Global","Reference_CI_MIROC","nuclear","2050",25.02181615
"Global","Reference_CI_MIROC","nuclear","2055",27.806931025
"Global","Reference_CI_MIROC","nuclear","2060",30.44556835
"Global","Reference_CI_MIROC","nuclear","2065",33.44528434
"Global","Reference_CI_MIROC","nuclear","2070",36.571859375
"Global","Reference_CI_MIROC","nuclear","2075",39.3093399
"Global","Reference_CI_MIROC","nuclear","2080",38.87483524
"Global","Reference_CI_MIROC","nuclear","2085",39.25194453
"Global","Reference_CI_MIROC","nuclear","2090",39.9725109
"Global","Reference_CI_MIROC","nuclear","2095",40.2094335
"Global","Reference_CI_MIROC","nuclear","2100",40.6308305
"Global","Reference_CI_MIROC","oil","1990",4.63157038
"Global","Reference_CI_MIROC","oil","2005",3.855671246
"Global","Reference_CI_MIROC","oil","2010",3.348080271
"Global","Reference_CI_MIROC","oil","2015",3.379792821
"Global","Reference_CI_MIROC","oil","2020",3.046347029
"Global","Reference_CI_MIROC","oil","2025",3.1064504787
"Global","Reference_CI_MIROC","oil","2030",3.4084257634
"Global","Reference_CI_MIROC","oil","2035",3.6214359704
"Global","Reference_CI_MIROC","oil","2040",3.7382767976
"Global","Reference_CI_MIROC","oil","2045",3.9503217945
"Global","Reference_CI_MIROC","oil","2050",4.2081422093
"Global","Reference_CI_MIROC","oil","2055",4.632398366
"Global","Reference_CI_MIROC","oil","2060",4.9201361452
"Global","Reference_CI_MIROC","oil","2065",4.89380884504
"Global","Reference_CI_MIROC","oil","2070",4.70825945171
"Global","Reference_CI_MIROC","oil","2075",4.387470517349
"Global","Reference_CI_MIROC","oil","2080",4.093563979151
"Global","Reference_CI_MIROC","oil","2085",3.773143051828
"Global","Reference_CI_MIROC","oil","2090",3.310209913191
"Global","Reference_CI_MIROC","oil","2095",2.80173189978
"Global","Reference_CI_MIROC","oil","2100",2.624512134803
"Global","Reference_CI_MIROC","solar","1990",0.00271090114
"Global","Reference_CI_MIROC","solar","2005",0.01628972044
"Global","Reference_CI_MIROC","solar","2010",0.12191383718
"Global","Reference_CI_MIROC","solar","2015",0.9365497359
"Global","Reference_CI_MIROC","solar","2020",2.91019668516037
"Global","Reference_CI_MIROC","solar","2025",6.192081595132
"Global","Reference_CI_MIROC","solar","2030",10.3251620227419
"Global","Reference_CI_MIROC","solar","2035",15.6504688387519
"Global","Reference_CI_MIROC","solar","2040",21.1803926020019
"Global","Reference_CI_MIROC","solar","2045",26.6366309272909
"Global","Reference_CI_MIROC","solar","2050",31.131518062242
"Global","Reference_CI_MIROC","solar","2055",35.134809818015
"Global","Reference_CI_MIROC","solar","2060",38.738607799805
"Global","Reference_CI_MIROC","solar","2065",42.119789997115
"Global","Reference_CI_MIROC","solar","2070",46.4005644926149
"Global","Reference_CI_MIROC","solar","2075",50.6370558775
"Global","Reference_CI_MIROC","solar","2080",55.4158284226
"Global","Reference_CI_MIROC","solar","2085",60.0800365819
"Global","Reference_CI_MIROC","solar","2090",64.2707360731
"Global","Reference_CI_MIROC","solar","2095",68.138820255
"Global","Reference_CI_MIROC","solar","2100",72.253500796
"Global","Reference_CI_MIROC","wind","1990",0.01396852998
"Global","Reference_CI_MIROC","wind","2005",0.37385234892
"Global","Reference_CI_MIROC","wind","2010",1.228735452
"Global","Reference_CI_MIROC","wind","2015",3.0171134379
"Global","Reference_CI_MIROC","wind","2020",7.60935671617942
"Global","Reference_CI_MIROC","wind","2025",12.1944570487818
"Global","Reference_CI_MIROC","wind","2030",16.7165214315578
"Global","Reference_CI_MIROC","wind","2035",22.8043418537218
"Global","Reference_CI_MIROC","wind","2040",29.7759645903528
"Global","Reference_CI_MIROC","wind","2045",36.1939319487424
"Global","Reference_CI_MIROC","wind","2050",42.466915212809
"Global","Reference_CI_MIROC","wind","2055",50.157722666006
"Global","Reference_CI_MIROC","wind","2060",58.493895843349
"Global","Reference_CI_MIROC","wind","2065",66.529351126964
"Global","Reference_CI_MIROC","wind","2070",74.7763760636671
"Global","Reference_CI_MIROC","wind","2075",81.599295717264
"Global","Reference_CI_MIROC","wind","2080",88.277047367963
"Global","Reference_CI_MIROC","wind","2085",94.150446049766
"Global","Reference_CI_MIROC","wind","2090",98.6880657314399
"Global","Reference_CI_MIROC","wind","2095",102.67187726674
"Global","Reference_CI_MIROC","wind","2100",107.2786903349
"Taiwan","Reference_CI_MIROC","biomass","1990",0
"Taiwan","Reference_CI_MIROC","biomass","2005",0.0118312
"Taiwan","Reference_CI_MIROC","biomass","2010",0.0131472
"Taiwan","Reference_CI_MIROC","biomass","2015",0.0135742
"Taiwan","Reference_CI_MIROC","biomass","2020",0.0161319
"Taiwan","Reference_CI_MIROC","biomass","2025",0.0171776816
"Taiwan","Reference_CI_MIROC","biomass","2030",0.018912892
"Taiwan","Reference_CI_MIROC","biomass","2035",0.021551083
"Taiwan","Reference_CI_MIROC","biomass","2040",0.019845059
"Taiwan","Reference_CI_MIROC","biomass","2045",0.015504058
"Taiwan","Reference_CI_MIROC","biomass","2050",0.012906088
"Taiwan","Reference_CI_MIROC","biomass","2055",0.011224231
"Taiwan","Reference_CI_MIROC","biomass","2060",0.010630198
"Taiwan","Reference_CI_MIROC","biomass","2065",0.01317244
"Taiwan","Reference_CI_MIROC","biomass","2070",0.012241803
"Taiwan","Reference_CI_MIROC","biomass","2075",0.011587766
"Taiwan","Reference_CI_MIROC","biomass","2080",0.01143376
"Taiwan","Reference_CI_MIROC","biomass","2085",0.01135483
"Taiwan","Reference_CI_MIROC","biomass","2090",0.01302554
"Taiwan","Reference_CI_MIROC","biomass","2095",0.017088648
"Taiwan","Reference_CI_MIROC","biomass","2100",0.022013427
"Taiwan","Reference_CI_MIROC","coal","1990",0.07806
"Taiwan","Reference_CI_MIROC","coal","2005",0.333203
"Taiwan","Reference_CI_MIROC","coal","2010",0.340766
"Taiwan","Reference_CI_MIROC","coal","2015",0.319141
"Taiwan","Reference_CI_MIROC","coal","2020",0.488547
"Taiwan","Reference_CI_MIROC","coal","2025",0.559524232
"Taiwan","Reference_CI_MIROC","coal","2030",0.600055446
"Taiwan","Reference_CI_MIROC","coal","2035",0.619777123
"Taiwan","Reference_CI_MIROC","coal","2040",0.6193304
"Taiwan","Reference_CI_MIROC","coal","2045",0.60141561
"Taiwan","Reference_CI_MIROC","coal","2050",0.56535213
"Taiwan","Reference_CI_MIROC","coal","2055",0.51246281
"Taiwan","Reference_CI_MIROC","coal","2060",0.44867345
"Taiwan","Reference_CI_MIROC","coal","2065",0.39506565
"Taiwan","Reference_CI_MIROC","coal","2070",0.32707889
"Taiwan","Reference_CI_MIROC","coal","2075",0.2578738
"Taiwan","Reference_CI_MIROC","coal","2080",0.17164155
"Taiwan","Reference_CI_MIROC","coal","2085",0.12092094
"Taiwan","Reference_CI_MIROC","coal","2090",0.0872892
"Taiwan","Reference_CI_MIROC","coal","2095",0.0702836
"Taiwan","Reference_CI_MIROC","coal","2100",0.06546924
"Taiwan","Reference_CI_MIROC","gas","1990",0.00372606
"Taiwan","Reference_CI_MIROC","gas","2005",0.1302439
"Taiwan","Reference_CI_MIROC","gas","2010",0.2046279
"Taiwan","Reference_CI_MIROC","gas","2015",0.2728783
"Taiwan","Reference_CI_MIROC","gas","2020",0.4106335
"Taiwan","Reference_CI_MIROC","gas","2025",0.480004632
"Taiwan","Reference_CI_MIROC","gas","2030",0.52485974
"Taiwan","Reference_CI_MIROC","gas","2035",0.56012053
"Taiwan","Reference_CI_MIROC","gas","2040",0.5824192
"Taiwan","Reference_CI_MIROC","gas","2045",0.6043299
"Taiwan","Reference_CI_MIROC","gas","2050",0.62273055
"Taiwan","Reference_CI_MIROC","gas","2055",0.6377553
"Taiwan","Reference_CI_MIROC","gas","2060",0.6349355
"Taiwan","Reference_CI_MIROC","gas","2065",0.5357574
"Taiwan","Reference_CI_MIROC","gas","2070",0.495701
"Taiwan","Reference_CI_MIROC","gas","2075",0.4658893
"Taiwan","Reference_CI_MIROC","gas","2080",0.4371693
"Taiwan","Reference_CI_MIROC","gas","2085",0.40407709
"Taiwan","Reference_CI_MIROC","gas","2090",0.368839
"Taiwan","Reference_CI_MIROC","gas","2095",0.33245963
"Taiwan","Reference_CI_MIROC","gas","2100",0.29492116
"Taiwan","Reference_CI_MIROC","geothermal","1990",1.08002e-05
"Taiwan","Reference_CI_MIROC","geothermal","2005",0
"Taiwan","Reference_CI_MIROC","geothermal","2010",0
"Taiwan","Reference_CI_MIROC","geothermal","2015",0
"Taiwan","Reference_CI_MIROC","geothermal","2020",0.00251899
"Taiwan","Reference_CI_MIROC","geothermal","2025",0.00309917
"Taiwan","Reference_CI_MIROC","geothermal","2030",0.00309971
"Taiwan","Reference_CI_MIROC","geothermal","2035",0.00309923
"Taiwan","Reference_CI_MIROC","geothermal","2040",0.00309869
"Taiwan","Reference_CI_MIROC","geothermal","2045",0.00309789
"Taiwan","Reference_CI_MIROC","geothermal","2050",0.00309659
"Taiwan","Reference_CI_MIROC","geothermal","2055",0.00309598
"Taiwan","Reference_CI_MIROC","geothermal","2060",0.00309497
"Taiwan","Reference_CI_MIROC","geothermal","2065",0.00309296
"Taiwan","Reference_CI_MIROC","geothermal","2070",0.00309317
"Taiwan","Reference_CI_MIROC","geothermal","2075",0.00309311
"Taiwan","Reference_CI_MIROC","geothermal","2080",0.00309295
"Taiwan","Reference_CI_MIROC","geothermal","2085",0.00309321
"Taiwan","Reference_CI_MIROC","geothermal","2090",0.00309282
"Taiwan","Reference_CI_MIROC","geothermal","2095",0.00309245
"Taiwan","Reference_CI_MIROC","geothermal","2100",0.00309257
"Taiwan","Reference_CI_MIROC","hydro","1990",0.0229716
"Taiwan","Reference_CI_MIROC","hydro","2005",0.0143496
"Taiwan","Reference_CI_MIROC","hydro","2010",0.0150984
"Taiwan","Reference_CI_MIROC","hydro","2015",0.016092
"Taiwan","Reference_CI_MIROC","hydro","2020",0.0168527
"Taiwan","Reference_CI_MIROC","hydro","2025",0.0176134
"Taiwan","Reference_CI_MIROC","hydro","2030",0.0183741
"Taiwan","Reference_CI_MIROC","hydro","2035",0.0191348
"Taiwan","Reference_CI_MIROC","hydro","2040",0.0198955
"Taiwan","Reference_CI_MIROC","hydro","2045",0.0206562
"Taiwan","Reference_CI_MIROC","hydro","2050",0.0214169
"Taiwan","Reference_CI_MIROC","hydro","2055",0.0221776
"Taiwan","Reference_CI_MIROC","hydro","2060",0.0229383
"Taiwan","Reference_CI_MIROC","hydro","2065",0.023699
"Taiwan","Reference_CI_MIROC","hydro","2070",0.0244597
"Taiwan","Reference_CI_MIROC","hydro","2075",0.0252203
"Taiwan","Reference_CI_MIROC","hydro","2080",0.025981
"Taiwan","Reference_CI_MIROC","hydro","2085",0.0267417
"Taiwan","Reference_CI_MIROC","hydro","2090",0.0275024
"Taiwan","Reference_CI_MIROC","hydro","2095",0.0282631
"Taiwan","Reference_CI_MIROC","hydro","2100",0.0290238
"Taiwan","Reference_CI_MIROC","nuclear","1990",0.118319
"Taiwan","Reference_CI_MIROC","nuclear","2005",0.143918
"Taiwan","Reference_CI_MIROC","nuclear","2010",0.149865
"Taiwan","Reference_CI_MIROC","nuclear","2015",0.131283
"Taiwan","Reference_CI_MIROC","nuclear","2020",0.12548583
"Taiwan","Reference_CI_MIROC","nuclear","2025",0.12388797
"Taiwan","Reference_CI_MIROC","nuclear","2030",0.1200204
"Taiwan","Reference_CI_MIROC","nuclear","2035",0.1151627
"Taiwan","Reference_CI_MIROC","nuclear","2040",0.1088624
"Taiwan","Reference_CI_MIROC","nuclear","2045",0.102986
"Taiwan","Reference_CI_MIROC","nuclear","2050",0.0990357
"Taiwan","Reference_CI_MIROC","nuclear","2055",0.0975622
"Taiwan","Reference_CI_MIROC","nuclear","2060",0.1014275
"Taiwan","Reference_CI_MIROC","nuclear","2065",0.1198732
"Taiwan","Reference_CI_MIROC","nuclear","2070",0.13732881
"Taiwan","Reference_CI_MIROC","nuclear","2075",0.149597
"Taiwan","Reference_CI_MIROC","nuclear","2080",0.167767
"Taiwan","Reference_CI_MIROC","nuclear","2085",0.18341
"Taiwan","Reference_CI_MIROC","nuclear","2090",0.199883
"Taiwan","Reference_CI_MIROC","nuclear","2095",0.217155
"Taiwan","Reference_CI_MIROC","nuclear","2100",0.230742
"Taiwan","Reference_CI_MIROC","oil","1990",0.0780744
"Taiwan","Reference_CI_MIROC","oil","2005",0.0395549
"Taiwan","Reference_CI_MIROC","oil","2010",0.0298225
"Taiwan","Reference_CI_MIROC","oil","2015",0.0416659
"Taiwan","Reference_CI_MIROC","oil","2020",0.03604051
"Taiwan","Reference_CI_MIROC","oil","2025",0.02855153
"Taiwan","Reference_CI_MIROC","oil","2030",0.02494455
"Taiwan","Reference_CI_MIROC","oil","2035",0.02440058
"Taiwan","Reference_CI_MIROC","oil","2040",0.02273561
"Taiwan","Reference_CI_MIROC","oil","2045",0.02153016
"Taiwan","Reference_CI_MIROC","oil","2050",0.02071903
"Taiwan","Reference_CI_MIROC","oil","2055",0.01981795
