region,Name,sector,year,Difference,Rel_Dif,,
China,NoDAC,primaryEnergy,2005,0,0,,
China,NoDAC,primaryEnergy,2010,0,0,,
China,NoDAC,primaryEnergy,2015,0,0,,
China,NoDAC,primaryEnergy,2020,-6.17E-07,-1.14E-05,,
China,NoDAC,primaryEnergy,2025,9.47E-06,0.000157422,,
China,NoDAC,primaryEnergy,2030,0.000228014,0.003558455,,
China,NoDAC,primaryEnergy,2035,0.008507869,0.125826848,,
China,NoDAC,primaryEnergy,2040,0.112532876,1.563499821,,
China,NoDAC,primaryEnergy,2045,0.516399211,6.882110107,,
China,NoDAC,primaryEnergy,2050,0.988984955,12.91918516,,
China,NoDAC,primaryEnergy,2055,1.65974333,21.16744769,,
China,NoDAC,primaryEnergy,2060,3.288162138,40.06013691,,
China,NoDAC,primaryEnergy,2065,3.473983173,40.19435631,,
China,NoDAC,primaryEnergy,2070,3.658444347,40.95387726,,
China,NoDAC,primaryEnergy,2075,4.263631365,46.65623894,,
China,NoDAC,primaryEnergy,2080,4.564630359,48.95295516,,
China,NoDAC,primaryEnergy,2085,4.749516821,50.11576666,,
China,NoDAC,primaryEnergy,2090,4.915998724,51.05417437,,
China,NoDAC,primaryEnergy,2095,5.224084597,53.8995793,,
China,NoDAC,primaryEnergy,2100,5.663088716,57.56884081,39.20205572,
Global,NoDAC,agriculture,1990,0,0,,
Global,NoDAC,agriculture,2005,0,0,,
Global,NoDAC,agriculture,2010,0,0,,
Global,NoDAC,agriculture,2015,0,0,,
Global,NoDAC,agriculture,2020,0.013069986,0.000596233,,
Global,NoDAC,agriculture,2025,0.007740719,0.000333838,,
Global,NoDAC,agriculture,2030,0.037159144,0.001524596,,
Global,NoDAC,agriculture,2035,0.911204494,0.035039744,,
Global,NoDAC,agriculture,2040,7.044060358,0.25909586,,
Global,NoDAC,agriculture,2045,25.60118569,0.907563286,,
Global,NoDAC,agriculture,2050,46.02600211,1.594559283,,
Global,NoDAC,agriculture,2055,44.87537532,1.560924547,,
Global,NoDAC,agriculture,2060,53.0305681,1.846907833,,
Global,NoDAC,agriculture,2065,66.4643254,2.309161832,,
Global,NoDAC,agriculture,2070,85.71395406,2.979182802,,
Global,NoDAC,agriculture,2075,106.1687488,3.704045832,,
Global,NoDAC,agriculture,2080,116.9659894,4.118983848,,
Global,NoDAC,agriculture,2085,135.9791891,4.833459544,,
Global,NoDAC,agriculture,2090,131.928342,4.729157498,,
Global,NoDAC,agriculture,2095,125.753064,4.56784199,,
Global,NoDAC,agriculture,2100,121.3117021,4.47387313,,
Global,NoDAC,ces,1990,0,NA,,
Global,NoDAC,ces,2005,0,NA,,
Global,NoDAC,ces,2010,0,NA,,
Global,NoDAC,ces,2015,0,NA,,
Global,NoDAC,ces,2020,0,NA,,
Global,NoDAC,ces,2025,-0.001476154,-100,,
Global,NoDAC,ces,2030,-0.015907568,-100,,
Global,NoDAC,ces,2035,-0.256000363,-100,,
Global,NoDAC,ces,2040,-2.340136399,-100,,
Global,NoDAC,ces,2045,-9.212986915,-100,,
Global,NoDAC,ces,2050,-20.34214885,-100,,
Global,NoDAC,ces,2055,-29.12476505,-100,,
Global,NoDAC,ces,2060,-38.01655378,-100,,
Global,NoDAC,ces,2065,-41.49725137,-100,,
Global,NoDAC,ces,2070,-44.83546463,-100,,
Global,NoDAC,ces,2075,-47.62109712,-100,,
Global,NoDAC,ces,2080,-49.74534049,-100,,
Global,NoDAC,ces,2085,-51.35926177,-100,,
Global,NoDAC,ces,2090,-52.67494894,-100,,
Global,NoDAC,ces,2095,-53.35363672,-100,,
Global,NoDAC,ces,2100,-53.70278631,-100,,
Global,NoDAC,electricity,1990,0,0,,
Global,NoDAC,electricity,2005,0,0,,
Global,NoDAC,electricity,2010,0,0,,
Global,NoDAC,electricity,2015,0,0,,
Global,NoDAC,electricity,2020,0.009082533,0.001828452,,
Global,NoDAC,electricity,2025,0.014181815,0.00285999,,
Global,NoDAC,electricity,2030,-0.009644036,-0.001992676,,
Global,NoDAC,electricity,2035,-0.044163016,-0.009243501,,
Global,NoDAC,electricity,2040,5.297474166,1.157169416,,
Global,NoDAC,electricity,2045,10.73915737,2.381382878,,
Global,NoDAC,electricity,2050,30.5390042,6.728863176,,
Global,NoDAC,electricity,2055,61.52545914,13.67588755,,
Global,NoDAC,electricity,2060,71.32048701,15.78576671,,
Global,NoDAC,electricity,2065,90.85906135,19.43464187,,
Global,NoDAC,electricity,2070,88.87571148,18.48083802,,
Global,NoDAC,electricity,2075,82.22723783,16.86031666,,
Global,NoDAC,electricity,2080,72.40531563,15.0083158,,
Global,NoDAC,electricity,2085,72.55119705,15.22389337,,
Global,NoDAC,electricity,2090,69.62666734,14.80734513,,
Global,NoDAC,electricity,2095,71.93495736,16.33658782,,
Global,NoDAC,electricity,2100,72.55578622,17.32538132,,
Global,NoDAC,industry,1990,0,0,,
Global,NoDAC,industry,2005,0,0,,
Global,NoDAC,industry,2010,0,0,,
Global,NoDAC,industry,2015,0,0,,
Global,NoDAC,industry,2020,9.90E-05,2.92E-05,,
Global,NoDAC,industry,2025,-0.000573,-0.000152906,,
Global,NoDAC,industry,2030,-0.002795,-0.000686702,,
Global,NoDAC,industry,2035,-0.038462,-0.009248384,,
Global,NoDAC,industry,2040,-0.298868,-0.068749363,,
Global,NoDAC,industry,2045,-1.315468,-0.2901313,,
Global,NoDAC,industry,2050,-5.341976,-1.131563295,,
Global,NoDAC,industry,2055,-7.344119,-1.497001506,,
Global,NoDAC,industry,2060,-6.5687,-1.294335661,,
Global,NoDAC,industry,2065,-9.702633,-1.848788977,,
Global,NoDAC,industry,2070,-14.047571,-2.607435541,,
Global,NoDAC,industry,2075,-15.111152,-2.749250405,,
Global,NoDAC,industry,2080,-15.077644,-2.703869509,,
Global,NoDAC,industry,2085,-14.869068,-2.63722733,,
Global,NoDAC,industry,2090,-14.546152,-2.558366811,,
Global,NoDAC,industry,2095,-14.344291,-2.51023314,,
Global,NoDAC,industry,2100,-14.125558,-2.468697717,,
Global,NoDAC,livestock,1990,0,0,,
Global,NoDAC,livestock,2005,0,0,,
Global,NoDAC,livestock,2010,0,0,,
Global,NoDAC,livestock,2015,0,0,,
Global,NoDAC,livestock,2020,4.21E-05,4.32E-05,,
Global,NoDAC,livestock,2025,6.03E-06,5.57E-06,,
Global,NoDAC,livestock,2030,-0.000245061,-0.0002077,,
Global,NoDAC,livestock,2035,-0.014258171,-0.011520813,,
Global,NoDAC,livestock,2040,-0.107214751,-0.08168806,,
Global,NoDAC,livestock,2045,-0.480905792,-0.346311428,,
Global,NoDAC,livestock,2050,-1.401961694,-0.95940554,,
Global,NoDAC,livestock,2055,-2.009086353,-1.320072879,,
Global,NoDAC,livestock,2060,-2.0631508,-1.307991257,,
Global,NoDAC,livestock,2065,-1.885864604,-1.155652664,,
Global,NoDAC,livestock,2070,-2.167308903,-1.288093974,,
Global,NoDAC,livestock,2075,-2.74604918,-1.588115118,,
Global,NoDAC,livestock,2080,-3.23023438,-1.82629543,,
Global,NoDAC,livestock,2085,-3.408894534,-1.894054142,,
Global,NoDAC,livestock,2090,-3.567239396,-1.954192689,,
Global,NoDAC,livestock,2095,-3.609719949,-1.95579797,,
Global,NoDAC,livestock,2100,-3.591140252,-1.930122933,,
Global,NoDAC,municipal,1990,0,0,,
Global,NoDAC,municipal,2005,0,0,,
Global,NoDAC,municipal,2010,0,0,,
Global,NoDAC,municipal,2015,0,0,,
Global,NoDAC,municipal,2020,0.0009,0.00017108,,
Global,NoDAC,municipal,2025,0.00071,0.000125729,,
Global,NoDAC,municipal,2030,0.00088,0.000147469,,
Global,NoDAC,municipal,2035,0.00042,6.74E-05,,
Global,NoDAC,municipal,2040,-0.01425,-0.002205767,,
Global,NoDAC,municipal,2045,-0.08013,-0.012056752,,
Global,NoDAC,municipal,2050,-0.95044,-0.140213171,,
Global,NoDAC,municipal,2055,-1.72627,-0.25199781,,
Global,NoDAC,municipal,2060,-1.00467,-0.145310274,,
Global,NoDAC,municipal,2065,-1.39047,-0.199652117,,
Global,NoDAC,municipal,2070,-1.84126,-0.263378692,,
Global,NoDAC,municipal,2075,-2.34882,-0.335934592,,
Global,NoDAC,municipal,2080,-2.30438,-0.330619577,,
Global,NoDAC,municipal,2085,-2.39307,-0.345239915,,
Global,NoDAC,municipal,2090,-3.35396,-0.4874978,,
Global,NoDAC,municipal,2095,-3.43551,-0.504280908,,
Global,NoDAC,municipal,2100,-2.82113,-0.419115648,,
Global,NoDAC,primaryEnergy,1990,0,0,,
Global,NoDAC,primaryEnergy,2005,0,0,,
Global,NoDAC,primaryEnergy,2010,0,0,,
Global,NoDAC,primaryEnergy,2015,0,0,,
Global,NoDAC,primaryEnergy,2020,1.37E-05,4.49E-05,,
Global,NoDAC,primaryEnergy,2025,0.000195912,0.000594269,,
Global,NoDAC,primaryEnergy,2030,0.005332705,0.014532121,,
Global,NoDAC,primaryEnergy,2035,0.194339977,0.408943277,,
Global,NoDAC,primaryEnergy,2040,2.47211163,4.042648391,,
Global,NoDAC,primaryEnergy,2045,10.39598667,14.0743243,,
Global,NoDAC,primaryEnergy,2050,23.85527224,28.29749967,,
Global,NoDAC,primaryEnergy,2055,38.95824892,44.35405431,,
Global,NoDAC,primaryEnergy,2060,59.39954974,64.89067939,,
Global,NoDAC,primaryEnergy,2065,60.00039186,64.34424887,,
Global,NoDAC,primaryEnergy,2070,60.64199824,63.42415862,,
Global,NoDAC,primaryEnergy,2075,65.55764861,66.56696237,,
Global,NoDAC,primaryEnergy,2080,69.33527084,67.99079841,,
Global,NoDAC,primaryEnergy,2085,72.93944259,69.33296695,,
Global,NoDAC,primaryEnergy,2090,76.34253512,70.2457026,,
Global,NoDAC,primaryEnergy,2095,79.77917023,71.19745569,,
Global,NoDAC,primaryEnergy,2100,83.33472195,71.67725016,,
Taiwan,NoDAC,ces,1990,0,NA,,
Taiwan,NoDAC,ces,2005,0,NA,,
Taiwan,NoDAC,ces,2010,0,NA,,
Taiwan,NoDAC,ces,2015,0,NA,,
Taiwan,NoDAC,ces,2020,0,NA,,
Taiwan,NoDAC,ces,2025,-3.18E-06,-100,,
Taiwan,NoDAC,ces,2030,-1.66E-05,-100,,
Taiwan,NoDAC,ces,2035,-0.000260636,-100,,
Taiwan,NoDAC,ces,2040,-0.000489055,-100,,
Taiwan,NoDAC,ces,2045,-0.001955606,-100,,
Taiwan,NoDAC,ces,2050,-0.03870602,-100,,
Taiwan,NoDAC,ces,2055,-0.170140421,-100,,
Taiwan,NoDAC,ces,2060,-0.415895902,-100,,
Taiwan,NoDAC,ces,2065,-0.052956869,-100,,
Taiwan,NoDAC,ces,2070,-0.029485984,-100,,
Taiwan,NoDAC,ces,2075,-0.026129452,-100,,
Taiwan,NoDAC,ces,2080,-0.03031201,-100,,
Taiwan,NoDAC,ces,2085,-0.044624753,-100,,
Taiwan,NoDAC,ces,2090,-0.40183245,-100,,
Taiwan,NoDAC,ces,2095,-0.499402075,-100,,
Taiwan,NoDAC,ces,2100,-0.521762136,-100,,
Taiwan,NoDAC,electricity,1990,0,0,,
Taiwan,NoDAC,electricity,2005,0,0,,
Taiwan,NoDAC,electricity,2010,0,0,,
Taiwan,NoDAC,electricity,2015,0,0,,
Taiwan,NoDAC,electricity,2020,-8.92E-09,-3.05E-07,,
Taiwan,NoDAC,electricity,2025,-6.04E-07,-1.82E-05,,
Taiwan,NoDAC,electricity,2030,8.42E-06,0.000237348,,
Taiwan,NoDAC,electricity,2035,-3.26E-05,-0.000917847,,
Taiwan,NoDAC,electricity,2040,-0.007448492,-0.239503338,,
Taiwan,NoDAC,electricity,2045,-0.055874011,-2.282156447,,
Taiwan,NoDAC,electricity,2050,-0.09858692,-4.893367891,,
Taiwan,NoDAC,electricity,2055,0.075866752,3.755101967,,
Taiwan,NoDAC,electricity,2060,-0.136282408,-5.957300119,,
Taiwan,NoDAC,electricity,2065,0.145135178,6.687629136,,
Taiwan,NoDAC,electricity,2070,0.024114794,1.056084565,,
Taiwan,NoDAC,electricity,2075,-0.288115212,-12.08661766,,
Taiwan,NoDAC,electricity,2080,-0.317479547,-13.22228982,,
Taiwan,NoDAC,electricity,2085,-0.326050545,-13.35530865,,
Taiwan,NoDAC,electricity,2090,-0.410480511,-15.90227356,,
Taiwan,NoDAC,electricity,2095,-0.387217975,-14.9461391,,
Taiwan,NoDAC,electricity,2100,-0.457042726,-16.90966026,,
Taiwan,NoDAC,industry,1990,0,0,,
Taiwan,NoDAC,industry,2005,0,0,,
Taiwan,NoDAC,industry,2010,0,0,,
Taiwan,NoDAC,industry,2015,0,0,,
Taiwan,NoDAC,industry,2020,0,0,,
Taiwan,NoDAC,industry,2025,0,0,,
Taiwan,NoDAC,industry,2030,0,0,,
Taiwan,NoDAC,industry,2035,0.0004,0.003644149,,
Taiwan,NoDAC,industry,2040,0.0039,0.035833073,,
Taiwan,NoDAC,industry,2045,0.009,0.083287063,,
Taiwan,NoDAC,industry,2050,-0.0296,-0.274559638,,
Taiwan,NoDAC,industry,2055,0.0429,0.397229578,,
Taiwan,NoDAC,industry,2060,0.1633,1.507097108,,
Taiwan,NoDAC,industry,2065,0.0897,0.818505338,,
Taiwan,NoDAC,industry,2070,-0.0207,-0.187072986,,
Taiwan,NoDAC,industry,2075,-0.0698,-0.627128238,,
Taiwan,NoDAC,industry,2080,-0.0753,-0.674453182,,
Taiwan,NoDAC,industry,2085,-0.0689,-0.615838398,,
Taiwan,NoDAC,industry,2090,-0.0312,-0.278710784,,
Taiwan,NoDAC,industry,2095,-0.0093,-0.083001624,,
Taiwan,NoDAC,industry,2100,0.0021,0.018733107,,
Taiwan,NoDAC,livestock,1990,0,0,,
Taiwan,NoDAC,livestock,2005,0,0,,
Taiwan,NoDAC,livestock,2010,0,0,,
Taiwan,NoDAC,livestock,2015,0,0,,
Taiwan,NoDAC,livestock,2020,-4.00E-08,-3.23E-05,,
Taiwan,NoDAC,livestock,2025,7.12E-08,5.56E-05,,
Taiwan,NoDAC,livestock,2030,-1.22E-06,-0.000936147,,
Taiwan,NoDAC,livestock,2035,8.56E-06,0.006515512,,
Taiwan,NoDAC,livestock,2040,7.45E-05,0.055704422,,
Taiwan,NoDAC,livestock,2045,0.000538143,0.398288938,,
Taiwan,NoDAC,livestock,2050,0.001589642,1.170588286,,
Taiwan,NoDAC,livestock,2055,0.002720726,1.997158361,,
Taiwan,NoDAC,livestock,2060,0.003891858,2.844852993,,
Taiwan,NoDAC,livestock,2065,0.004159558,3.014762505,,
Taiwan,NoDAC,livestock,2070,0.004042124,2.903511673,,
Taiwan,NoDAC,livestock,2075,0.003969538,2.828774387,,
Taiwan,NoDAC,livestock,2080,0.0041177,2.916069268,,
Taiwan,NoDAC,livestock,2085,0.004389996,3.095705042,,
Taiwan,NoDAC,livestock,2090,0.004709264,3.311554731,,
Taiwan,NoDAC,livestock,2095,0.0049656,3.485574822,,
Taiwan,NoDAC,livestock,2100,0.005172209,3.627467643,,
Taiwan,NoDAC,municipal,1990,0,0,,
Taiwan,NoDAC,municipal,2005,0,0,,
Taiwan,NoDAC,municipal,2010,0,0,,
Taiwan,NoDAC,municipal,2015,0,0,,
Taiwan,NoDAC,municipal,2020,0,0,,
Taiwan,NoDAC,municipal,2025,0,0,,
Taiwan,NoDAC,municipal,2030,0,0,,
Taiwan,NoDAC,municipal,2035,0,0,,
Taiwan,NoDAC,municipal,2040,0,0,,
Taiwan,NoDAC,municipal,2045,0,0,,
Taiwan,NoDAC,municipal,2050,1.00E-05,0.000288307,,
Taiwan,NoDAC,municipal,2055,0,0,,
Taiwan,NoDAC,municipal,2060,3.00E-05,0.000899575,,
Taiwan,NoDAC,municipal,2065,-1.00E-05,-0.000302272,,
Taiwan,NoDAC,municipal,2070,0,0,,
Taiwan,NoDAC,municipal,2075,2.00E-05,0.000616709,,
Taiwan,NoDAC,municipal,2080,3.00E-05,0.0009376,,
Taiwan,NoDAC,municipal,2085,3.00E-05,0.000953422,,
Taiwan,NoDAC,municipal,2090,6.00E-05,0.001944,,
Taiwan,NoDAC,municipal,2095,6.00E-05,0.001986321,,
Taiwan,NoDAC,municipal,2100,6.00E-05,0.002033202,,
Taiwan,NoDAC,primaryEnergy,1990,0,0,,
Taiwan,NoDAC,primaryEnergy,2005,0,0,,
Taiwan,NoDAC,primaryEnergy,2010,0,0,,
Taiwan,NoDAC,primaryEnergy,2015,0,0,,
Taiwan,NoDAC,primaryEnergy,2020,2.00E-09,6.34E-07,,
Taiwan,NoDAC,primaryEnergy,2025,-2.11E-09,-6.67E-07,,
Taiwan,NoDAC,primaryEnergy,2030,2.75E-06,0.000880893,,
Taiwan,NoDAC,primaryEnergy,2035,4.51E-05,0.015289816,,
Taiwan,NoDAC,primaryEnergy,2040,0.000687472,0.248047278,,
Taiwan,NoDAC,primaryEnergy,2045,0.004356321,1.742288527,,
Taiwan,NoDAC,primaryEnergy,2050,0.005077895,2.322488188,,
Taiwan,NoDAC,primaryEnergy,2055,-0.01024483,-5.242872587,,
Taiwan,NoDAC,primaryEnergy,2060,-0.059058799,-32.42464689,,
Taiwan,NoDAC,primaryEnergy,2065,-0.061166207,-34.06518305,,
Taiwan,NoDAC,primaryEnergy,2070,-0.079801772,-43.99860001,,
Taiwan,NoDAC,primaryEnergy,2075,-0.073449225,-41.12404929,,
Taiwan,NoDAC,primaryEnergy,2080,-0.078107839,-44.72147436,,
Taiwan,NoDAC,primaryEnergy,2085,-0.087767676,-51.59387509,,
Taiwan,NoDAC,primaryEnergy,2090,-0.097326389,-58.04215553,,
Taiwan,NoDAC,primaryEnergy,2095,-0.099682695,-61.35564002,,
Taiwan,NoDAC,primaryEnergy,2100,-0.100566488,-63.86876738,,
