region,Name,landuse,year,Difference,Rel_Dif,,
Taiwan,NoDAC,biomass,2060,0.000614127,75.13349888,,
Taiwan,NoDAC,biomass,2065,0.000648437,69.97056854,,
Taiwan,NoDAC,biomass,2070,0.000834153,87.25845649,,
Taiwan,NoDAC,biomass,2075,0.00087564,88.5926165,,
Taiwan,NoDAC,biomass,2080,0.000817379,80.99824601,,
Taiwan,NoDAC,biomass,2085,0.000845958,84.51828075,,
Taiwan,NoDAC,biomass,2090,0.000770943,76.53097611,,
Taiwan,NoDAC,biomass,2095,0.000673818,67.390899,,
Taiwan,NoDAC,biomass,2100,0.000579105,55.27703362,,
Taiwan,NoDAC,crops,1990,0,0,,
Taiwan,NoDAC,crops,2005,0,0,,
Taiwan,NoDAC,crops,2010,0,0,,
Taiwan,NoDAC,crops,2015,0,0,,
Taiwan,NoDAC,crops,2020,-1.28E-06,-2.63E-05,,
Taiwan,NoDAC,crops,2025,2.23E-06,4.77E-05,,
Taiwan,NoDAC,crops,2030,-0.000150886,-0.003265487,,
Taiwan,NoDAC,crops,2035,4.41E-05,0.00280033,,
Taiwan,NoDAC,crops,2040,0.001146401,0.082699423,,
Taiwan,NoDAC,crops,2045,-0.002028161,-0.164024663,,
Taiwan,NoDAC,crops,2050,-0.117404547,-10.73299686,,
Taiwan,NoDAC,crops,2055,-0.271143289,-26.53969612,,
Taiwan,NoDAC,crops,2060,-0.33829213,-34.11545967,,
Taiwan,NoDAC,crops,2065,-0.462353016,-40.93871111,,
Taiwan,NoDAC,crops,2070,-0.498029405,-41.72285722,,
Taiwan,NoDAC,crops,2075,-0.484202134,-39.93153242,,
Taiwan,NoDAC,crops,2080,-0.46936073,-39.08811608,,
Taiwan,NoDAC,crops,2085,-0.462503128,-39.66793804,,
Taiwan,NoDAC,crops,2090,-0.463891802,-40.78028436,,
Taiwan,NoDAC,crops,2095,-0.451310053,-40.59856456,,
Taiwan,NoDAC,crops,2100,-0.43812357,-40.12694585,,
Taiwan,NoDAC,forest,1990,0,0,,
Taiwan,NoDAC,forest,2005,0,0,,
Taiwan,NoDAC,forest,2010,0,0,,
Taiwan,NoDAC,forest,2015,0,0,,
Taiwan,NoDAC,forest,2020,0,0,,
Taiwan,NoDAC,forest,2025,-1.00E-05,-5.28E-05,,
Taiwan,NoDAC,forest,2030,-0.00010011,-0.000527641,,
Taiwan,NoDAC,forest,2035,-3.02E-05,-0.000138437,,
Taiwan,NoDAC,forest,2040,-0.0007837,-0.003570716,,
Taiwan,NoDAC,forest,2045,0.0012391,0.005619212,,
Taiwan,NoDAC,forest,2050,0.0778517,0.351509593,,
Taiwan,NoDAC,forest,2055,0.1773976,0.799213488,,
Taiwan,NoDAC,forest,2060,0.2197274,0.98902655,,
Taiwan,NoDAC,forest,2065,0.3025801,1.367618577,,
Taiwan,NoDAC,forest,2070,0.3274375,1.482885447,,
Taiwan,NoDAC,forest,2075,0.3192031,1.446455384,,
Taiwan,NoDAC,forest,2080,0.3094104,1.401595263,,
Taiwan,NoDAC,forest,2085,0.3041473,1.376307855,,
Taiwan,NoDAC,forest,2090,0.3044731,1.376609053,,
Taiwan,NoDAC,forest,2095,0.2957966,1.336342925,,
Taiwan,NoDAC,forest,2100,0.2869182,1.295470074,,
Taiwan,NoDAC,grass,1990,0,0,,
Taiwan,NoDAC,grass,2005,0,0,,
Taiwan,NoDAC,grass,2010,0,0,,
Taiwan,NoDAC,grass,2015,0,0,,
Taiwan,NoDAC,grass,2020,0,0,,
Taiwan,NoDAC,grass,2025,0,0,,
Taiwan,NoDAC,grass,2030,-8.00E-06,-0.000465751,,
Taiwan,NoDAC,grass,2035,-3.00E-06,-0.000167275,,
Taiwan,NoDAC,grass,2040,-5.10E-05,-0.002834669,,
Taiwan,NoDAC,grass,2045,3.00E-06,0.000166326,,
Taiwan,NoDAC,grass,2050,0.003492,0.193137213,,
Taiwan,NoDAC,grass,2055,0.008151,0.450273528,,
Taiwan,NoDAC,grass,2060,0.010141,0.559927294,,
Taiwan,NoDAC,grass,2065,0.013963,0.772778366,,
Taiwan,NoDAC,grass,2070,0.015081,0.83558746,,
Taiwan,NoDAC,grass,2075,0.014662,0.812648991,,
Taiwan,NoDAC,grass,2080,0.014201,0.786948219,,
Taiwan,NoDAC,grass,2085,0.013976,0.774023042,,
Taiwan,NoDAC,grass,2090,0.014009,0.775477013,,
Taiwan,NoDAC,grass,2095,0.013614,0.753280455,,
Taiwan,NoDAC,grass,2100,0.013202,0.7302391,,
Taiwan,NoDAC,naturalOther,1990,0,NA,,
Taiwan,NoDAC,naturalOther,2005,0,NA,,
Taiwan,NoDAC,naturalOther,2010,0,NA,,
Taiwan,NoDAC,naturalOther,2015,0,NA,,
Taiwan,NoDAC,naturalOther,2020,0,NA,,
Taiwan,NoDAC,naturalOther,2025,0,NA,,
Taiwan,NoDAC,naturalOther,2030,0,NA,,
Taiwan,NoDAC,naturalOther,2035,0,NA,,
Taiwan,NoDAC,naturalOther,2040,0,NA,,
Taiwan,NoDAC,naturalOther,2045,0,NA,,
Taiwan,NoDAC,naturalOther,2050,0,NA,,
Taiwan,NoDAC,naturalOther,2055,0,NA,,
Taiwan,NoDAC,naturalOther,2060,0,NA,,
Taiwan,NoDAC,naturalOther,2065,0,NA,,
Taiwan,NoDAC,naturalOther,2070,0,NA,,
Taiwan,NoDAC,naturalOther,2075,0,NA,,
Taiwan,NoDAC,naturalOther,2080,0,NA,,
Taiwan,NoDAC,naturalOther,2085,0,NA,,
Taiwan,NoDAC,naturalOther,2090,0,NA,,
Taiwan,NoDAC,naturalOther,2095,0,NA,,
Taiwan,NoDAC,naturalOther,2100,0,NA,,
Taiwan,NoDAC,pasture,1990,0,0,,
Taiwan,NoDAC,pasture,2005,0,0,,
Taiwan,NoDAC,pasture,2010,0,0,,
Taiwan,NoDAC,pasture,2015,0,0,,
Taiwan,NoDAC,pasture,2020,-2.00E-06,-2.58E-05,,
Taiwan,NoDAC,pasture,2025,-2.00E-06,-2.59E-05,,
Taiwan,NoDAC,pasture,2030,0.000255264,0.003284822,,
Taiwan,NoDAC,pasture,2035,-1.14E-05,-0.000143734,,
Taiwan,NoDAC,pasture,2040,-0.000325739,-0.004096504,,
Taiwan,NoDAC,pasture,2045,0.000763124,0.009546862,,
Taiwan,NoDAC,pasture,2050,0.036013507,0.44821779,,
Taiwan,NoDAC,pasture,2055,0.085290279,1.058719454,,
Taiwan,NoDAC,pasture,2060,0.10758859,1.334020714,,
Taiwan,NoDAC,pasture,2065,0.144854325,1.80539471,,
Taiwan,NoDAC,pasture,2070,0.15432875,1.927985514,,
Taiwan,NoDAC,pasture,2075,0.149137674,1.864340921,,
Taiwan,NoDAC,pasture,2080,0.144613357,1.806924314,,
Taiwan,NoDAC,pasture,2085,0.143217739,1.787128593,,
Taiwan,NoDAC,pasture,2090,0.14433074,1.799070025,,
Taiwan,NoDAC,pasture,2095,0.140918555,1.754802039,,
Taiwan,NoDAC,pasture,2100,0.137130564,1.706336706,,
Taiwan,NoDAC,shrubs,1990,0,0,,
Taiwan,NoDAC,shrubs,2005,0,0,,
Taiwan,NoDAC,shrubs,2010,0,0,,
Taiwan,NoDAC,shrubs,2015,0,0,,
Taiwan,NoDAC,shrubs,2020,0,0,,
Taiwan,NoDAC,shrubs,2025,0,0,,
Taiwan,NoDAC,shrubs,2030,-1.90E-07,-0.000481389,,
Taiwan,NoDAC,shrubs,2035,-7.00E-08,-0.000170415,,
Taiwan,NoDAC,shrubs,2040,-1.15E-06,-0.002791115,,
Taiwan,NoDAC,shrubs,2045,-1.00E-08,-2.42E-05,,
Taiwan,NoDAC,shrubs,2050,7.75E-05,0.187249136,,
Taiwan,NoDAC,shrubs,2055,0.00018131,0.437438945,,
Taiwan,NoDAC,shrubs,2060,0.00022565,0.544155316,,
Taiwan,NoDAC,shrubs,2065,0.00031067,0.750902887,,
Taiwan,NoDAC,shrubs,2070,0.0003355,0.811800064,,
Taiwan,NoDAC,shrubs,2075,0.00032614,0.789413809,,
Taiwan,NoDAC,shrubs,2080,0.00031584,0.764341938,,
Taiwan,NoDAC,shrubs,2085,0.00031087,0.751883154,,
Taiwan,NoDAC,shrubs,2090,0.00031165,0.753417273,,
Taiwan,NoDAC,shrubs,2095,0.00030285,0.731830204,,
Taiwan,NoDAC,shrubs,2100,0.00029369,0.709463997,,
Taiwan,NoDAC,urban,1990,0,0,,
Taiwan,NoDAC,urban,2005,0,0,,
Taiwan,NoDAC,urban,2010,0,0,,
Taiwan,NoDAC,urban,2015,0,0,,
Taiwan,NoDAC,urban,2020,0,0,,
Taiwan,NoDAC,urban,2025,0,0,,
Taiwan,NoDAC,urban,2030,0,0,,
Taiwan,NoDAC,urban,2035,0,0,,
Taiwan,NoDAC,urban,2040,0,0,,
Taiwan,NoDAC,urban,2045,0,0,,
Taiwan,NoDAC,urban,2050,0,0,,
Taiwan,NoDAC,urban,2055,0,0,,
Taiwan,NoDAC,urban,2060,0,0,,
Taiwan,NoDAC,urban,2065,0,0,,
Taiwan,NoDAC,urban,2070,0,0,,
Taiwan,NoDAC,urban,2075,0,0,,
Taiwan,NoDAC,urban,2080,0,0,,
Taiwan,NoDAC,urban,2085,0,0,,
Taiwan,NoDAC,urban,2090,0,0,,
Taiwan,NoDAC,urban,2095,0,0,,
Taiwan,NoDAC,urban,2100,0,0,,
