region,Name,fuel,year,Difference,Rel_Dif
Global,NoDAC,geothermal,2075,0.04783275,1.323430661
Global,NoDAC,geothermal,2080,0.03247,0.891267584
Global,NoDAC,geothermal,2085,0.02051639,0.560331754
Global,NoDAC,geothermal,2090,0.0098395,0.268007249
Global,NoDAC,geothermal,2095,0.00561697,0.152805235
Global,NoDAC,geothermal,2100,0.00284508,0.077349686
Global,NoDAC,hydro,1990,0,0
Global,NoDAC,hydro,2005,0,0
Global,NoDAC,hydro,2010,0,0
Global,NoDAC,hydro,2015,0,0
Global,NoDAC,hydro,2020,-5.80E-06,-4.06E-05
Global,NoDAC,hydro,2025,-2.25E-05,-0.000152767
Global,NoDAC,hydro,2030,-0.000132,-0.000868079
Global,NoDAC,hydro,2035,-0.000132,-0.000841394
Global,NoDAC,hydro,2040,-0.001762,-0.010888197
Global,NoDAC,hydro,2045,0.004342,0.02601323
Global,NoDAC,hydro,2050,0,0
Global,NoDAC,hydro,2055,0,0
Global,NoDAC,hydro,2060,0,0
Global,NoDAC,hydro,2065,0,0
Global,NoDAC,hydro,2070,0,0
Global,NoDAC,hydro,2075,0,0
Global,NoDAC,hydro,2080,0,0
Global,NoDAC,hydro,2085,0,0
Global,NoDAC,hydro,2090,0,0
Global,NoDAC,hydro,2095,0,0
Global,NoDAC,hydro,2100,0,0
Global,NoDAC,nuclear,1990,0,0
Global,NoDAC,nuclear,2005,0,0
Global,NoDAC,nuclear,2010,0,0
Global,NoDAC,nuclear,2015,0,0
Global,NoDAC,nuclear,2020,-0.000174034,-0.001399916
Global,NoDAC,nuclear,2025,-0.000158707,-0.001021534
Global,NoDAC,nuclear,2030,0.000303126,0.001661364
Global,NoDAC,nuclear,2035,0.008218507,0.033743914
Global,NoDAC,nuclear,2040,0.105287037,0.360562089
Global,NoDAC,nuclear,2045,0.52367567,1.523500339
Global,NoDAC,nuclear,2050,1.83018775,4.671203455
Global,NoDAC,nuclear,2055,2.625261608,6.086592417
Global,NoDAC,nuclear,2060,2.95477219,6.308438559
Global,NoDAC,nuclear,2065,3.24407131,6.368571002
Global,NoDAC,nuclear,2070,3.325492281,6.120241848
Global,NoDAC,nuclear,2075,3.45546887,6.044497217
Global,NoDAC,nuclear,2080,3.86751579,6.799144405
Global,NoDAC,nuclear,2085,4.04646214,7.142471944
Global,NoDAC,nuclear,2090,4.1366349,7.335853284
Global,NoDAC,nuclear,2095,4.0091832,7.506721054
Global,NoDAC,nuclear,2100,3.7523811,7.345468186
Global,NoDAC,oil,1990,0,0
Global,NoDAC,oil,2005,0,0
Global,NoDAC,oil,2010,0,0
Global,NoDAC,oil,2015,0,0
Global,NoDAC,oil,2020,1.74E-05,0.000571014
Global,NoDAC,oil,2025,2.88E-05,0.000876673
Global,NoDAC,oil,2030,0.000572949,0.015528281
Global,NoDAC,oil,2035,0.013967721,0.311139227
Global,NoDAC,oil,2040,0.153734553,3.008197477
Global,NoDAC,oil,2045,0.630539045,11.67912911
Global,NoDAC,oil,2050,1.409947798,25.07164063
Global,NoDAC,oil,2055,1.963411425,34.55599412
Global,NoDAC,oil,2060,2.810124886,51.8256446
Global,NoDAC,oil,2065,1.532422251,29.40946114
Global,NoDAC,oil,2070,-0.607732221,-12.456791
Global,NoDAC,oil,2075,-0.892156715,-20.30078976
Global,NoDAC,oil,2080,-0.970684813,-24.29810744
Global,NoDAC,oil,2085,-1.020587473,-28.42488628
Global,NoDAC,oil,2090,-1.003966731,-32.08269382
Global,NoDAC,oil,2095,-0.973550335,-36.51422115
Global,NoDAC,oil,2100,-0.928403265,-36.55944908
Global,NoDAC,solar,1990,0,0
Global,NoDAC,solar,2005,0,0
Global,NoDAC,solar,2010,0,0
Global,NoDAC,solar,2015,0,0
Global,NoDAC,solar,2020,-5.32E-05,-0.001851822
Global,NoDAC,solar,2025,1.85E-05,0.000262488
Global,NoDAC,solar,2030,0.00061295,0.004929761
Global,NoDAC,solar,2035,0.016288557,0.071429289
Global,NoDAC,solar,2040,0.194495406,0.62872361
Global,NoDAC,solar,2045,0.867511506,2.262830101
Global,NoDAC,solar,2050,2.666594711,5.946504379
Global,NoDAC,solar,2055,4.604262272,9.22843439
Global,NoDAC,solar,2060,6.380688527,11.64510219
Global,NoDAC,solar,2065,7.565093599,13.27484766
Global,NoDAC,solar,2070,8.533855329,13.7936331
Global,NoDAC,solar,2075,9.129537354,13.64996806
Global,NoDAC,solar,2080,9.388468505,13.02244875
Global,NoDAC,solar,2085,8.861533232,11.54302643
Global,NoDAC,solar,2090,8.213122367,10.19727084
Global,NoDAC,solar,2095,7.472225662,8.816090884
Global,NoDAC,solar,2100,6.84227045,7.75084744
Global,NoDAC,wind,1990,0,0
Global,NoDAC,wind,2005,0,0
Global,NoDAC,wind,2010,0,0
Global,NoDAC,wind,2015,0,0
Global,NoDAC,wind,2020,-9.53E-05,-0.001260905
Global,NoDAC,wind,2025,-1.63E-06,-1.21E-05
Global,NoDAC,wind,2030,0.000585886,0.002936315
Global,NoDAC,wind,2035,0.018136627,0.055184009
Global,NoDAC,wind,2040,0.237433037,0.52884252
Global,NoDAC,wind,2045,1.147662223,2.080868162
Global,NoDAC,wind,2050,3.506101327,5.482481669
Global,NoDAC,wind,2055,5.695686823,7.927205481
Global,NoDAC,wind,2060,7.414745321,9.28144157
Global,NoDAC,wind,2065,7.796209019,9.27382861
Global,NoDAC,wind,2070,7.885477859,8.825368021
Global,NoDAC,wind,2075,7.282489361,7.729137782
Global,NoDAC,wind,2080,6.595933717,6.569529826
Global,NoDAC,wind,2085,5.56401684,5.243387166
Global,NoDAC,wind,2090,4.755106264,4.295464041
Global,NoDAC,wind,2095,3.956484005,3.390076434
Global,NoDAC,wind,2100,3.195085037,2.62864697
Taiwan,NoDAC,biomass,1990,0,NA
Taiwan,NoDAC,biomass,2005,0,0
Taiwan,NoDAC,biomass,2010,0,0
Taiwan,NoDAC,biomass,2015,0,0
Taiwan,NoDAC,biomass,2020,0,0
Taiwan,NoDAC,biomass,2025,-4.14E-07,-0.002582012
Taiwan,NoDAC,biomass,2030,-6.23E-06,-0.039698093
Taiwan,NoDAC,biomass,2035,-0.00016794,-0.796863412
Taiwan,NoDAC,biomass,2040,-0.0012697,-7.344311528
Taiwan,NoDAC,biomass,2045,-0.00335758,-20.94344625
Taiwan,NoDAC,biomass,2050,-0.001254675,-6.14770063
Taiwan,NoDAC,biomass,2055,0.015514517,53.95349804
Taiwan,NoDAC,biomass,2060,0.020022484,49.70595648
Taiwan,NoDAC,biomass,2065,0.047124757,196.3288162
Taiwan,NoDAC,biomass,2070,0.047514192,237.1916646
Taiwan,NoDAC,biomass,2075,0.01603231,79.97728394
Taiwan,NoDAC,biomass,2080,0.003536498,15.63194506
Taiwan,NoDAC,biomass,2085,0.006574706,24.54351207
Taiwan,NoDAC,biomass,2090,0.012051949,35.69908931
Taiwan,NoDAC,biomass,2095,0.012728206,34.31805591
Taiwan,NoDAC,biomass,2100,0.00689425,16.24178603
Taiwan,NoDAC,coal,1990,0,0
Taiwan,NoDAC,coal,2005,0,0
Taiwan,NoDAC,coal,2010,0,0
Taiwan,NoDAC,coal,2015,0,0
Taiwan,NoDAC,coal,2020,0,0
Taiwan,NoDAC,coal,2025,-6.10E-08,-1.09E-05
Taiwan,NoDAC,coal,2030,1.64E-06,0.000271423
Taiwan,NoDAC,coal,2035,-7.80E-05,-0.013973293
Taiwan,NoDAC,coal,2040,-0.0015864,-0.357040052
Taiwan,NoDAC,coal,2045,-0.0145445,-5.344146186
Taiwan,NoDAC,coal,2050,-0.04309807,-32.86416806
Taiwan,NoDAC,coal,2055,-0.019846563,-21.53664473
Taiwan,NoDAC,coal,2060,-0.034734935,-37.93250055
Taiwan,NoDAC,coal,2065,-0.056795089,-49.92097152
Taiwan,NoDAC,coal,2070,-0.072332303,-54.70833926
Taiwan,NoDAC,coal,2075,-0.073958272,-52.35083253
Taiwan,NoDAC,coal,2080,-0.058821875,-43.92708023
Taiwan,NoDAC,coal,2085,-0.052378379,-40.32443661
Taiwan,NoDAC,coal,2090,-0.060506481,-44.55317788
Taiwan,NoDAC,coal,2095,-0.053009124,-40.7227334
Taiwan,NoDAC,coal,2100,-0.05048037,-38.23542532
Taiwan,NoDAC,gas,1990,0,0
Taiwan,NoDAC,gas,2005,0,0
Taiwan,NoDAC,gas,2010,0,0
Taiwan,NoDAC,gas,2015,0,0
Taiwan,NoDAC,gas,2020,0,0
Taiwan,NoDAC,gas,2025,1.34E-07,2.80E-05
Taiwan,NoDAC,gas,2030,7.65E-06,0.001458373
Taiwan,NoDAC,gas,2035,0.0001039,0.017885355
Taiwan,NoDAC,gas,2040,0.0010916,0.177858622
Taiwan,NoDAC,gas,2045,0.0032201,0.506046439
Taiwan,NoDAC,gas,2050,-0.0718184,-11.88841066
Taiwan,NoDAC,gas,2055,-0.25397085,-46.64161137
Taiwan,NoDAC,gas,2060,-0.273863275,-54.60507203
Taiwan,NoDAC,gas,2065,-0.233559191,-49.40989517
Taiwan,NoDAC,gas,2070,-0.191117884,-42.63597087
Taiwan,NoDAC,gas,2075,-0.139684861,-32.61836595
Taiwan,NoDAC,gas,2080,-0.071337462,-18.56713993
Taiwan,NoDAC,gas,2085,-0.020869228,-5.966081074
Taiwan,NoDAC,gas,2090,0.00365739,1.137224206
Taiwan,NoDAC,gas,2095,0.009015631,3.211228502
Taiwan,NoDAC,gas,2100,0.002787275,1.074002731
Taiwan,NoDAC,geothermal,1990,0,0
Taiwan,NoDAC,geothermal,2005,0,NA
Taiwan,NoDAC,geothermal,2010,0,NA
Taiwan,NoDAC,geothermal,2015,0,NA
Taiwan,NoDAC,geothermal,2020,0,0
Taiwan,NoDAC,geothermal,2025,0,0
Taiwan,NoDAC,geothermal,2030,0,0
Taiwan,NoDAC,geothermal,2035,-1.00E-08,-0.000323092
Taiwan,NoDAC,geothermal,2040,-1.00E-08,-0.000323149
Taiwan,NoDAC,geothermal,2045,-1.90E-07,-0.006142387
Taiwan,NoDAC,geothermal,2050,-5.90E-07,-0.019078169
Taiwan,NoDAC,geothermal,2055,-5.90E-07,-0.01907675
Taiwan,NoDAC,geothermal,2060,1.87E-06,0.060467312
Taiwan,NoDAC,geothermal,2065,-2.34E-06,-0.075567727
Taiwan,NoDAC,geothermal,2070,5.00E-08,0.001616209
Taiwan,NoDAC,geothermal,2075,-1.40E-07,-0.004526657
Taiwan,NoDAC,geothermal,2080,-8.00E-08,-0.002587038
Taiwan,NoDAC,geothermal,2085,3.40E-07,0.010994697
Taiwan,NoDAC,geothermal,2090,2.19E-06,0.070823362
Taiwan,NoDAC,geothermal,2095,7.00E-08,0.002263102
Taiwan,NoDAC,geothermal,2100,1.40E-07,0.004527067
Taiwan,NoDAC,hydro,1990,0,0
Taiwan,NoDAC,hydro,2005,0,0
Taiwan,NoDAC,hydro,2010,0,0
Taiwan,NoDAC,hydro,2015,0,0
Taiwan,NoDAC,hydro,2020,0,0
Taiwan,NoDAC,hydro,2025,0,0
Taiwan,NoDAC,hydro,2030,0,0
Taiwan,NoDAC,hydro,2035,0,0
Taiwan,NoDAC,hydro,2040,0,0
Taiwan,NoDAC,hydro,2045,0,0
Taiwan,NoDAC,hydro,2050,0,0
Taiwan,NoDAC,hydro,2055,0,0
Taiwan,NoDAC,hydro,2060,0,0
Taiwan,NoDAC,hydro,2065,0,0
Taiwan,NoDAC,hydro,2070,0,0
Taiwan,NoDAC,hydro,2075,0,0
Taiwan,NoDAC,hydro,2080,0,0
Taiwan,NoDAC,hydro,2085,0,0
Taiwan,NoDAC,hydro,2090,0,0
Taiwan,NoDAC,hydro,2095,0,0
Taiwan,NoDAC,hydro,2100,0,0
Taiwan,NoDAC,nuclear,1990,0,0
Taiwan,NoDAC,nuclear,2005,0,0
Taiwan,NoDAC,nuclear,2010,0,0
Taiwan,NoDAC,nuclear,2015,0,0
Taiwan,NoDAC,nuclear,2020,1.00E-08,7.97E-06
Taiwan,NoDAC,nuclear,2025,-1.00E-08,-8.08E-06
Taiwan,NoDAC,nuclear,2030,0,0
Taiwan,NoDAC,nuclear,2035,1.17E-05,0.00880607
Taiwan,NoDAC,nuclear,2040,0.0002986,0.201609228
Taiwan,NoDAC,nuclear,2045,0.003055,1.731769091
Taiwan,NoDAC,nuclear,2050,0.023952,11.23745217
Taiwan,NoDAC,nuclear,2055,0.038571,16.02802109
Taiwan,NoDAC,nuclear,2060,0.020319,7.553132883
Taiwan,NoDAC,nuclear,2065,0.030179,11.1655719
Taiwan,NoDAC,nuclear,2070,0.03048301,10.73803793
Taiwan,NoDAC,nuclear,2075,0.032344,10.85820946
Taiwan,NoDAC,nuclear,2080,0.03363,10.45377399
Taiwan,NoDAC,nuclear,2085,0.029891,8.713942132
Taiwan,NoDAC,nuclear,2090,0.014096,3.85316637
Taiwan,NoDAC,nuclear,2095,0.013243,3.692746123
Taiwan,NoDAC,nuclear,2100,0.011105,3.170529069
Taiwan,NoDAC,oil,1990,0,0
Taiwan,NoDAC,oil,2005,0,0
Taiwan,NoDAC,oil,2010,0,0
Taiwan,NoDAC,oil,2015,0,0
Taiwan,NoDAC,oil,2020,1.00E-08,2.78E-05
Taiwan,NoDAC,oil,2025,5.00E-08,0.000177567
Taiwan,NoDAC,oil,2030,2.03E-06,0.008075347
Taiwan,NoDAC,oil,2035,5.84E-05,0.155069779
Taiwan,NoDAC,oil,2040,0.00061151,1.716167153
Taiwan,NoDAC,oil,2045,0.00273052,7.485934333
Taiwan,NoDAC,oil,2050,0.00910344,26.10916275
Taiwan,NoDAC,oil,2055,0.017792596,63.27921302
Taiwan,NoDAC,oil,2060,0.018407086,71.21118018
Taiwan,NoDAC,oil,2065,0.021058448,164.146897
Taiwan,NoDAC,oil,2070,0.004039486,23.97634907
Taiwan,NoDAC,oil,2075,-0.001000068,-5.369466801
Taiwan,NoDAC,oil,2080,-0.002731713,-13.70903894
Taiwan,NoDAC,oil,2085,-0.003137099,-17.27957347
Taiwan,NoDAC,oil,2090,-0.006755615,-35.87996491
Taiwan,NoDAC,oil,2095,3.22E-05,0.233876027
Taiwan,NoDAC,oil,2100,-8.40E-05,-0.562047479
Taiwan,NoDAC,solar,1990,0,NA
Taiwan,NoDAC,solar,2005,0,0
Taiwan,NoDAC,solar,2010,0,0
Taiwan,NoDAC,solar,2015,0,0
Taiwan,NoDAC,solar,2020,1.01E-08,9.10E-05
Taiwan,NoDAC,solar,2025,-9.20E-08,-0.000418291
Taiwan,NoDAC,solar,2030,3.33E-07,0.000850166
Taiwan,NoDAC,solar,2035,3.92E-05,0.029860882
Taiwan,NoDAC,solar,2040,0.000850318,0.373426275
Taiwan,NoDAC,solar,2045,0.008658047,2.401132843
Taiwan,NoDAC,solar,2050,0.077470123,14.64922445
Taiwan,NoDAC,solar,2055,0.137370033,20.0849894
Taiwan,NoDAC,solar,2060,0.053809333,6.322696934
Taiwan,NoDAC,solar,2065,0.106249682,13.12785308
Taiwan,NoDAC,solar,2070,0.107447278,13.0011205
Taiwan,NoDAC,solar,2075,0.112332192,13.29974018
Taiwan,NoDAC,solar,2080,0.053241885,6.181851987
Taiwan,NoDAC,solar,2085,-0.033282079,-3.778951488
Taiwan,NoDAC,solar,2090,-0.07086733,-7.817662258
Taiwan,NoDAC,solar,2095,-0.129318914,-13.01585656
Taiwan,NoDAC,solar,2100,-0.145408648,-13.76276045
Taiwan,NoDAC,wind,1990,0,NA
Taiwan,NoDAC,wind,2005,0,0
Taiwan,NoDAC,wind,2010,0,0
Taiwan,NoDAC,wind,2015,0,0
Taiwan,NoDAC,wind,2020,1.00E-10,5.05E-07
Taiwan,NoDAC,wind,2025,-1.00E-07,-0.000304582
Taiwan,NoDAC,wind,2030,1.16E-07,0.000247697
Taiwan,NoDAC,wind,2035,2.02E-05,0.019610857
Taiwan,NoDAC,wind,2040,0.000468254,0.289639004
Taiwan,NoDAC,wind,2045,0.004426084,1.865772379
Taiwan,NoDAC,wind,2050,0.032418864,10.15274142
Taiwan,NoDAC,wind,2055,0.046384649,11.87412981
Taiwan,NoDAC,wind,2060,-0.001525155,-0.33101355
Taiwan,NoDAC,wind,2065,0.020687879,4.888699277
Taiwan,NoDAC,wind,2070,0.012163723,2.954177244
Taiwan,NoDAC,wind,2075,-0.008289007,-2.025675475
Taiwan,NoDAC,wind,2080,-0.023415007,-5.374622878
Taiwan,NoDAC,wind,2085,-0.009137537,-2.007599146
Taiwan,NoDAC,wind,2090,-0.077311944,-14.54825436
Taiwan,NoDAC,wind,2095,-0.0838434,-15.15506698
Taiwan,NoDAC,wind,2100,-0.08958247,-16.00055834
