"region","scenario","Scen_Label","year","tot_Generation"
"Global","Policy_CI_GFDL","Policy_CI",2085,353.465849323214
"Global","Policy_CI_GFDL","Policy_CI",2090,362.29556017184
"Global","Policy_CI_GFDL","Policy_CI",2095,369.248396995006
"Global","Policy_CI_GFDL","Policy_CI",2100,374.791358710943
"Global","Policy_CI_HadGEM","Policy_CI",1990,41.37371036119
"Global","Policy_CI_HadGEM","Policy_CI",2005,64.06208638416
"Global","Policy_CI_HadGEM","Policy_CI",2010,75.50154684438
"Global","Policy_CI_HadGEM","Policy_CI",2015,85.370530684253
"Global","Policy_CI_HadGEM","Policy_CI",2020,97.9578059477113
"Global","Policy_CI_HadGEM","Policy_CI",2025,117.634227859416
"Global","Policy_CI_HadGEM","Policy_CI",2030,138.835357920804
"Global","Policy_CI_HadGEM","Policy_CI",2035,170.339155640832
"Global","Policy_CI_HadGEM","Policy_CI",2040,194.694682370988
"Global","Policy_CI_HadGEM","Policy_CI",2045,218.5940004394
"Global","Policy_CI_HadGEM","Policy_CI",2050,241.988157368244
"Global","Policy_CI_HadGEM","Policy_CI",2055,262.706404610351
"Global","Policy_CI_HadGEM","Policy_CI",2060,283.343857896029
"Global","Policy_CI_HadGEM","Policy_CI",2065,297.992114946865
"Global","Policy_CI_HadGEM","Policy_CI",2070,314.455483598304
"Global","Policy_CI_HadGEM","Policy_CI",2075,329.510818452663
"Global","Policy_CI_HadGEM","Policy_CI",2080,341.951872720222
"Global","Policy_CI_HadGEM","Policy_CI",2085,352.859403822023
"Global","Policy_CI_HadGEM","Policy_CI",2090,361.56990834607
"Global","Policy_CI_HadGEM","Policy_CI",2095,368.32415223937
"Global","Policy_CI_HadGEM","Policy_CI",2100,373.95280928118
"Global","Policy_CI_IPSL","Policy_CI",1990,41.37371036119
"Global","Policy_CI_IPSL","Policy_CI",2005,64.06208638416
"Global","Policy_CI_IPSL","Policy_CI",2010,75.50154684438
"Global","Policy_CI_IPSL","Policy_CI",2015,85.370530684253
"Global","Policy_CI_IPSL","Policy_CI",2020,97.9800110045397
"Global","Policy_CI_IPSL","Policy_CI",2025,117.683440468744
"Global","Policy_CI_IPSL","Policy_CI",2030,138.869575482221
"Global","Policy_CI_IPSL","Policy_CI",2035,170.46328907746
"Global","Policy_CI_IPSL","Policy_CI",2040,194.908874998787
"Global","Policy_CI_IPSL","Policy_CI",2045,218.848830371511
"Global","Policy_CI_IPSL","Policy_CI",2050,242.360272082887
"Global","Policy_CI_IPSL","Policy_CI",2055,263.144842536079
"Global","Policy_CI_IPSL","Policy_CI",2060,283.955136818606
"Global","Policy_CI_IPSL","Policy_CI",2065,298.299950106062
"Global","Policy_CI_IPSL","Policy_CI",2070,314.930818969996
"Global","Policy_CI_IPSL","Policy_CI",2075,330.010324157875
"Global","Policy_CI_IPSL","Policy_CI",2080,342.461670659326
"Global","Policy_CI_IPSL","Policy_CI",2085,353.411758838682
"Global","Policy_CI_IPSL","Policy_CI",2090,362.0561800869
"Global","Policy_CI_IPSL","Policy_CI",2095,368.982973384723
"Global","Policy_CI_IPSL","Policy_CI",2100,374.212690810313
"Global","Policy_CI_MIROC","Policy_CI",1990,41.37371036119
"Global","Policy_CI_MIROC","Policy_CI",2005,64.06208638416
"Global","Policy_CI_MIROC","Policy_CI",2010,75.50154684438
"Global","Policy_CI_MIROC","Policy_CI",2015,85.370530684253
"Global","Policy_CI_MIROC","Policy_CI",2020,97.9412894611337
"Global","Policy_CI_MIROC","Policy_CI",2025,117.663332571613
"Global","Policy_CI_MIROC","Policy_CI",2030,138.842397089735
"Global","Policy_CI_MIROC","Policy_CI",2035,170.237420858336
"Global","Policy_CI_MIROC","Policy_CI",2040,194.619572461517
"Global","Policy_CI_MIROC","Policy_CI",2045,218.629473724988
"Global","Policy_CI_MIROC","Policy_CI",2050,242.184781330545
"Global","Policy_CI_MIROC","Policy_CI",2055,263.010075937855
"Global","Policy_CI_MIROC","Policy_CI",2060,283.755106157012
"Global","Policy_CI_MIROC","Policy_CI",2065,298.586502866553
"Global","Policy_CI_MIROC","Policy_CI",2070,315.310716903516
"Global","Policy_CI_MIROC","Policy_CI",2075,330.6689590465
"Global","Policy_CI_MIROC","Policy_CI",2080,343.157864531118
"Global","Policy_CI_MIROC","Policy_CI",2085,354.249518321349
"Global","Policy_CI_MIROC","Policy_CI",2090,363.07832071116
"Global","Policy_CI_MIROC","Policy_CI",2095,369.805431355011
"Global","Policy_CI_MIROC","Policy_CI",2100,375.497431654689
"Global","Policy_CI_NorESM","Policy_CI",1990,41.37371036119
"Global","Policy_CI_NorESM","Policy_CI",2005,64.06208638416
"Global","Policy_CI_NorESM","Policy_CI",2010,75.50154684438
"Global","Policy_CI_NorESM","Policy_CI",2015,85.370530684253
"Global","Policy_CI_NorESM","Policy_CI",2020,97.9646944729222
"Global","Policy_CI_NorESM","Policy_CI",2025,117.57116403716
"Global","Policy_CI_NorESM","Policy_CI",2030,138.831333594871
"Global","Policy_CI_NorESM","Policy_CI",2035,170.363191080709
"Global","Policy_CI_NorESM","Policy_CI",2040,194.743220423626
"Global","Policy_CI_NorESM","Policy_CI",2045,218.758638915907
"Global","Policy_CI_NorESM","Policy_CI",2050,242.273601621608
"Global","Policy_CI_NorESM","Policy_CI",2055,263.000275659421
"Global","Policy_CI_NorESM","Policy_CI",2060,283.701685160994
"Global","Policy_CI_NorESM","Policy_CI",2065,298.392327967722
"Global","Policy_CI_NorESM","Policy_CI",2070,314.963534093324
"Global","Policy_CI_NorESM","Policy_CI",2075,330.089662355941
"Global","Policy_CI_NorESM","Policy_CI",2080,342.452233580915
"Global","Policy_CI_NorESM","Policy_CI",2085,353.882571186385
"Global","Policy_CI_NorESM","Policy_CI",2090,362.37886785525
"Global","Policy_CI_NorESM","Policy_CI",2095,369.18907560186
"Global","Policy_CI_NorESM","Policy_CI",2100,374.565967894172
"Global","Policy_NoDAC","Policy_NoDAC",1990,41.37371036119
"Global","Policy_NoDAC","Policy_NoDAC",2005,64.06208638416
"Global","Policy_NoDAC","Policy_NoDAC",2010,75.50154684438
"Global","Policy_NoDAC","Policy_NoDAC",2015,85.370530684253
"Global","Policy_NoDAC","Policy_NoDAC",2020,97.9312178597341
"Global","Policy_NoDAC","Policy_NoDAC",2025,117.681266803339
"Global","Policy_NoDAC","Policy_NoDAC",2030,138.914489786719
"Global","Policy_NoDAC","Policy_NoDAC",2035,170.167430506148
"Global","Policy_NoDAC","Policy_NoDAC",2040,194.93893103734
"Global","Policy_NoDAC","Policy_NoDAC",2045,220.502454717674
"Global","Policy_NoDAC","Policy_NoDAC",2050,249.867593226303
"Global","Policy_NoDAC","Policy_NoDAC",2055,278.361468081281
"Global","Policy_NoDAC","Policy_NoDAC",2060,304.723349587865
"Global","Policy_NoDAC","Policy_NoDAC",2065,323.958715381785
"Global","Policy_NoDAC","Policy_NoDAC",2070,341.922597906297
"Global","Policy_NoDAC","Policy_NoDAC",2075,358.381893177161
"Global","Policy_NoDAC","Policy_NoDAC",2080,371.692325263533
"Global","Policy_NoDAC","Policy_NoDAC",2085,382.865564876934
"Global","Policy_NoDAC","Policy_NoDAC",2090,391.232507925288
"Global","Policy_NoDAC","Policy_NoDAC",2095,396.88030633423
"Global","Policy_NoDAC","Policy_NoDAC",2100,402.318487245335
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",1990,41.37371036119
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2005,64.06208638416
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2010,75.50154684438
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2015,85.370530684253
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2020,97.938577821212
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2025,117.59927037816
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2030,138.820721965134
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2035,170.250622648261
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2040,194.860127208973
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2045,220.4759236899
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2050,249.563536975404
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2055,277.771339587989
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2060,304.580042330505
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2065,323.723650129856
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2070,342.140444467937
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2075,358.432309246332
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2080,372.097682443947
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2085,383.636764202506
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2090,392.17034655969
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2095,398.190092477161
"Global","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2100,403.291776729963
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",1990,41.37371036119
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2005,64.06208638416
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2010,75.50154684438
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2015,85.370530684253
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2020,97.9579251413711
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2025,117.634387365133
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2030,138.83397265075
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2035,170.373878202241
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2040,195.057965742714
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2045,220.553935273914
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2050,249.610253279024
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2055,277.822202841034
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2060,304.080914541071
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2065,323.179012717133
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2070,340.790633605765
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2075,357.252815771
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2080,370.643808544588
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2085,381.758257869711
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2090,390.038603431483
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2095,395.787572785483
"Global","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2100,401.257313668345
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",1990,41.37371036119
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2005,64.06208638416
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2010,75.50154684438
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2015,85.370530684253
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2020,97.979859651587
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2025,117.683836264358
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2030,138.868870938144
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2035,170.498928417813
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2040,195.310207579915
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2045,220.950051813789
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2050,250.457473038821
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2055,279.01782416614
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2060,305.699067646097
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2065,324.191020441926
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2070,342.182900756047
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2075,358.609824749031
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2080,371.934658183128
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2085,383.046321890932
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2090,391.164878349778
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2095,397.104562437343
"Global","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2100,401.962393664172
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",1990,41.37371036119
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2005,64.06208638416
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2010,75.50154684438
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2015,85.370530684253
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2020,97.9410814741507
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2025,117.663099788108
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2030,138.841745422117
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2035,170.268618622691
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2040,194.999154778765
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2045,220.683281466678
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2050,250.204198849307
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2055,278.845307623878
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2060,305.461228306843
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2065,325.183056190842
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2070,343.485652793832
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2075,360.567039957638
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2080,373.882236336928
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2085,385.265956169357
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2090,393.716392749594
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2095,399.227960789847
"Global","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2100,404.62442242517
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",1990,41.37371036119
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2005,64.06208638416
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2010,75.50154684438
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2015,85.370530684253
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2020,97.9658520328128
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2025,117.571544644439
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2030,138.835520984693
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2035,170.397859412338
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2040,195.115822022518
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2045,220.781643866471
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2050,250.129350111014
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2055,278.458124498583
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2060,304.781426399324
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2065,324.07860428488
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2070,341.970416011537
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2075,358.620037597366
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2080,371.734799418511
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2085,383.732672730313
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2090,391.709315101791
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2095,397.451802176196
"Global","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2100,402.443684825545
"Global","Reference","Reference",1990,41.37371036119
"Global","Reference","Reference",2005,64.06208638416
"Global","Reference","Reference",2010,75.50154684438
"Global","Reference","Reference",2015,85.370530684253
"Global","Reference","Reference",2020,97.9289126131969
"Global","Reference","Reference",2025,116.696029700221
"Global","Reference","Reference",2030,135.386205895331
"Global","Reference","Reference",2035,153.744896474282
"Global","Reference","Reference",2040,172.1985828325
"Global","Reference","Reference",2045,190.376351339365
"Global","Reference","Reference",2050,206.645501457245
"Global","Reference","Reference",2055,223.703396929234
"Global","Reference","Reference",2060,240.097788400636
"Global","Reference","Reference",2065,255.332069732613
"Global","Reference","Reference",2070,272.409401670319
"Global","Reference","Reference",2075,287.94179391684
"Global","Reference","Reference",2080,300.2343575103
"Global","Reference","Reference",2085,311.765077971689
"Global","Reference","Reference",2090,321.959919331548
"Global","Reference","Reference",2095,331.106448054959
"Global","Reference","Reference",2100,339.892288677706
"Global","Reference_CI_GFDL","Reference_CI",1990,41.37371036119
"Global","Reference_CI_GFDL","Reference_CI",2005,64.06208638416
"Global","Reference_CI_GFDL","Reference_CI",2010,75.50154684438
"Global","Reference_CI_GFDL","Reference_CI",2015,85.370530684253
"Global","Reference_CI_GFDL","Reference_CI",2020,97.9236670360602
"Global","Reference_CI_GFDL","Reference_CI",2025,116.644814850128
"Global","Reference_CI_GFDL","Reference_CI",2030,135.310268909509
"Global","Reference_CI_GFDL","Reference_CI",2035,154.007082019145
"Global","Reference_CI_GFDL","Reference_CI",2040,172.461202713834
"Global","Reference_CI_GFDL","Reference_CI",2045,190.547425031245
"Global","Reference_CI_GFDL","Reference_CI",2050,206.668337772095
"Global","Reference_CI_GFDL","Reference_CI",2055,223.555602214153
"Global","Reference_CI_GFDL","Reference_CI",2060,239.700183791002
"Global","Reference_CI_GFDL","Reference_CI",2065,254.805246805505
"Global","Reference_CI_GFDL","Reference_CI",2070,271.878896225177
"Global","Reference_CI_GFDL","Reference_CI",2075,287.221376450579
"Global","Reference_CI_GFDL","Reference_CI",2080,298.93383420983
"Global","Reference_CI_GFDL","Reference_CI",2085,310.41812518236
"Global","Reference_CI_GFDL","Reference_CI",2090,320.620309214367
"Global","Reference_CI_GFDL","Reference_CI",2095,329.95155115949
"Global","Reference_CI_GFDL","Reference_CI",2100,338.132867204766
"Global","Reference_CI_HadGEM","Reference_CI",1990,41.37371036119
"Global","Reference_CI_HadGEM","Reference_CI",2005,64.06208638416
"Global","Reference_CI_HadGEM","Reference_CI",2010,75.50154684438
"Global","Reference_CI_HadGEM","Reference_CI",2015,85.370530684253
"Global","Reference_CI_HadGEM","Reference_CI",2020,97.9747310565302
"Global","Reference_CI_HadGEM","Reference_CI",2025,116.678049912497
"Global","Reference_CI_HadGEM","Reference_CI",2030,135.347410842075
"Global","Reference_CI_HadGEM","Reference_CI",2035,154.097406569023
"Global","Reference_CI_HadGEM","Reference_CI",2040,172.656646892367
"Global","Reference_CI_HadGEM","Reference_CI",2045,190.824063038189
"Global","Reference_CI_HadGEM","Reference_CI",2050,207.119098421542
"Global","Reference_CI_HadGEM","Reference_CI",2055,224.165857199502
"Global","Reference_CI_HadGEM","Reference_CI",2060,240.672229793248
"Global","Reference_CI_HadGEM","Reference_CI",2065,256.084690660278
"Global","Reference_CI_HadGEM","Reference_CI",2070,273.259315357975
"Global","Reference_CI_HadGEM","Reference_CI",2075,288.799829998213
"Global","Reference_CI_HadGEM","Reference_CI",2080,301.143476247609
"Global","Reference_CI_HadGEM","Reference_CI",2085,312.656133672231
"Global","Reference_CI_HadGEM","Reference_CI",2090,323.181491409549
"Global","Reference_CI_HadGEM","Reference_CI",2095,332.4393837305
"Global","Reference_CI_HadGEM","Reference_CI",2100,340.863368516809
"Global","Reference_CI_IPSL","Reference_CI",1990,41.37371036119
"Global","Reference_CI_IPSL","Reference_CI",2005,64.06208638416
"Global","Reference_CI_IPSL","Reference_CI",2010,75.50154684438
"Global","Reference_CI_IPSL","Reference_CI",2015,85.370530684253
"Global","Reference_CI_IPSL","Reference_CI",2020,98.0024074470277
"Global","Reference_CI_IPSL","Reference_CI",2025,116.71710553584
"Global","Reference_CI_IPSL","Reference_CI",2030,135.398262828135
"Global","Reference_CI_IPSL","Reference_CI",2035,154.134455366877
"Global","Reference_CI_IPSL","Reference_CI",2040,172.712863501193
"Global","Reference_CI_IPSL","Reference_CI",2045,190.866527417414
"Global","Reference_CI_IPSL","Reference_CI",2050,207.186327763062
"Global","Reference_CI_IPSL","Reference_CI",2055,224.231550537456
"Global","Reference_CI_IPSL","Reference_CI",2060,240.82823370405
"Global","Reference_CI_IPSL","Reference_CI",2065,256.241824449415
"Global","Reference_CI_IPSL","Reference_CI",2070,273.508286555254
"Global","Reference_CI_IPSL","Reference_CI",2075,289.152940668682
"Global","Reference_CI_IPSL","Reference_CI",2080,301.497286895908
"Global","Reference_CI_IPSL","Reference_CI",2085,313.257960864894
"Global","Reference_CI_IPSL","Reference_CI",2090,323.760447072887
"Global","Reference_CI_IPSL","Reference_CI",2095,333.260378379616
"Global","Reference_CI_IPSL","Reference_CI",2100,341.920782599781
"Global","Reference_CI_MIROC","Reference_CI",1990,41.37371036119
"Global","Reference_CI_MIROC","Reference_CI",2005,64.06208638416
"Global","Reference_CI_MIROC","Reference_CI",2010,75.50154684438
"Global","Reference_CI_MIROC","Reference_CI",2015,85.370530684253
"Global","Reference_CI_MIROC","Reference_CI",2020,97.9494664329298
"Global","Reference_CI_MIROC","Reference_CI",2025,116.692094342673
"Global","Reference_CI_MIROC","Reference_CI",2030,135.34463076881
"Global","Reference_CI_MIROC","Reference_CI",2035,154.061347470294
"Global","Reference_CI_MIROC","Reference_CI",2040,172.644008059655
"Global","Reference_CI_MIROC","Reference_CI",2045,190.856352327242
"Global","Reference_CI_MIROC","Reference_CI",2050,207.147561769111
"Global","Reference_CI_MIROC","Reference_CI",2055,224.207646811221
"Global","Reference_CI_MIROC","Reference_CI",2060,240.783998116084
"Global","Reference_CI_MIROC","Reference_CI",2065,256.108434592059
"Global","Reference_CI_MIROC","Reference_CI",2070,273.294068540447
"Global","Reference_CI_MIROC","Reference_CI",2075,289.091688561243
"Global","Reference_CI_MIROC","Reference_CI",2080,301.406494059532
"Global","Reference_CI_MIROC","Reference_CI",2085,313.180414681349
"Global","Reference_CI_MIROC","Reference_CI",2090,323.676428163434
"Global","Reference_CI_MIROC","Reference_CI",2095,333.28271708235
"Global","Reference_CI_MIROC","Reference_CI",2100,342.112751417704
"Global","Reference_CI_NorESM","Reference_CI",1990,41.37371036119
"Global","Reference_CI_NorESM","Reference_CI",2005,64.06208638416
"Global","Reference_CI_NorESM","Reference_CI",2010,75.50154684438
"Global","Reference_CI_NorESM","Reference_CI",2015,85.370530684253
"Global","Reference_CI_NorESM","Reference_CI",2020,97.9645646168267
"Global","Reference_CI_NorESM","Reference_CI",2025,116.704077199959
"Global","Reference_CI_NorESM","Reference_CI",2030,135.375692208819
"Global","Reference_CI_NorESM","Reference_CI",2035,154.102794315785
"Global","Reference_CI_NorESM","Reference_CI",2040,172.594070057305
"Global","Reference_CI_NorESM","Reference_CI",2045,190.691647003217
"Global","Reference_CI_NorESM","Reference_CI",2050,206.874310307572
"Global","Reference_CI_NorESM","Reference_CI",2055,223.882376564572
"Global","Reference_CI_NorESM","Reference_CI",2060,240.265357784175
"Global","Reference_CI_NorESM","Reference_CI",2065,255.447466767813
"Global","Reference_CI_NorESM","Reference_CI",2070,272.51612761742
"Global","Reference_CI_NorESM","Reference_CI",2075,287.874037476347
"Global","Reference_CI_NorESM","Reference_CI",2080,300.103615823927
"Global","Reference_CI_NorESM","Reference_CI",2085,311.254931231479
"Global","Reference_CI_NorESM","Reference_CI",2090,321.393026693501
"Global","Reference_CI_NorESM","Reference_CI",2095,330.227589780833
"Global","Reference_CI_NorESM","Reference_CI",2100,338.706118382617
"Taiwan","Policy","Policy",1990,0.3011618602
"Taiwan","Policy","Policy",2005,0.67343184348
"Taiwan","Policy","Policy",2010,0.7569234102
"Taiwan","Policy","Policy",2015,0.80327714
"Taiwan","Policy","Policy",2020,1.1263656544
"Taiwan","Policy","Policy",2025,1.281721656
"Taiwan","Policy","Policy",2030,1.3956617718
"Taiwan","Policy","Policy",2035,1.5872117677
"Taiwan","Policy","Policy",2040,1.6714599767
"Taiwan","Policy","Policy",2045,1.7589553111
"Taiwan","Policy","Policy",2050,1.8763195595
"Taiwan","Policy","Policy",2055,2.034038715
"Taiwan","Policy","Policy",2060,2.2660837791
"Taiwan","Policy","Policy",2065,2.152903988
"Taiwan","Policy","Policy",2070,2.16697418
"Taiwan","Policy","Policy",2075,2.188191108
"Taiwan","Policy","Policy",2080,2.208366435
"Taiwan","Policy","Policy",2085,2.233362408
"Taiwan","Policy","Policy",2090,2.344346038
"Taiwan","Policy","Policy",2095,2.398523883
"Taiwan","Policy","Policy",2100,2.447719887
"Taiwan","Policy_CI_GFDL","Policy_CI",1990,0.3011618602
"Taiwan","Policy_CI_GFDL","Policy_CI",2005,0.67343184348
"Taiwan","Policy_CI_GFDL","Policy_CI",2010,0.7569234102
"Taiwan","Policy_CI_GFDL","Policy_CI",2015,0.80327714
"Taiwan","Policy_CI_GFDL","Policy_CI",2020,1.12699278043
"Taiwan","Policy_CI_GFDL","Policy_CI",2025,1.28226265266
"Taiwan","Policy_CI_GFDL","Policy_CI",2030,1.39594792522
"Taiwan","Policy_CI_GFDL","Policy_CI",2035,1.58982029812
"Taiwan","Policy_CI_GFDL","Policy_CI",2040,1.67283833712
"Taiwan","Policy_CI_GFDL","Policy_CI",2045,1.76031214302
"Taiwan","Policy_CI_GFDL","Policy_CI",2050,1.87645147799
"Taiwan","Policy_CI_GFDL","Policy_CI",2055,2.03279184226
"Taiwan","Policy_CI_GFDL","Policy_CI",2060,2.2671169077
"Taiwan","Policy_CI_GFDL","Policy_CI",2065,2.153158584
"Taiwan","Policy_CI_GFDL","Policy_CI",2070,2.168422681
"Taiwan","Policy_CI_GFDL","Policy_CI",2075,2.189419159
"Taiwan","Policy_CI_GFDL","Policy_CI",2080,2.210390283
"Taiwan","Policy_CI_GFDL","Policy_CI",2085,2.236925217
"Taiwan","Policy_CI_GFDL","Policy_CI",2090,2.362013527
"Taiwan","Policy_CI_GFDL","Policy_CI",2095,2.404426849
"Taiwan","Policy_CI_GFDL","Policy_CI",2100,2.454379078
"Taiwan","Policy_CI_HadGEM","Policy_CI",1990,0.3011618602
"Taiwan","Policy_CI_HadGEM","Policy_CI",2005,0.67343184348
"Taiwan","Policy_CI_HadGEM","Policy_CI",2010,0.7569234102
"Taiwan","Policy_CI_HadGEM","Policy_CI",2015,0.80327714
"Taiwan","Policy_CI_HadGEM","Policy_CI",2020,1.12722893274
"Taiwan","Policy_CI_HadGEM","Policy_CI",2025,1.28237362318
"Taiwan","Policy_CI_HadGEM","Policy_CI",2030,1.39598389157
"Taiwan","Policy_CI_HadGEM","Policy_CI",2035,1.59006627197
"Taiwan","Policy_CI_HadGEM","Policy_CI",2040,1.67298590197
"Taiwan","Policy_CI_HadGEM","Policy_CI",2045,1.76013061227
