"region","scenario","sector","year","Water_Withdrawal"
"China","Reference","agriculture","1990",199.57368008864
"China","Reference","agriculture","2005",226.628704882986
"China","Reference","agriculture","2010",262.174297943561
"China","Reference","agriculture","2015",285.003760224123
"China","Reference","agriculture","2020",288.812064896951
"China","Reference","agriculture","2025",295.045291920526
"China","Reference","agriculture","2030",295.11501108659
"China","Reference","agriculture","2035",292.490187242229
"China","Reference","agriculture","2040",288.809761931342
"China","Reference","agriculture","2045",284.093698563603
"China","Reference","agriculture","2050",278.131667711756
"China","Reference","agriculture","2055",273.21624619427
"China","Reference","agriculture","2060",267.456088539001
"China","Reference","agriculture","2065",261.725379055007
"China","Reference","agriculture","2070",255.992026509984
"China","Reference","agriculture","2075",250.575103584309
"China","Reference","agriculture","2080",244.97121498604
"China","Reference","agriculture","2085",239.096080230606
"China","Reference","agriculture","2090",233.193404617562
"China","Reference","agriculture","2095",227.43076375238
"China","Reference","agriculture","2100",222.086700141084
"China","Reference","electricity","1990",16.9695969881387
"China","Reference","electricity","2005",71.3675957536
"China","Reference","electricity","2010",78.107700993088
"China","Reference","electricity","2015",103.07266187777
"China","Reference","electricity","2020",110.13151050374
"China","Reference","electricity","2025",119.21600469898
"China","Reference","electricity","2030",124.601201758208
"China","Reference","electricity","2035",125.052666877526
"China","Reference","electricity","2040",121.483372758346
"China","Reference","electricity","2045",115.611278064226
"China","Reference","electricity","2050",106.316254482356
"China","Reference","electricity","2055",98.226343837583
"China","Reference","electricity","2060",91.2268338553451
"China","Reference","electricity","2065",86.9862753578641
"China","Reference","electricity","2070",85.339825992777
"China","Reference","electricity","2075",85.028430569098
"China","Reference","electricity","2080",82.7755669060085
"China","Reference","electricity","2085",82.6773966658384
"China","Reference","electricity","2090",83.6851638318714
"China","Reference","electricity","2095",85.4305898624692
"China","Reference","electricity","2100",87.5042186430477
"China","Reference","industry","1990",33.3152
"China","Reference","industry","2005",99.3557
"China","Reference","industry","2010",122.826
"China","Reference","industry","2015",113.753
"China","Reference","industry","2020",124.376
"China","Reference","industry","2025",135.109
"China","Reference","industry","2030",141.913
"China","Reference","industry","2035",143.885
"China","Reference","industry","2040",143.21
"China","Reference","industry","2045",141.024
"China","Reference","industry","2050",137.745
"China","Reference","industry","2055",133.802
"China","Reference","industry","2060",129.559
"China","Reference","industry","2065",125.123
"China","Reference","industry","2070",120.637
"China","Reference","industry","2075",116.142
"China","Reference","industry","2080",111.626
"China","Reference","industry","2085",107.107
"China","Reference","industry","2090",102.728
"China","Reference","industry","2095",98.5807
"China","Reference","industry","2100",94.7608
"China","Reference","livestock","1990",11.8233353742816
"China","Reference","livestock","2005",29.938035312787
"China","Reference","livestock","2010",33.977757500006
"China","Reference","livestock","2015",35.533037294581
"China","Reference","livestock","2020",40.034293610617
"China","Reference","livestock","2025",44.7629883995
"China","Reference","livestock","2030",47.69248248003
"China","Reference","livestock","2035",49.3451628262
"China","Reference","livestock","2040",50.268847631501
"China","Reference","livestock","2045",50.576254242327
"China","Reference","livestock","2050",50.270628786508
"China","Reference","livestock","2055",49.501413734485
"China","Reference","livestock","2060",48.442309520765
"China","Reference","livestock","2065",47.208906585766
"China","Reference","livestock","2070",45.8658396575
"China","Reference","livestock","2075",44.40193260805
"China","Reference","livestock","2080",42.866793736069
"China","Reference","livestock","2085",41.293836544806
"China","Reference","livestock","2090",39.764641658092
"China","Reference","livestock","2095",38.325328908055
"China","Reference","livestock","2100",36.990009142701
"China","Reference","municipal","1990",35
"China","Reference","municipal","2005",67.0816
"China","Reference","municipal","2010",72.1349
"China","Reference","municipal","2015",79.4
"China","Reference","municipal","2020",86.0108
"China","Reference","municipal","2025",93.4464
"China","Reference","municipal","2030",98.0398
"China","Reference","municipal","2035",100.093
"China","Reference","municipal","2040",100.488
"China","Reference","municipal","2045",99.5894
"China","Reference","municipal","2050",97.4053
"China","Reference","municipal","2055",94.3086
"China","Reference","municipal","2060",90.6027
"China","Reference","municipal","2065",86.6896
"China","Reference","municipal","2070",82.6412
"China","Reference","municipal","2075",78.4298
"China","Reference","municipal","2080",74.192
"China","Reference","municipal","2085",69.9768
"China","Reference","municipal","2090",65.9481
"China","Reference","municipal","2095",62.1843
"China","Reference","municipal","2100",58.6994
"China","Reference","primaryEnergy","1990",1.0206134421
"China","Reference","primaryEnergy","2005",2.7649081615
"China","Reference","primaryEnergy","2010",3.8201146008
"China","Reference","primaryEnergy","2015",4.6423274562
"China","Reference","primaryEnergy","2020",5.42952980674629
"China","Reference","primaryEnergy","2025",5.99034396034252
"China","Reference","primaryEnergy","2030",6.31621012333748
"China","Reference","primaryEnergy","2035",6.53151427409577
"China","Reference","primaryEnergy","2040",6.6625652660843
"China","Reference","primaryEnergy","2045",6.80557222423876
"China","Reference","primaryEnergy","2050",6.898678687362
"China","Reference","primaryEnergy","2055",6.99342694238002
"China","Reference","primaryEnergy","2060",7.10612456855537
"China","Reference","primaryEnergy","2065",7.25197053073988
"China","Reference","primaryEnergy","2070",7.45870824099727
"China","Reference","primaryEnergy","2075",7.704039283813
"China","Reference","primaryEnergy","2080",7.974667000533
"China","Reference","primaryEnergy","2085",8.2371603350176
"China","Reference","primaryEnergy","2090",8.5357398752772
"China","Reference","primaryEnergy","2095",8.8843023389186
"China","Reference","primaryEnergy","2100",9.33753723127715
"Global","Reference","agriculture","1990",1384.82869941134
"Global","Reference","agriculture","2005",1726.30012718314
"Global","Reference","agriculture","2010",1916.98628732279
"Global","Reference","agriculture","2015",2091.51564133313
"Global","Reference","agriculture","2020",2192.04740697091
"Global","Reference","agriculture","2025",2343.20964939945
"Global","Reference","agriculture","2030",2455.67290059093
"Global","Reference","agriculture","2035",2561.47744782295
"Global","Reference","agriculture","2040",2661.57337693945
"Global","Reference","agriculture","2045",2758.81296925759
"Global","Reference","agriculture","2050",2834.7144438853
"Global","Reference","agriculture","2055",2829.4907449833
"Global","Reference","agriculture","2060",2833.17285439235
"Global","Reference","agriculture","2065",2838.95705555119
"Global","Reference","agriculture","2070",2849.81915611316
"Global","Reference","agriculture","2075",2852.6615856536
"Global","Reference","agriculture","2080",2840.52330020824
"Global","Reference","agriculture","2085",2814.72162736294
"Global","Reference","agriculture","2090",2798.11854310227
"Global","Reference","agriculture","2095",2768.01421009311
"Global","Reference","agriculture","2100",2730.93674316449
"Global","Reference","electricity","1990",399.872905082315
"Global","Reference","electricity","2005",540.180246505268
"Global","Reference","electricity","2010",559.96442265302
"Global","Reference","electricity","2015",568.259987164057
"Global","Reference","electricity","2020",496.733944869747
"Global","Reference","electricity","2025",521.605596490831
"Global","Reference","electricity","2030",533.739725937141
"Global","Reference","electricity","2035",508.888321536614
"Global","Reference","electricity","2040",477.089268228856
"Global","Reference","electricity","2045",442.989506799736
"Global","Reference","electricity","2050",407.615397900429
"Global","Reference","electricity","2055",378.90019582092
"Global","Reference","electricity","2060",358.250770976336
"Global","Reference","electricity","2065",355.403024990639
"Global","Reference","electricity","2070",362.759183247735
"Global","Reference","electricity","2075",368.612369160569
"Global","Reference","electricity","2080",367.096644043568
"Global","Reference","electricity","2085",369.140569967893
"Global","Reference","electricity","2090",376.058058351422
"Global","Reference","electricity","2095",382.985799691943
"Global","Reference","electricity","2100",391.315818550192
"Global","Reference","industry","1990",208.099204
"Global","Reference","industry","2005",291.351575
"Global","Reference","industry","2010",323.270833
"Global","Reference","industry","2015",326.277757
"Global","Reference","industry","2020",338.800774
"Global","Reference","industry","2025",376.222796
"Global","Reference","industry","2030",409.817317
"Global","Reference","industry","2035",436.681123
"Global","Reference","industry","2040",460.226634
"Global","Reference","industry","2045",481.380258
"Global","Reference","industry","2050",500.200788
"Global","Reference","industry","2055",516.793833
"Global","Reference","industry","2060",531.66547
"Global","Reference","industry","2065",544.600076
"Global","Reference","industry","2070",555.084818
"Global","Reference","industry","2075",563.759287
"Global","Reference","industry","2080",570.874736
"Global","Reference","industry","2085",576.497711
"Global","Reference","industry","2090",580.441561
"Global","Reference","industry","2095",582.404062
"Global","Reference","industry","2100",582.180861
"Global","Reference","livestock","1990",46.9725048682965
"Global","Reference","livestock","2005",75.3949027603572
"Global","Reference","livestock","2010",85.2643245824729
"Global","Reference","livestock","2015",89.5062369029362
"Global","Reference","livestock","2020",97.2847611935747
"Global","Reference","livestock","2025",107.770855786141
"Global","Reference","livestock","2030",116.799595345292
"Global","Reference","livestock","2035",125.541252824594
"Global","Reference","livestock","2040",133.404265620817
"Global","Reference","livestock","2045",140.809818390318
"Global","Reference","livestock","2050",147.89015210091
"Global","Reference","livestock","2055",154.227636814614
"Global","Reference","livestock","2060",159.857199785439
"Global","Reference","livestock","2065",165.04255752299
"Global","Reference","livestock","2070",170.100357634746
"Global","Reference","livestock","2075",174.617403860603
"Global","Reference","livestock","2080",178.600609349527
"Global","Reference","livestock","2085",181.465027230532
"Global","Reference","livestock","2090",183.812194258067
"Global","Reference","livestock","2095",185.656998418416
"Global","Reference","livestock","2100",186.974525930519
"Global","Reference","municipal","1990",317.3076
"Global","Reference","municipal","2005",449.763
"Global","Reference","municipal","2010",479.7242
"Global","Reference","municipal","2015",510.6371
"Global","Reference","municipal","2020",526.06512
"Global","Reference","municipal","2025",564.55929
"Global","Reference","municipal","2030",596.53113
"Global","Reference","municipal","2035",623.25118
"Global","Reference","municipal","2040",645.95107
"Global","Reference","municipal","2045",664.59931
"Global","Reference","municipal","2050",678.62796
"Global","Reference","municipal","2055",686.39354
"Global","Reference","municipal","2060",692.25791
"Global","Reference","municipal","2065",697.09779
"Global","Reference","municipal","2070",700.04372
"Global","Reference","municipal","2075",700.32641
"Global","Reference","municipal","2080",698.29343
"Global","Reference","municipal","2085",694.19761
"Global","Reference","municipal","2090",688.92878
"Global","Reference","municipal","2095",682.05584
"Global","Reference","municipal","2100",673.72197
"Global","Reference","primaryEnergy","1990",20.4299238571154
"Global","Reference","primaryEnergy","2005",25.2258950963965
"Global","Reference","primaryEnergy","2010",26.063522041682
"Global","Reference","primaryEnergy","2015",27.4157682736696
"Global","Reference","primaryEnergy","2020",30.3907640817788
"Global","Reference","primaryEnergy","2025",31.9076212411138
"Global","Reference","primaryEnergy","2030",33.4066229875858
"Global","Reference","primaryEnergy","2035",35.2677667558687
"Global","Reference","primaryEnergy","2040",38.5777102376422
"Global","Reference","primaryEnergy","2045",45.0430008374553
"Global","Reference","primaryEnergy","2050",52.3367987566631
"Global","Reference","primaryEnergy","2055",58.3730137127029
"Global","Reference","primaryEnergy","2060",63.828390062583
"Global","Reference","primaryEnergy","2065",69.5296560966083
"Global","Reference","primaryEnergy","2070",75.9621385327957
"Global","Reference","primaryEnergy","2075",83.3722286245082
"Global","Reference","primaryEnergy","2080",91.0703053960699
"Global","Reference","primaryEnergy","2085",97.8569180872721
"Global","Reference","primaryEnergy","2090",104.661174538031
"Global","Reference","primaryEnergy","2095",111.687766634125
"Global","Reference","primaryEnergy","2100",119.475587048776
"Taiwan","Reference","electricity","1990",0.62767204481
"Taiwan","Reference","electricity","2005",1.8496085805028
"Taiwan","Reference","electricity","2010",2.062446841305
"Taiwan","Reference","electricity","2015",1.996368422
"Taiwan","Reference","electricity","2020",2.92446822847786
"Taiwan","Reference","electricity","2025",3.31485627326942
"Taiwan","Reference","electricity","2030",3.54412952931949
"Taiwan","Reference","electricity","2035",3.67689698536429
"Taiwan","Reference","electricity","2040",3.70365380547859
"Taiwan","Reference","electricity","2045",3.64864221297559
"Taiwan","Reference","electricity","2050",3.51481922818373
"Taiwan","Reference","electricity","2055",3.30226958485627
"Taiwan","Reference","electricity","2060",3.0332038303751
"Taiwan","Reference","electricity","2065",2.7835052155575
"Taiwan","Reference","electricity","2070",2.512121537556
"Taiwan","Reference","electricity","2075",2.2705335158033
"Taiwan","Reference","electricity","2080",1.9583699230278
"Taiwan","Reference","electricity","2085",1.8097342110366
"Taiwan","Reference","electricity","2090",1.7612722503739
"Taiwan","Reference","electricity","2095",1.7909254107289
"Taiwan","Reference","electricity","2100",1.8642529292915
"Taiwan","Reference","industry","1990",3.83764
"Taiwan","Reference","industry","2005",9.27862
"Taiwan","Reference","industry","2010",10.5503
"Taiwan","Reference","industry","2015",11.3349
"Taiwan","Reference","industry","2020",11.3452
"Taiwan","Reference","industry","2025",11.5038
"Taiwan","Reference","industry","2030",11.5825
"Taiwan","Reference","industry","2035",11.545
"Taiwan","Reference","industry","2040",11.4643
"Taiwan","Reference","industry","2045",11.3767
"Taiwan","Reference","industry","2050",11.2995
"Taiwan","Reference","industry","2055",11.2381
"Taiwan","Reference","industry","2060",11.1926
"Taiwan","Reference","industry","2065",11.1861
"Taiwan","Reference","industry","2070",11.1865
"Taiwan","Reference","industry","2075",11.1925
"Taiwan","Reference","industry","2080",11.2033
"Taiwan","Reference","industry","2085",11.2125
"Taiwan","Reference","industry","2090",11.2287
"Taiwan","Reference","industry","2095",11.2354
"Taiwan","Reference","industry","2100",11.2274
"Taiwan","Reference","livestock","1990",0.13623683260012
"Taiwan","Reference","livestock","2005",0.12267208847434
"Taiwan","Reference","livestock","2010",0.11626901742659
"Taiwan","Reference","livestock","2015",0.11954899489696
"Taiwan","Reference","livestock","2020",0.12382327179846
"Taiwan","Reference","livestock","2025",0.12989227122734
"Taiwan","Reference","livestock","2030",0.13252128068712
"Taiwan","Reference","livestock","2035",0.1314364297806
"Taiwan","Reference","livestock","2040",0.13238536269178
"Taiwan","Reference","livestock","2045",0.13342122760078
"Taiwan","Reference","livestock","2050",0.1341827834237
"Taiwan","Reference","livestock","2055",0.13499755669516
"Taiwan","Reference","livestock","2060",0.13582475618788
"Taiwan","Reference","livestock","2065",0.13734785173126
"Taiwan","Reference","livestock","2070",0.13884195644566
"Taiwan","Reference","livestock","2075",0.14006885753697
"Taiwan","Reference","livestock","2080",0.14102760008459
"Taiwan","Reference","livestock","2085",0.1417434793252
"Taiwan","Reference","livestock","2090",0.14229352340106
"Taiwan","Reference","livestock","2095",0.14272544458746
"Taiwan","Reference","livestock","2100",0.14305945446253
"Taiwan","Reference","municipal","1990",2.49
"Taiwan","Reference","municipal","2005",3.56
"Taiwan","Reference","municipal","2010",3.28
"Taiwan","Reference","municipal","2015",3.3323
"Taiwan","Reference","municipal","2020",3.42353
"Taiwan","Reference","municipal","2025",3.52121
"Taiwan","Reference","municipal","2030",3.54414
"Taiwan","Reference","municipal","2035",3.55282
"Taiwan","Reference","municipal","2040",3.54702
"Taiwan","Reference","municipal","2045",3.51907
"Taiwan","Reference","municipal","2050",3.46839
"Taiwan","Reference","municipal","2055",3.4016
"Taiwan","Reference","municipal","2060",3.33487
"Taiwan","Reference","municipal","2065",3.30823
"Taiwan","Reference","municipal","2070",3.279
"Taiwan","Reference","municipal","2075",3.24302
"Taiwan","Reference","municipal","2080",3.19969
"Taiwan","Reference","municipal","2085",3.1466
"Taiwan","Reference","municipal","2090",3.08649
"Taiwan","Reference","municipal","2095",3.02073
"Taiwan","Reference","municipal","2100",2.95108
"Taiwan","Reference","primaryEnergy","1990",0.180870001389
"Taiwan","Reference","primaryEnergy","2005",0.325293243195
"Taiwan","Reference","primaryEnergy","2010",0.337018319749
"Taiwan","Reference","primaryEnergy","2015",0.323636449392
"Taiwan","Reference","primaryEnergy","2020",0.315479076994
"Taiwan","Reference","primaryEnergy","2025",0.316495241625
"Taiwan","Reference","primaryEnergy","2030",0.311868758311
"Taiwan","Reference","primaryEnergy","2035",0.30224512624
"Taiwan","Reference","primaryEnergy","2040",0.28799979609
"Taiwan","Reference","primaryEnergy","2045",0.2685068212
"Taiwan","Reference","primaryEnergy","2050",0.24784549153
"Taiwan","Reference","primaryEnergy","2055",0.23199241884
"Taiwan","Reference","primaryEnergy","2060",0.22039549885
"Taiwan","Reference","primaryEnergy","2065",0.21281031332
"Taiwan","Reference","primaryEnergy","2070",0.20423808405
"Taiwan","Reference","primaryEnergy","2075",0.19175258299
"Taiwan","Reference","primaryEnergy","2080",0.17736386908
"Taiwan","Reference","primaryEnergy","2085",0.16365351975
"Taiwan","Reference","primaryEnergy","2090",0.15217607248
"Taiwan","Reference","primaryEnergy","2095",0.14241182487
"Taiwan","Reference","primaryEnergy","2100",0.13239891919
"China","Reference_CI_GFDL","agriculture","1990",199.57368008864
"China","Reference_CI_GFDL","agriculture","2005",226.628704882986
"China","Reference_CI_GFDL","agriculture","2010",262.174297943561
"China","Reference_CI_GFDL","agriculture","2015",285.003760224123
"China","Reference_CI_GFDL","agriculture","2020",295.323355062069
"China","Reference_CI_GFDL","agriculture","2025",300.077423101182
"China","Reference_CI_GFDL","agriculture","2030",296.134897993779
"China","Reference_CI_GFDL","agriculture","2035",291.975224317193
"China","Reference_CI_GFDL","agriculture","2040",288.440027389124
"China","Reference_CI_GFDL","agriculture","2045",279.86925086122
"China","Reference_CI_GFDL","agriculture","2050",276.161214927971
"China","Reference_CI_GFDL","agriculture","2055",271.849340336549
"China","Reference_CI_GFDL","agriculture","2060",267.844321697271
"China","Reference_CI_GFDL","agriculture","2065",263.885046601092
"China","Reference_CI_GFDL","agriculture","2070",259.344372569355
"China","Reference_CI_GFDL","agriculture","2075",252.498851150637
"China","Reference_CI_GFDL","agriculture","2080",244.592854078727
"China","Reference_CI_GFDL","agriculture","2085",240.85873370843
"China","Reference_CI_GFDL","agriculture","2090",235.456218481307
"China","Reference_CI_GFDL","agriculture","2095",228.858649552251
"China","Reference_CI_GFDL","agriculture","2100",223.404378311722
"China","Reference_CI_GFDL","electricity","1990",16.9695969881387
"China","Reference_CI_GFDL","electricity","2005",71.3675957536
"China","Reference_CI_GFDL","electricity","2010",78.107700993088
"China","Reference_CI_GFDL","electricity","2015",103.07266187777
"China","Reference_CI_GFDL","electricity","2020",114.864468466333
"China","Reference_CI_GFDL","electricity","2025",123.109684401573
"China","Reference_CI_GFDL","electricity","2030",127.83512526091
"China","Reference_CI_GFDL","electricity","2035",128.445565598021
"China","Reference_CI_GFDL","electricity","2040",124.347353431901
"China","Reference_CI_GFDL","electricity","2045",118.645078867001
"China","Reference_CI_GFDL","electricity","2050",110.743084811368
"China","Reference_CI_GFDL","electricity","2055",103.662516472922
"China","Reference_CI_GFDL","electricity","2060",98.317640272909
"China","Reference_CI_GFDL","electricity","2065",94.9837995705681
"China","Reference_CI_GFDL","electricity","2070",92.980722424849
"China","Reference_CI_GFDL","electricity","2075",91.985476159891
"China","Reference_CI_GFDL","electricity","2080",89.0263332185662
"China","Reference_CI_GFDL","electricity","2085",89.2649745406387
"China","Reference_CI_GFDL","electricity","2090",90.4455066704171
"China","Reference_CI_GFDL","electricity","2095",92.3703842301676
"China","Reference_CI_GFDL","electricity","2100",96.0752693724503
"China","Reference_CI_GFDL","industry","1990",33.3152
"China","Reference_CI_GFDL","industry","2005",99.3557
"China","Reference_CI_GFDL","industry","2010",122.826
"China","Reference_CI_GFDL","industry","2015",113.753
"China","Reference_CI_GFDL","industry","2020",124.325
"China","Reference_CI_GFDL","industry","2025",135.06
"China","Reference_CI_GFDL","industry","2030",141.868
"China","Reference_CI_GFDL","industry","2035",143.016
"China","Reference_CI_GFDL","industry","2040",142.488
"China","Reference_CI_GFDL","industry","2045",140.51
"China","Reference_CI_GFDL","industry","2050",137.434
"China","Reference_CI_GFDL","industry","2055",133.631
"China","Reference_CI_GFDL","industry","2060",129.493
"China","Reference_CI_GFDL","industry","2065",125.162
"China","Reference_CI_GFDL","industry","2070",120.725
"China","Reference_CI_GFDL","industry","2075",116.266
"China","Reference_CI_GFDL","industry","2080",111.839
"China","Reference_CI_GFDL","industry","2085",107.34
"China","Reference_CI_GFDL","industry","2090",102.976
"China","Reference_CI_GFDL","industry","2095",98.8365
"China","Reference_CI_GFDL","industry","2100",94.8734
"China","Reference_CI_GFDL","livestock","1990",11.8233353742816
"China","Reference_CI_GFDL","livestock","2005",29.938035312787
"China","Reference_CI_GFDL","livestock","2010",33.977757500006
"China","Reference_CI_GFDL","livestock","2015",35.533037294581
"China","Reference_CI_GFDL","livestock","2020",39.978082898048
"China","Reference_CI_GFDL","livestock","2025",44.720845778019
"China","Reference_CI_GFDL","livestock","2030",47.681520692022
"China","Reference_CI_GFDL","livestock","2035",49.320338420805
"China","Reference_CI_GFDL","livestock","2040",50.259372516557
"China","Reference_CI_GFDL","livestock","2045",50.618931775815
"China","Reference_CI_GFDL","livestock","2050",50.329017382926
"China","Reference_CI_GFDL","livestock","2055",49.538640069481
"China","Reference_CI_GFDL","livestock","2060",48.464298380883
"China","Reference_CI_GFDL","livestock","2065",47.221408516688
"China","Reference_CI_GFDL","livestock","2070",45.875708186781
"China","Reference_CI_GFDL","livestock","2075",44.385991789467
"China","Reference_CI_GFDL","livestock","2080",42.839505946738
"China","Reference_CI_GFDL","livestock","2085",41.270504527892
"China","Reference_CI_GFDL","livestock","2090",39.742063721249
"China","Reference_CI_GFDL","livestock","2095",38.276034044321
"China","Reference_CI_GFDL","livestock","2100",36.904384589627
"China","Reference_CI_GFDL","municipal","1990",35
"China","Reference_CI_GFDL","municipal","2005",67.0816
"China","Reference_CI_GFDL","municipal","2010",72.1349
"China","Reference_CI_GFDL","municipal","2015",79.4
"China","Reference_CI_GFDL","municipal","2020",85.9806
"China","Reference_CI_GFDL","municipal","2025",93.3908
"China","Reference_CI_GFDL","municipal","2030",97.9827
"China","Reference_CI_GFDL","municipal","2035",100.047
"China","Reference_CI_GFDL","municipal","2040",100.473
"China","Reference_CI_GFDL","municipal","2045",99.6998
"China","Reference_CI_GFDL","municipal","2050",97.6435
"China","Reference_CI_GFDL","municipal","2055",94.5153
"China","Reference_CI_GFDL","municipal","2060",90.862
"China","Reference_CI_GFDL","municipal","2065",86.8594
"China","Reference_CI_GFDL","municipal","2070",82.7059
"China","Reference_CI_GFDL","municipal","2075",78.4335
"China","Reference_CI_GFDL","municipal","2080",74.2459
"China","Reference_CI_GFDL","municipal","2085",70.0833
"China","Reference_CI_GFDL","municipal","2090",66.0599
"China","Reference_CI_GFDL","municipal","2095",62.3001
"China","Reference_CI_GFDL","municipal","2100",58.7661
"China","Reference_CI_GFDL","primaryEnergy","1990",1.0206134421
"China","Reference_CI_GFDL","primaryEnergy","2005",2.7649081615
"China","Reference_CI_GFDL","primaryEnergy","2010",3.8201146008
"China","Reference_CI_GFDL","primaryEnergy","2015",4.6423274562
"China","Reference_CI_GFDL","primaryEnergy","2020",5.46621482996059
"China","Reference_CI_GFDL","primaryEnergy","2025",6.02782320301835
"China","Reference_CI_GFDL","primaryEnergy","2030",6.35830952223668
"China","Reference_CI_GFDL","primaryEnergy","2035",6.57685751103095
"China","Reference_CI_GFDL","primaryEnergy","2040",6.70919085472993
"China","Reference_CI_GFDL","primaryEnergy","2045",6.90144557848894
"China","Reference_CI_GFDL","primaryEnergy","2050",7.07036202223968
"China","Reference_CI_GFDL","primaryEnergy","2055",7.22696125866992
"China","Reference_CI_GFDL","primaryEnergy","2060",7.39469109411297
"China","Reference_CI_GFDL","primaryEnergy","2065",7.67416422551247
"China","Reference_CI_GFDL","primaryEnergy","2070",8.03290973069763
"China","Reference_CI_GFDL","primaryEnergy","2075",8.32524511572991
"China","Reference_CI_GFDL","primaryEnergy","2080",8.63437970517517
"China","Reference_CI_GFDL","primaryEnergy","2085",9.095409487941
"China","Reference_CI_GFDL","primaryEnergy","2090",9.5605807981597
"China","Reference_CI_GFDL","primaryEnergy","2095",9.9574435285116
"China","Reference_CI_GFDL","primaryEnergy","2100",10.4336848319372
"Global","Reference_CI_GFDL","agriculture","1990",1384.82869941134
"Global","Reference_CI_GFDL","agriculture","2005",1726.30012718314
"Global","Reference_CI_GFDL","agriculture","2010",1916.98628732279
"Global","Reference_CI_GFDL","agriculture","2015",2091.51564133313
"Global","Reference_CI_GFDL","agriculture","2020",2165.59623427288
"Global","Reference_CI_GFDL","agriculture","2025",2315.07437819018
"Global","Reference_CI_GFDL","agriculture","2030",2417.7520764356
"Global","Reference_CI_GFDL","agriculture","2035",2522.95792354032
"Global","Reference_CI_GFDL","agriculture","2040",2604.67926243621
"Global","Reference_CI_GFDL","agriculture","2045",2679.39111131779
"Global","Reference_CI_GFDL","agriculture","2050",2726.38335939178
"Global","Reference_CI_GFDL","agriculture","2055",2751.9363780781
"Global","Reference_CI_GFDL","agriculture","2060",2776.8483412497
"Global","Reference_CI_GFDL","agriculture","2065",2768.73573391101
"Global","Reference_CI_GFDL","agriculture","2070",2794.65557928551
"Global","Reference_CI_GFDL","agriculture","2075",2805.4619576853
"Global","Reference_CI_GFDL","agriculture","2080",2803.15924691308
"Global","Reference_CI_GFDL","agriculture","2085",2789.34245931773
"Global","Reference_CI_GFDL","agriculture","2090",2768.11947549709
"Global","Reference_CI_GFDL","agriculture","2095",2736.06885701474
"Global","Reference_CI_GFDL","agriculture","2100",2681.4073082084
"Global","Reference_CI_GFDL","electricity","1990",399.872905082315
"Global","Reference_CI_GFDL","electricity","2005",540.180246505268
"Global","Reference_CI_GFDL","electricity","2010",559.96442265302
"Global","Reference_CI_GFDL","electricity","2015",568.259987164057
"Global","Reference_CI_GFDL","electricity","2020",498.422756830742
"Global","Reference_CI_GFDL","electricity","2025",520.149670999944
"Global","Reference_CI_GFDL","electricity","2030",530.51172439597
"Global","Reference_CI_GFDL","electricity","2035",504.882088714646
"Global","Reference_CI_GFDL","electricity","2040",471.866493310483
"Global","Reference_CI_GFDL","electricity","2045",437.249445912482
"Global","Reference_CI_GFDL","electricity","2050",402.633127939586
"Global","Reference_CI_GFDL","electricity","2055",374.963818377801
"Global","Reference_CI_GFDL","electricity","2060",356.070271466985
"Global","Reference_CI_GFDL","electricity","2065",353.410147190943
"Global","Reference_CI_GFDL","electricity","2070",359.2774126793
"Global","Reference_CI_GFDL","electricity","2075",363.960612462524
"Global","Reference_CI_GFDL","electricity","2080",363.310622751434
"Global","Reference_CI_GFDL","electricity","2085",367.04064991134
"Global","Reference_CI_GFDL","electricity","2090",374.584807715207
"Global","Reference_CI_GFDL","electricity","2095",382.76375000361
"Global","Reference_CI_GFDL","electricity","2100",396.130009348681
"Global","Reference_CI_GFDL","industry","1990",208.099204
"Global","Reference_CI_GFDL","industry","2005",291.351575
"Global","Reference_CI_GFDL","industry","2010",323.270833
"Global","Reference_CI_GFDL","industry","2015",326.277757
"Global","Reference_CI_GFDL","industry","2020",338.74885
"Global","Reference_CI_GFDL","industry","2025",376.130333
"Global","Reference_CI_GFDL","industry","2030",409.741814
"Global","Reference_CI_GFDL","industry","2035",435.659596
"Global","Reference_CI_GFDL","industry","2040",459.44
"Global","Reference_CI_GFDL","industry","2045",480.912203
"Global","Reference_CI_GFDL","industry","2050",500.041431
"Global","Reference_CI_GFDL","industry","2055",516.882483
"Global","Reference_CI_GFDL","industry","2060",532.057526
"Global","Reference_CI_GFDL","industry","2065",545.239315
"Global","Reference_CI_GFDL","industry","2070",555.828247
"Global","Reference_CI_GFDL","industry","2075",564.637014
"Global","Reference_CI_GFDL","industry","2080",572.098107
"Global","Reference_CI_GFDL","industry","2085",577.777108
"Global","Reference_CI_GFDL","industry","2090",581.738841
"Global","Reference_CI_GFDL","industry","2095",583.688591
"Global","Reference_CI_GFDL","industry","2100",582.940583
"Global","Reference_CI_GFDL","livestock","1990",46.9725048682965
"Global","Reference_CI_GFDL","livestock","2005",75.3949027603572
"Global","Reference_CI_GFDL","livestock","2010",85.2643245824729
"Global","Reference_CI_GFDL","livestock","2015",89.5062369029362
"Global","Reference_CI_GFDL","livestock","2020",97.1965951262554
"Global","Reference_CI_GFDL","livestock","2025",107.658092768548
"Global","Reference_CI_GFDL","livestock","2030",116.751362133529
"Global","Reference_CI_GFDL","livestock","2035",125.474916337885
"Global","Reference_CI_GFDL","livestock","2040",133.403728886937
"Global","Reference_CI_GFDL","livestock","2045",140.923189657903
"Global","Reference_CI_GFDL","livestock","2050",148.048664354708
