"region","scenario","output","subsector","technology","year","gen"
"China","Reference","electricity","refined liquids","refined liquids (steam/CT)","2035",0.00762361
"China","Reference","elect_td_bld","rooftop_pv","rooftop_pv","2035",2.42971
"China","Reference","electricity","solar","CSP","2035",0.00175743
"China","Reference","electricity","solar","CSP_storage","2035",0.0312292
"China","Reference","electricity","solar","PV","2035",3.287845
"China","Reference","electricity","solar","PV_storage","2035",0.00184338
"China","Reference","electricity","wind","wind","2035",3.588922
"China","Reference","electricity","wind","wind_offshore","2035",0.059697661
"China","Reference","electricity","wind","wind_storage","2035",0.013280833
"Taiwan","Reference","electricity","biomass","biomass (IGCC CCS)","2035",0.000233814
"Taiwan","Reference","electricity","biomass","biomass (IGCC)","2035",0.00310316
"Taiwan","Reference","electricity","biomass","biomass (conv CCS)","2035",0.00017472
"Taiwan","Reference","electricity","biomass","biomass (conv)","2035",0.0172868
"Taiwan","Reference","electricity","coal","coal (IGCC CCS)","2035",0.000738121
"Taiwan","Reference","electricity","coal","coal (IGCC)","2035",0.0499237
"Taiwan","Reference","electricity","coal","coal (conv pul CCS)","2035",0.00103128
"Taiwan","Reference","electricity","coal","coal (conv pul)","2035",0.568793
"Taiwan","Reference","electricity","coal","coal cogen","2035",0.0390113
"Taiwan","Reference","electricity","gas","gas (CC CCS)","2035",0.00289814
"Taiwan","Reference","electricity","gas","gas (CC)","2035",0.491001
"Taiwan","Reference","electricity","gas","gas (steam/CT)","2035",0.0636575
"Taiwan","Reference","electricity","gas","gas cogen","2035",0.00126267
"Taiwan","Reference","electricity","geothermal","geothermal","2035",0.00309941
"Taiwan","Reference","electricity","hydro","hydro","2035",0.0191348
"Taiwan","Reference","electricity","hydrogen","hydrogen cogen","2035",9.29188e-05
"Taiwan","Reference","electricity","nuclear","Gen_III","2035",0.0186415
"Taiwan","Reference","electricity","nuclear","Gen_II_LWR","2035",0.0959751
"Taiwan","Reference","electricity","refined liquids","refined liquids (CC CCS)","2035",0.0039746
"Taiwan","Reference","electricity","refined liquids","refined liquids (CC)","2035",0.00550167
"Taiwan","Reference","electricity","refined liquids","refined liquids (steam/CT)","2035",0.014265
"Taiwan","Reference","electricity","refined liquids","refined liquids cogen","2035",0.00285236
"Taiwan","Reference","elect_td_bld","rooftop_pv","rooftop_pv","2035",0.0514381
"Taiwan","Reference","electricity","solar","CSP","2035",0.000558436
"Taiwan","Reference","electricity","solar","CSP_storage","2035",0.00494548
"Taiwan","Reference","electricity","solar","PV","2035",0.06151833
"Taiwan","Reference","electricity","solar","PV_storage","2035",2.543003e-05
"Taiwan","Reference","electricity","wind","wind","2035",0.06177445
"Taiwan","Reference","electricity","wind","wind_offshore","2035",0.0027574887
"Taiwan","Reference","electricity","wind","wind_storage","2035",0.0002275219
"China","Reference","electricity","biomass","biomass (IGCC CCS)","2040",0.0123007
"China","Reference","electricity","biomass","biomass (IGCC)","2040",0.0725465
"China","Reference","electricity","biomass","biomass (conv CCS)","2040",0.0131522
"China","Reference","electricity","biomass","biomass (conv)","2040",0.277084
"China","Reference","electricity","coal","coal (IGCC CCS)","2040",0.0796846
"China","Reference","electricity","coal","coal (IGCC)","2040",2.16571
"China","Reference","electricity","coal","coal (conv pul CCS)","2040",0.109171
"China","Reference","electricity","coal","coal (conv pul)","2040",17.8327
"China","Reference","electricity","gas","gas (CC CCS)","2040",0.127675
"China","Reference","electricity","gas","gas (CC)","2040",0.446405
"China","Reference","electricity","gas","gas (steam/CT)","2040",0.217644
"China","Reference","electricity","gas","gas cogen","2040",0.000625554
"China","Reference","electricity","geothermal","geothermal","2040",0.113
"China","Reference","electricity","hydro","hydro","2040",4.01308
"China","Reference","electricity","hydrogen","hydrogen cogen","2040",0.010579
"China","Reference","electricity","nuclear","Gen_III","2040",2.85586
"China","Reference","electricity","nuclear","Gen_II_LWR","2040",0.382711
"China","Reference","electricity","refined liquids","refined liquids (CC CCS)","2040",0.00760779
"China","Reference","electricity","refined liquids","refined liquids (CC)","2040",0.00774675
"China","Reference","electricity","refined liquids","refined liquids (steam/CT)","2040",0.00640268
"China","Reference","elect_td_bld","rooftop_pv","rooftop_pv","2040",2.83317
"China","Reference","electricity","solar","CSP","2040",0.00374549
"China","Reference","electricity","solar","CSP_storage","2040",0.0813771
"China","Reference","electricity","solar","PV","2040",4.668635
"China","Reference","electricity","solar","PV_storage","2040",0.00450101
"China","Reference","electricity","wind","wind","2040",4.841262
"China","Reference","electricity","wind","wind_offshore","2040",0.135000661
"China","Reference","electricity","wind","wind_storage","2040",0.025139333
"Taiwan","Reference","electricity","biomass","biomass (IGCC CCS)","2040",0.00037989
"Taiwan","Reference","electricity","biomass","biomass (IGCC)","2040",0.00398626
"Taiwan","Reference","electricity","biomass","biomass (conv CCS)","2040",0.000247598
"Taiwan","Reference","electricity","biomass","biomass (conv)","2040",0.0147863
"Taiwan","Reference","electricity","coal","coal (IGCC CCS)","2040",0.00124462
"Taiwan","Reference","electricity","coal","coal (IGCC)","2040",0.0626339
"Taiwan","Reference","electricity","coal","coal (conv pul CCS)","2040",0.00151745
"Taiwan","Reference","electricity","coal","coal (conv pul)","2040",0.556668
"Taiwan","Reference","electricity","coal","coal cogen","2040",0.0266022
"Taiwan","Reference","electricity","gas","gas (CC CCS)","2040",0.00441166
"Taiwan","Reference","electricity","gas","gas (CC)","2040",0.514332
"Taiwan","Reference","electricity","gas","gas (steam/CT)","2040",0.0615998
"Taiwan","Reference","electricity","gas","gas cogen","2040",0.00127028
"Taiwan","Reference","electricity","geothermal","geothermal","2040",0.00309878
"Taiwan","Reference","electricity","hydro","hydro","2040",0.0198955
"Taiwan","Reference","electricity","hydrogen","hydrogen cogen","2040",0.000131959
"Taiwan","Reference","electricity","nuclear","Gen_III","2040",0.0262727
"Taiwan","Reference","electricity","nuclear","Gen_II_LWR","2040",0.0817179
"Taiwan","Reference","electricity","refined liquids","refined liquids (CC CCS)","2040",0.00421473
"Taiwan","Reference","electricity","refined liquids","refined liquids (CC)","2040",0.0068514
"Taiwan","Reference","electricity","refined liquids","refined liquids (steam/CT)","2040",0.0114365
"Taiwan","Reference","electricity","refined liquids","refined liquids cogen","2040",0.0029513
"Taiwan","Reference","elect_td_bld","rooftop_pv","rooftop_pv","2040",0.0800838
"Taiwan","Reference","electricity","solar","CSP","2040",0.0014687
"Taiwan","Reference","electricity","solar","CSP_storage","2040",0.010691
"Taiwan","Reference","electricity","solar","PV","2040",0.09371133
"Taiwan","Reference","electricity","solar","PV_storage","2040",4.708473e-05
"Taiwan","Reference","electricity","wind","wind","2040",0.07978645
"Taiwan","Reference","electricity","wind","wind_offshore","2040",0.0070871187
"Taiwan","Reference","electricity","wind","wind_storage","2040",0.0004131619
"China","Reference","electricity","biomass","biomass (IGCC CCS)","2045",0.0255049
"China","Reference","electricity","biomass","biomass (IGCC)","2045",0.0884639
"China","Reference","electricity","biomass","biomass (conv CCS)","2045",0.0265709
"China","Reference","electricity","biomass","biomass (conv)","2045",0.228305
"China","Reference","electricity","coal","coal (IGCC CCS)","2045",0.164587
"China","Reference","electricity","coal","coal (IGCC)","2045",2.50855
"China","Reference","electricity","coal","coal (conv pul CCS)","2045",0.195785
"China","Reference","electricity","coal","coal (conv pul)","2045",16.2885
"China","Reference","electricity","gas","gas (CC CCS)","2045",0.180024
"China","Reference","electricity","gas","gas (CC)","2045",0.523079
"China","Reference","electricity","gas","gas (steam/CT)","2045",0.180291
"China","Reference","electricity","gas","gas cogen","2045",0.000670828
"China","Reference","electricity","geothermal","geothermal","2045",0.112963
"China","Reference","electricity","hydro","hydro","2045",4.01308
"China","Reference","electricity","hydrogen","hydrogen cogen","2045",0.0155953
"China","Reference","electricity","nuclear","Gen_III","2045",3.99133
"China","Reference","electricity","nuclear","Gen_II_LWR","2045",0.307418
"China","Reference","electricity","refined liquids","refined liquids (CC CCS)","2045",0.00959331
"China","Reference","electricity","refined liquids","refined liquids (CC)","2045",0.00971986
"China","Reference","electricity","refined liquids","refined liquids (steam/CT)","2045",0.00542599
"China","Reference","elect_td_bld","rooftop_pv","rooftop_pv","2045",3.08606
"China","Reference","electricity","solar","CSP","2045",0.00802256
"China","Reference","electricity","solar","CSP_storage","2045",0.199356
"China","Reference","electricity","solar","PV","2045",5.887725
"China","Reference","electricity","solar","PV_storage","2045",0.01135537
"China","Reference","electricity","wind","wind","2045",5.839136
"China","Reference","electricity","wind","wind_offshore","2045",0.27783132
"China","Reference","electricity","wind","wind_storage","2045",0.046251533
"Taiwan","Reference","electricity","biomass","biomass (IGCC CCS)","2045",0.000513863
"Taiwan","Reference","electricity","biomass","biomass (IGCC)","2045",0.00438765
"Taiwan","Reference","electricity","biomass","biomass (conv CCS)","2045",0.00026488
"Taiwan","Reference","electricity","biomass","biomass (conv)","2045",0.0101773
"Taiwan","Reference","electricity","coal","coal (IGCC CCS)","2045",0.00189255
"Taiwan","Reference","electricity","coal","coal (IGCC)","2045",0.0738798
"Taiwan","Reference","electricity","coal","coal (conv pul CCS)","2045",0.00202049
"Taiwan","Reference","electricity","coal","coal (conv pul)","2045",0.528649
"Taiwan","Reference","electricity","coal","coal cogen","2045",0.0176083
"Taiwan","Reference","electricity","gas","gas (CC CCS)","2045",0.00630129
"Taiwan","Reference","electricity","gas","gas (CC)","2045",0.537067
"Taiwan","Reference","electricity","gas","gas (steam/CT)","2045",0.0592464
"Taiwan","Reference","electricity","gas","gas cogen","2045",0.00127067
"Taiwan","Reference","electricity","geothermal","geothermal","2045",0.00309796
"Taiwan","Reference","electricity","hydro","hydro","2045",0.0206562
"Taiwan","Reference","electricity","hydrogen","hydrogen cogen","2045",0.000181438
"Taiwan","Reference","electricity","nuclear","Gen_III","2045",0.0361557
"Taiwan","Reference","electricity","nuclear","Gen_II_LWR","2045",0.0656412
"Taiwan","Reference","electricity","refined liquids","refined liquids (CC CCS)","2045",0.00420987
"Taiwan","Reference","electricity","refined liquids","refined liquids (CC)","2045",0.00844875
"Taiwan","Reference","electricity","refined liquids","refined liquids (steam/CT)","2045",0.00880304
"Taiwan","Reference","electricity","refined liquids","refined liquids cogen","2045",0.00295215
"Taiwan","Reference","elect_td_bld","rooftop_pv","rooftop_pv","2045",0.0943157
"Taiwan","Reference","electricity","solar","CSP","2045",0.00383699
"Taiwan","Reference","electricity","solar","CSP_storage","2045",0.021313
"Taiwan","Reference","electricity","solar","PV","2045",0.12473454
"Taiwan","Reference","electricity","solar","PV_storage","2045",9.094823e-05
"Taiwan","Reference","electricity","wind","wind","2045",0.0946507
"Taiwan","Reference","electricity","wind","wind_offshore","2045",0.015786615
"Taiwan","Reference","electricity","wind","wind_storage","2045",0.0007036789
"China","Reference","electricity","biomass","biomass (IGCC CCS)","2050",0.0436587
"China","Reference","electricity","biomass","biomass (IGCC)","2050",0.0912064
"China","Reference","electricity","biomass","biomass (conv CCS)","2050",0.0439967
"China","Reference","electricity","biomass","biomass (conv)","2050",0.173111
"China","Reference","electricity","coal","coal (IGCC CCS)","2050",0.279026
"China","Reference","electricity","coal","coal (IGCC)","2050",2.66507
"China","Reference","electricity","coal","coal (conv pul CCS)","2050",0.301569
"China","Reference","electricity","coal","coal (conv pul)","2050",14.1063
"China","Reference","electricity","gas","gas (CC CCS)","2050",0.229447
"China","Reference","electricity","gas","gas (CC)","2050",0.579612
"China","Reference","electricity","gas","gas (steam/CT)","2050",0.14515
"China","Reference","electricity","gas","gas cogen","2050",0.000678696
"China","Reference","electricity","geothermal","geothermal","2050",0.112947
"China","Reference","electricity","hydro","hydro","2050",4.01308
"China","Reference","electricity","hydrogen","hydrogen cogen","2050",0.0221552
"China","Reference","electricity","nuclear","Gen_III","2050",5.09622
"China","Reference","electricity","nuclear","Gen_II_LWR","2050",0.232126
"China","Reference","electricity","refined liquids","refined liquids (CC CCS)","2050",0.0098957
"China","Reference","electricity","refined liquids","refined liquids (CC)","2050",0.00943909
"China","Reference","electricity","refined liquids","refined liquids (steam/CT)","2050",0.00458764
"China","Reference","elect_td_bld","rooftop_pv","rooftop_pv","2050",3.39188
"China","Reference","electricity","solar","CSP","2050",0.0139352
"China","Reference","electricity","solar","CSP_storage","2050",0.367697
