region,Name,sector,subsector,technology,year,Difference,Rel_Dif
Taiwan,Policy_NoDAC,electricity,coal,coal (IGCC),2085,-0.186141713,-99.95240904
Taiwan,Policy_NoDAC,electricity,coal,coal (IGCC),2090,-0.1181094,-99.96485517
Taiwan,Policy_NoDAC,electricity,coal,coal (IGCC),2095,-0.066115509,-99.96619244
Taiwan,Policy_NoDAC,electricity,coal,coal (IGCC),2100,-0.035149476,-99.96812012
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,1990,0,0
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2005,0,NA
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2010,0,NA
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2015,0,NA
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2020,-1.00E-08,-0.000283058
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2025,6.98E-07,0.015965881
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2030,-4.31E-07,-0.00982074
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2035,-0.000148513,-3.390991066
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2040,-0.000145081,-3.329114217
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2045,-0.00016717,-3.860825034
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2050,-0.000161024,-3.75794905
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2055,-0.000130527,-3.062237205
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2060,-1.79E-05,-0.423014045
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2065,4.30E-05,1.03393654
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2070,1.87E-05,0.44890963
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2075,-1.66E-05,-0.397687825
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2080,-2.31E-05,-0.556568529
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2085,-1.43E-05,-0.342581189
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2090,5.30E-05,1.276739242
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2095,2.40E-05,0.579199065
Taiwan,Policy_NoDAC,electricity,geothermal,geothermal,2100,1.38E-06,0.033340011
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,1990,0,NA
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2005,0,NA
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2010,0,NA
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2015,0,NA
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2020,-1.00E-09,-0.000473469
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2025,-4.00E-06,-0.951052076
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2030,-2.17E-06,-0.335279754
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2035,0.000947075,98.9513244
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2040,0.002105372,155.5461809
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2045,0.004067712,217.5672886
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2050,0.007349135,294.9634383
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2055,0.009679478,306.3292686
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2060,0.010023342,252.9222589
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2065,0.009645677,179.1878243
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2070,0.009462328,142.9058078
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2075,0.00967742,124.034201
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2080,0.010056496,114.3098248
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2085,0.010185648,105.7053821
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2090,0.00969474,92.1436213
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2095,0.008363593,72.86344174
Taiwan,Policy_NoDAC,electricity,nuclear,Gen_III,2100,0.007119125,58.25280176
Taiwan,Policy_NoDAC,electricity,solar,PV,1990,0,NA
Taiwan,Policy_NoDAC,electricity,solar,PV,2005,0,0
Taiwan,Policy_NoDAC,electricity,solar,PV,2010,0,0
Taiwan,Policy_NoDAC,electricity,solar,PV,2015,0,0
Taiwan,Policy_NoDAC,electricity,solar,PV,2020,-1.00E-10,-0.000162728
Taiwan,Policy_NoDAC,electricity,solar,PV,2025,-1.09E-06,-0.914342646
Taiwan,Policy_NoDAC,electricity,solar,PV,2030,-2.89E-07,-0.140156789
Taiwan,Policy_NoDAC,electricity,solar,PV,2035,0.000288736,84.48223902
Taiwan,Policy_NoDAC,electricity,solar,PV,2040,0.000454241,87.24946391
Taiwan,Policy_NoDAC,electricity,solar,PV,2045,0.000557507,80.45114681
Taiwan,Policy_NoDAC,electricity,solar,PV,2050,0.000619925,75.98640072
Taiwan,Policy_NoDAC,electricity,solar,PV,2055,0.000584734,64.75273264
Taiwan,Policy_NoDAC,electricity,solar,PV,2060,0.000482484,50.60713746
Taiwan,Policy_NoDAC,electricity,solar,PV,2065,7.89E-05,8.036189294
Taiwan,Policy_NoDAC,electricity,solar,PV,2070,-0.000135313,-14.77674301
Taiwan,Policy_NoDAC,electricity,solar,PV,2075,-0.000237788,-29.19363086
Taiwan,Policy_NoDAC,electricity,solar,PV,2080,-0.000271066,-37.77266678
Taiwan,Policy_NoDAC,electricity,solar,PV,2085,-0.000211048,-33.85610598
Taiwan,Policy_NoDAC,electricity,solar,PV,2090,-0.000117184,-22.00073145
Taiwan,Policy_NoDAC,electricity,solar,PV,2095,-5.95E-06,-1.41467551
Taiwan,Policy_NoDAC,electricity,solar,PV,2100,4.74E-05,13.44256373
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,1990,0,NA
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2005,0,NA
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2010,0,NA
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2015,0,NA
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2020,0,NA
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2025,-1.03E-05,-1.893478446
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2030,3.18E-07,0.018113921
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2035,0.010254438,226.2205821
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2040,0.032845083,335.1803439
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2045,0.091858153,470.2195069
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2050,0.222722586,639.5926562
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2055,0.34090329,621.9079292
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2060,0.370647849,446.698929
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2065,0.35371475,249.4542027
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2070,0.328608238,166.8691771
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2075,0.287905947,114.8602977
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2080,0.184535436,60.19393328
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2085,0.076626404,21.70542705
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2090,0.014018864,3.50450027
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2095,-0.004793326,-1.11664818
Taiwan,Policy_NoDAC,electricity,solar,CSP_storage,2100,-0.004880425,-1.076755601
China,NoDAC,electricity,biomass,biomass (conv CCS),1990,0,NA
China,NoDAC,electricity,biomass,biomass (conv CCS),2005,0,NA
China,NoDAC,electricity,biomass,biomass (conv CCS),2010,0,NA
China,NoDAC,electricity,biomass,biomass (conv CCS),2015,0,NA
China,NoDAC,electricity,biomass,biomass (conv CCS),2020,0,NA
China,NoDAC,electricity,biomass,biomass (conv CCS),2025,-5.15E-07,-0.002314314
China,NoDAC,electricity,biomass,biomass (conv CCS),2030,-8.81E-06,-0.025685449
China,NoDAC,electricity,biomass,biomass (conv CCS),2035,-0.017683905,-0.868695492
China,NoDAC,electricity,biomass,biomass (conv CCS),2040,-0.226094246,-6.057173848
China,NoDAC,electricity,biomass,biomass (conv CCS),2045,-1.211933974,-19.83892275
China,NoDAC,electricity,biomass,biomass (conv CCS),2050,-0.639984329,-7.039001509
China,NoDAC,electricity,biomass,biomass (conv CCS),2055,6.868458808,58.03091837
China,NoDAC,electricity,biomass,biomass (conv CCS),2060,13.22094033,92.86203518
China,NoDAC,electricity,biomass,biomass (conv CCS),2065,29.29535786,194.0708911
China,NoDAC,electricity,biomass,biomass (conv CCS),2070,32.6232589,251.5524314
China,NoDAC,electricity,biomass,biomass (conv CCS),2075,30.30362977,272.4820068
China,NoDAC,electricity,biomass,biomass (conv CCS),2080,21.85401494,202.8759105
China,NoDAC,electricity,biomass,biomass (conv CCS),2085,26.82755192,225.0073173
China,NoDAC,electricity,biomass,biomass (conv CCS),2090,31.8807073,241.096682
China,NoDAC,electricity,biomass,biomass (conv CCS),2095,32.05518129,210.6877753
China,NoDAC,electricity,biomass,biomass (conv CCS),2100,31.95247517,202.3074326
China,NoDAC,electricity,biomass,biomass (IGCC CCS),1990,0,NA
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2005,0,NA
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2010,0,NA
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2015,0,NA
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2020,0,NA
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2025,-9.00E-09,-0.000220058
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2030,-9.37E-07,-0.011249809
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2035,-0.000380969,-0.152573901
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2040,-0.00583083,-1.202480973
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2045,-0.027258876,-3.42404417
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2050,0.090765191,8.392660328
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2055,-0.066264799,-5.125989296
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2060,-0.063113728,-4.294000612
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2065,0.221454744,12.83250879
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2070,0.25830862,14.45167625
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2075,0.298132809,16.4351341
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2080,0.206488918,11.01559994
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2085,0.273629951,13.6987705
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2090,0.288566147,13.58802338
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2095,0.180398967,7.654132392
China,NoDAC,electricity,biomass,biomass (IGCC CCS),2100,0.126167907,5.168013516
China,NoDAC,electricity,coal,coal (conv pul CCS),1990,0,NA
China,NoDAC,electricity,coal,coal (conv pul CCS),2005,0,NA
China,NoDAC,electricity,coal,coal (conv pul CCS),2010,0,NA
China,NoDAC,electricity,coal,coal (conv pul CCS),2015,0,NA
China,NoDAC,electricity,coal,coal (conv pul CCS),2020,0,NA
China,NoDAC,electricity,coal,coal (conv pul CCS),2025,0,0
China,NoDAC,electricity,coal,coal (conv pul CCS),2030,-3.08E-06,-0.000664746
China,NoDAC,electricity,coal,coal (conv pul CCS),2035,0.019138219,0.151192799
China,NoDAC,electricity,coal,coal (conv pul CCS),2040,0.159275731,0.731267889
China,NoDAC,electricity,coal,coal (conv pul CCS),2045,0.81910596,2.690680951
China,NoDAC,electricity,coal,coal (conv pul CCS),2050,2.721750023,7.50848413
China,NoDAC,electricity,coal,coal (conv pul CCS),2055,1.560310036,3.904660113
China,NoDAC,electricity,coal,coal (conv pul CCS),2060,-2.728877907,-6.378354202
China,NoDAC,electricity,coal,coal (conv pul CCS),2065,-5.008697148,-10.9343405
China,NoDAC,electricity,coal,coal (conv pul CCS),2070,-6.115559368,-13.01198885
China,NoDAC,electricity,coal,coal (conv pul CCS),2075,-8.450987273,-17.67530827
China,NoDAC,electricity,coal,coal (conv pul CCS),2080,-10.80514926,-22.38521848
China,NoDAC,electricity,coal,coal (conv pul CCS),2085,-14.35435911,-29.84310055
China,NoDAC,electricity,coal,coal (conv pul CCS),2090,-18.28062638,-38.11581154
China,NoDAC,electricity,coal,coal (conv pul CCS),2095,-13.51202732,-34.57210322
China,NoDAC,electricity,coal,coal (conv pul CCS),2100,-9.44844176,-29.50345186
China,NoDAC,electricity,coal,coal (IGCC CCS),1990,0,NA
China,NoDAC,electricity,coal,coal (IGCC CCS),2005,0,NA
China,NoDAC,electricity,coal,coal (IGCC CCS),2010,0,NA
China,NoDAC,electricity,coal,coal (IGCC CCS),2015,0,NA
China,NoDAC,electricity,coal,coal (IGCC CCS),2020,0,NA
China,NoDAC,electricity,coal,coal (IGCC CCS),2025,0,0
China,NoDAC,electricity,coal,coal (IGCC CCS),2030,-6.75E-07,-0.001126846
China,NoDAC,electricity,coal,coal (IGCC CCS),2035,0.003152535,0.147333357
China,NoDAC,electricity,coal,coal (IGCC CCS),2040,0.030394946,0.772315888
China,NoDAC,electricity,coal,coal (IGCC CCS),2045,0.178627163,3.043714115
China,NoDAC,electricity,coal,coal (IGCC CCS),2050,0.689423356,9.443369047
China,NoDAC,electricity,coal,coal (IGCC CCS),2055,0.517179462,6.22517612
China,NoDAC,electricity,coal,coal (IGCC CCS),2060,-0.216094596,-2.365568834
China,NoDAC,electricity,coal,coal (IGCC CCS),2065,-0.493617725,-4.905748575
China,NoDAC,electricity,coal,coal (IGCC CCS),2070,-0.681761722,-6.494030206
China,NoDAC,electricity,coal,coal (IGCC CCS),2075,-0.981151133,-9.056072887
China,NoDAC,electricity,coal,coal (IGCC CCS),2080,-1.238538636,-11.19600871
China,NoDAC,electricity,coal,coal (IGCC CCS),2085,-1.829782817,-16.37530289
China,NoDAC,electricity,coal,coal (IGCC CCS),2090,-2.57845269,-22.8773273
China,NoDAC,electricity,coal,coal (IGCC CCS),2095,-2.12863368,-21.2669007
China,NoDAC,electricity,coal,coal (IGCC CCS),2100,-1.64143517,-18.75011334
China,NoDAC,electricity,coal,coal (conv pul),1990,0,0
China,NoDAC,electricity,coal,coal (conv pul),2005,0,0
China,NoDAC,electricity,coal,coal (conv pul),2010,0,0
China,NoDAC,electricity,coal,coal (conv pul),2015,0,0
China,NoDAC,electricity,coal,coal (conv pul),2020,1.01E-05,1.04E-05
China,NoDAC,electricity,coal,coal (conv pul),2025,-1.00E-05,-9.83E-06
China,NoDAC,electricity,coal,coal (conv pul),2030,-7.54E-05,-7.30E-05
China,NoDAC,electricity,coal,coal (conv pul),2035,-0.0359235,-0.046934953
China,NoDAC,electricity,coal,coal (conv pul),2040,-0.42177779,-0.940011359
China,NoDAC,electricity,coal,coal (conv pul),2045,-1.93354235,-10.17069834
China,NoDAC,electricity,coal,coal (conv pul),2050,-4.258458474,-73.71909529
China,NoDAC,electricity,coal,coal (conv pul),2055,-2.070644834,-96.77801706
China,NoDAC,electricity,coal,coal (conv pul),2060,-1.12861085,-99.24124416
China,NoDAC,electricity,coal,coal (conv pul),2065,-1.845478326,-99.67346754
China,NoDAC,electricity,coal,coal (conv pul),2070,-1.936873534,-99.68244764
China,NoDAC,electricity,coal,coal (conv pul),2075,-1.678723073,-99.66306277
China,NoDAC,electricity,coal,coal (conv pul),2080,-0.934738102,-99.68278064
China,NoDAC,electricity,coal,coal (conv pul),2085,-0.406428016,-99.7381616
China,NoDAC,electricity,coal,coal (conv pul),2090,-0.117346064,-99.80210287
China,NoDAC,electricity,coal,coal (conv pul),2095,-0.041368836,-99.88676887
China,NoDAC,electricity,coal,coal (conv pul),2100,-0.019818474,-99.9405083
China,NoDAC,electricity,coal,coal (IGCC),1990,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2005,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2010,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2015,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2020,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2025,0,0
China,NoDAC,electricity,coal,coal (IGCC),2030,-2.22E-05,-0.000729563
China,NoDAC,electricity,coal,coal (IGCC),2035,-0.0011709,-0.030126384
China,NoDAC,electricity,coal,coal (IGCC),2040,-0.01738497,-0.517864545
China,NoDAC,electricity,coal,coal (IGCC),2045,-0.16401458,-7.819076886
China,NoDAC,electricity,coal,coal (IGCC),2050,-0.600721941,-71.69644176
China,NoDAC,electricity,coal,coal (IGCC),2055,-0.345062912,-96.64706068
China,NoDAC,electricity,coal,coal (IGCC),2060,-0.205408619,-99.22455107
China,NoDAC,electricity,coal,coal (IGCC),2065,-0.352530872,-99.6623385
China,NoDAC,electricity,coal,coal (IGCC),2070,-0.382364812,-99.67218532
China,NoDAC,electricity,coal,coal (IGCC),2075,-0.357595701,-99.65393013
China,NoDAC,electricity,coal,coal (IGCC),2080,-0.303143656,-99.67577166
China,NoDAC,electricity,coal,coal (IGCC),2085,-0.15857491,-99.7371965
China,NoDAC,electricity,coal,coal (IGCC),2090,-0.071926038,-99.80303699
China,NoDAC,electricity,coal,coal (IGCC),2095,-0.030662939,-99.88389705
China,NoDAC,electricity,coal,coal (IGCC),2100,-0.016060776,-99.93706801
China,NoDAC,electricity,geothermal,geothermal,1990,0,0
China,NoDAC,electricity,geothermal,geothermal,2005,0,0
China,NoDAC,electricity,geothermal,geothermal,2010,0,0
China,NoDAC,electricity,geothermal,geothermal,2015,0,0
China,NoDAC,electricity,geothermal,geothermal,2020,0,0
China,NoDAC,electricity,geothermal,geothermal,2025,9.00E-08,5.62E-05
China,NoDAC,electricity,geothermal,geothermal,2030,2.01E-07,0.000125354
China,NoDAC,electricity,geothermal,geothermal,2035,-3.42E-06,-0.00224459
China,NoDAC,electricity,geothermal,geothermal,2040,-6.59E-05,-0.042709684
China,NoDAC,electricity,geothermal,geothermal,2045,-0.000340108,-0.220487381
China,NoDAC,electricity,geothermal,geothermal,2050,-0.001486235,-0.958608762
China,NoDAC,electricity,geothermal,geothermal,2055,-2.96E-05,-0.019017679
China,NoDAC,electricity,geothermal,geothermal,2060,0.002084777,1.338872728
China,NoDAC,electricity,geothermal,geothermal,2065,-0.000646262,-0.419407445
China,NoDAC,electricity,geothermal,geothermal,2070,0.00028355,0.181572323
China,NoDAC,electricity,geothermal,geothermal,2075,-0.000332437,-0.21257217
China,NoDAC,electricity,geothermal,geothermal,2080,-0.001898884,-1.206665228
China,NoDAC,electricity,geothermal,geothermal,2085,0.000548155,0.346771058
China,NoDAC,electricity,geothermal,geothermal,2090,0.001360623,0.859286513
China,NoDAC,electricity,geothermal,geothermal,2095,-0.000122723,-0.080123793
China,NoDAC,electricity,geothermal,geothermal,2100,0.000501912,0.323830323
China,NoDAC,electricity,nuclear,Gen_III,1990,0,NA
China,NoDAC,electricity,nuclear,Gen_III,2005,0,NA
China,NoDAC,electricity,nuclear,Gen_III,2010,0,NA
China,NoDAC,electricity,nuclear,Gen_III,2015,0,NA
China,NoDAC,electricity,nuclear,Gen_III,2020,0,0
China,NoDAC,electricity,nuclear,Gen_III,2025,-1.00E-06,-2.40E-05
China,NoDAC,electricity,nuclear,Gen_III,2030,-4.20E-05,-0.000648182
China,NoDAC,electricity,nuclear,Gen_III,2035,0.009528,0.049787551
China,NoDAC,electricity,nuclear,Gen_III,2040,0.114297,0.40720847
China,NoDAC,electricity,nuclear,Gen_III,2045,0.742568,1.981950131
China,NoDAC,electricity,nuclear,Gen_III,2050,3.450689,7.702418425
China,NoDAC,electricity,nuclear,Gen_III,2055,3.415153,6.853043851
China,NoDAC,electricity,nuclear,Gen_III,2060,1.551324,2.877168078
China,NoDAC,electricity,nuclear,Gen_III,2065,1.775663,3.032607883
China,NoDAC,electricity,nuclear,Gen_III,2070,1.454292,2.386340612
China,NoDAC,electricity,nuclear,Gen_III,2075,1.466845,2.333514726
China,NoDAC,electricity,nuclear,Gen_III,2080,2.171226,3.48150728
China,NoDAC,electricity,nuclear,Gen_III,2085,1.839108,3.006623207
China,NoDAC,electricity,nuclear,Gen_III,2090,1.1093114,1.853085367
China,NoDAC,electricity,nuclear,Gen_III,2095,0.1803002,0.351005148
China,NoDAC,electricity,nuclear,Gen_III,2100,-0.5070961,-1.120874626
China,NoDAC,electricity,solar,PV,1990,0,0
China,NoDAC,electricity,solar,PV,2005,0,0
China,NoDAC,electricity,solar,PV,2010,0,0
China,NoDAC,electricity,solar,PV,2015,0,0
China,NoDAC,electricity,solar,PV,2020,1.00E-09,5.34E-05
China,NoDAC,electricity,solar,PV,2025,-9.00E-09,-0.000183438
China,NoDAC,electricity,solar,PV,2030,-7.90E-08,-0.000732521
China,NoDAC,electricity,solar,PV,2035,1.24E-05,0.034827181
China,NoDAC,electricity,solar,PV,2040,0.000109021,0.230670412
China,NoDAC,electricity,solar,PV,2045,0.000542801,0.991718979
China,NoDAC,electricity,solar,PV,2050,0.00241469,4.090868585
China,NoDAC,electricity,solar,PV,2055,0.00256694,4.256715636
China,NoDAC,electricity,solar,PV,2060,0.00067836,1.153672881
China,NoDAC,electricity,solar,PV,2065,0.00183022,4.240156779
China,NoDAC,electricity,solar,PV,2070,0.00096976,2.568027193
China,NoDAC,electricity,solar,PV,2075,0.00067441,1.914126149
China,NoDAC,electricity,solar,PV,2080,0.00106451,3.116256195
China,NoDAC,electricity,solar,PV,2085,7.69E-05,0.232737407
China,NoDAC,electricity,solar,PV,2090,3.98E-05,0.126353527
China,NoDAC,electricity,solar,PV,2095,-0.001041808,-3.282223704
China,NoDAC,electricity,solar,PV,2100,-0.000804088,-2.580742068
China,NoDAC,electricity,solar,CSP_storage,1990,0,NA
China,NoDAC,electricity,solar,CSP_storage,2005,0,NA
China,NoDAC,electricity,solar,CSP_storage,2010,0,NA
China,NoDAC,electricity,solar,CSP_storage,2015,0,NA
China,NoDAC,electricity,solar,CSP_storage,2020,0,NA
China,NoDAC,electricity,solar,CSP_storage,2025,-1.00E-08,-0.000483796
China,NoDAC,electricity,solar,CSP_storage,2030,-1.20E-07,-0.001345915
China,NoDAC,electricity,solar,CSP_storage,2035,0.000143884,0.093453606
China,NoDAC,electricity,solar,CSP_storage,2040,0.00313698,0.84167114
China,NoDAC,electricity,solar,CSP_storage,2045,0.030639878,4.089997371
China,NoDAC,electricity,solar,CSP_storage,2050,0.18251901,15.95214467
China,NoDAC,electricity,solar,CSP_storage,2055,0.177647885,11.8873324
China,NoDAC,electricity,solar,CSP_storage,2060,0.015873137,0.872601152
China,NoDAC,electricity,solar,CSP_storage,2065,0.056778164,2.790348609
China,NoDAC,electricity,solar,CSP_storage,2070,0.042176925,2.093515651
China,NoDAC,electricity,solar,CSP_storage,2075,0.031808005,1.754275824
China,NoDAC,electricity,solar,CSP_storage,2080,-0.031911436,-2.057674201
China,NoDAC,electricity,solar,CSP_storage,2085,-0.049742812,-3.821110829
China,NoDAC,electricity,solar,CSP_storage,2090,0.051567541,4.849747635
China,NoDAC,electricity,solar,CSP_storage,2095,0.002006014,0.184182288
China,NoDAC,electricity,solar,CSP_storage,2100,-0.032113992,-2.734984464
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),1990,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2005,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2010,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2015,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2020,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2025,5.13E-08,0.004037345
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2030,1.20E-07,0.008826151
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2035,-5.19E-05,-0.183878313
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2040,-0.001951241,-7.147701909
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2045,-0.006320794,-20.67598517
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2050,0.009100546,12.01626878
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2055,0.148832005,105.0888136
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2060,0.21894655,98.62295058
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2065,0.443005281,540.7653516
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2070,0.384546477,678.4796634
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2075,0.096964903,181.1962288
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2080,0.030872274,50.20709215
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2085,0.040325626,53.05596787
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2090,0.069043641,67.71326386
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2095,0.075099095,66.40320247
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2100,0.043233258,31.70450511
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),1990,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2005,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2010,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2015,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2020,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2025,1.85E-08,0.004435111
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2030,6.27E-08,0.009855929
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2035,1.40E-05,0.150344171
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2040,-0.000368993,-2.398389929
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2045,-0.00261667,-11.12270271
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2050,0.011509542,22.56637364
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2055,0.04998647,58.8861532
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2060,0.045851021,36.96515916
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2065,0.109894202,122.7054144
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2070,0.1367937,185.4005425
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2075,0.068899807,94.38939653
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2080,0.024963415,29.93848521
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2085,0.035774415,34.69070332
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2090,0.055254693,41.89204492
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2095,0.052712896,35.17334343
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2100,0.031887728,18.65493782
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),1990,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2005,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2010,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2015,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2020,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2025,4.92E-07,0.008095777
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2030,2.50E-06,0.024022002
