region,scenario,sector,subsector,technology,year,cost
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2015,9.62776
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul),2015,7.47281
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2015,4.01141
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC),2015,5.65529
Taiwan,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2015,7.8282
Taiwan,Reference_CI_IPSL,electricity,geothermal,geothermal,2015,7.54503
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_III,2015,9.00177
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2015,9.76574
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2015,4.77598
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2015,1.71515
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2015,15.6181
Taiwan,Reference_CI_IPSL,electricity,solar,CSP,2015,15.235
Taiwan,Reference_CI_IPSL,electricity,solar,CSP_storage,2015,15.2705
Taiwan,Reference_CI_IPSL,electricity,solar,PV,2015,14.4472
Taiwan,Reference_CI_IPSL,electricity,solar,PV_storage,2015,44.6183
Taiwan,Reference_CI_IPSL,electricity,wind,wind,2015,7.42029
Taiwan,Reference_CI_IPSL,electricity,wind,wind_offshore,2015,15.0074
Taiwan,Reference_CI_IPSL,electricity,wind,wind_storage,2015,24.2094
China,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2020,14.5022
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2020,21.6708
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2020,16.5627
China,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2020,11.4479
China,Reference_CI_IPSL,electricity,biomass,biomass (conv),2020,14.0599
China,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2020,12.7177
China,Reference_CI_IPSL,electricity,coal,coal (IGCC),2020,8.20422
China,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2020,9.49152
China,Reference_CI_IPSL,electricity,coal,coal (conv pul),2020,7.20713
China,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2020,9.21684
China,Reference_CI_IPSL,electricity,gas,gas (CC),2020,6.17275
China,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2020,8.75929
China,Reference_CI_IPSL,electricity,geothermal,geothermal,2020,10.8228
China,Reference_CI_IPSL,electricity,nuclear,Gen_III,2020,9.63535
China,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2020,9.81849
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2020,18.3011
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2020,12.68
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2020,18.8048
China,Reference_CI_IPSL,electricity,solar,CSP,2020,19.2858
China,Reference_CI_IPSL,electricity,solar,CSP_storage,2020,16.0071
China,Reference_CI_IPSL,electricity,solar,PV,2020,8.75608
China,Reference_CI_IPSL,electricity,solar,PV_storage,2020,30.0585
China,Reference_CI_IPSL,electricity,wind,wind,2020,6.69739
China,Reference_CI_IPSL,electricity,wind,wind_offshore,2020,13.1422
China,Reference_CI_IPSL,electricity,wind,wind_storage,2020,19.1254
Taiwan,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2020,17.0063
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2020,21.7445
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2020,16.2991
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2020,11.4479
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv),2020,13.9474
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2020,13.1164
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC),2020,8.24615
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2020,9.49152
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul),2020,7.25115
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2020,8.38717
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC),2020,5.34494
Taiwan,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2020,7.51945
Taiwan,Reference_CI_IPSL,electricity,geothermal,geothermal,2020,11.9929
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_III,2020,9.61008
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2020,9.79322
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2020,18.4789
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2020,12.6622
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2020,18.7949
Taiwan,Reference_CI_IPSL,electricity,solar,CSP,2020,12.1687
Taiwan,Reference_CI_IPSL,electricity,solar,CSP_storage,2020,12.3648
Taiwan,Reference_CI_IPSL,electricity,solar,PV,2020,10.5028
Taiwan,Reference_CI_IPSL,electricity,solar,PV_storage,2020,36.0602
Taiwan,Reference_CI_IPSL,electricity,wind,wind,2020,7.22315
Taiwan,Reference_CI_IPSL,electricity,wind,wind_offshore,2020,12.8432
Taiwan,Reference_CI_IPSL,electricity,wind,wind_storage,2020,21.0432
China,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2025,12.343
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2025,20.6499
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2025,16.0697
China,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2025,20.1786
China,Reference_CI_IPSL,electricity,biomass,biomass (conv),2025,13.8906
China,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2025,12.2584
China,Reference_CI_IPSL,electricity,coal,coal (IGCC),2025,8.04882
China,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2025,11.4354
China,Reference_CI_IPSL,electricity,coal,coal (conv pul),2025,7.16318
China,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2025,9.02059
China,Reference_CI_IPSL,electricity,gas,gas (CC),2025,6.16738
China,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2025,8.82195
China,Reference_CI_IPSL,electricity,geothermal,geothermal,2025,13.1129
China,Reference_CI_IPSL,electricity,nuclear,Gen_III,2025,9.53714
China,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2025,9.853
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2025,17.6175
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2025,12.6859
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2025,18.8872
China,Reference_CI_IPSL,electricity,solar,CSP,2025,16.0395
China,Reference_CI_IPSL,electricity,solar,CSP_storage,2025,13.5272
China,Reference_CI_IPSL,electricity,solar,PV,2025,6.82899
China,Reference_CI_IPSL,electricity,solar,PV_storage,2025,24.8797
China,Reference_CI_IPSL,electricity,wind,wind,2025,6.33637
China,Reference_CI_IPSL,electricity,wind,wind_offshore,2025,11.4695
China,Reference_CI_IPSL,electricity,wind,wind_storage,2025,16.7646
Taiwan,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2025,14.2379
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2025,20.7478
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2025,15.7742
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2025,20.5754
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv),2025,13.7322
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2025,12.712
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC),2025,8.09573
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2025,12.0434
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul),2025,7.21172
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2025,8.1165
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC),2025,5.22427
Taiwan,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2025,7.40956
Taiwan,Reference_CI_IPSL,electricity,geothermal,geothermal,2025,14.1836
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_III,2025,9.50907
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2025,9.82493
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2025,17.586
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2025,12.4644
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2025,18.5691
Taiwan,Reference_CI_IPSL,electricity,solar,CSP,2025,10.1029
Taiwan,Reference_CI_IPSL,electricity,solar,CSP_storage,2025,10.4487
Taiwan,Reference_CI_IPSL,electricity,solar,PV,2025,8.16372
Taiwan,Reference_CI_IPSL,electricity,solar,PV_storage,2025,29.8473
Taiwan,Reference_CI_IPSL,electricity,wind,wind,2025,6.95686
Taiwan,Reference_CI_IPSL,electricity,wind,wind_offshore,2025,11.0508
Taiwan,Reference_CI_IPSL,electricity,wind,wind_storage,2025,18.5696
China,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2030,11.1914
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2030,19.7309
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2030,15.5726
China,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2030,19.3411
China,Reference_CI_IPSL,electricity,biomass,biomass (conv),2030,13.6067
China,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2030,11.9029
China,Reference_CI_IPSL,electricity,coal,coal (IGCC),2030,7.93828
China,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2030,11.3343
China,Reference_CI_IPSL,electricity,coal,coal (conv pul),2030,7.14339
China,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2030,8.61222
China,Reference_CI_IPSL,electricity,gas,gas (CC),2030,5.9363
China,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2030,8.53158
China,Reference_CI_IPSL,electricity,geothermal,geothermal,2030,14.776
China,Reference_CI_IPSL,electricity,nuclear,Gen_III,2030,9.44999
China,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2030,9.88942
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2030,16.9864
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2030,12.565
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2030,18.7274
China,Reference_CI_IPSL,electricity,solar,CSP,2030,14.0487
China,Reference_CI_IPSL,electricity,solar,CSP_storage,2030,11.8085
China,Reference_CI_IPSL,electricity,solar,PV,2030,5.81304
China,Reference_CI_IPSL,electricity,solar,PV_storage,2030,21.1405
China,Reference_CI_IPSL,electricity,wind,wind,2030,6.09926
China,Reference_CI_IPSL,electricity,wind,wind_offshore,2030,10.2577
China,Reference_CI_IPSL,electricity,wind,wind_storage,2030,15.0005
Taiwan,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2030,12.6319
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2030,19.9095
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2030,15.2976
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2030,19.8308
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv),2030,13.4669
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2030,12.3809
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC),2030,7.9618
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2030,11.9636
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul),2030,7.1672
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2030,7.81484
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC),2030,5.04649
Taiwan,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2030,7.19858
Taiwan,Reference_CI_IPSL,electricity,geothermal,geothermal,2030,14.8429
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_III,2030,9.42029
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2030,9.85972
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2030,16.8347
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2030,12.2039
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2030,18.1988
Taiwan,Reference_CI_IPSL,electricity,solar,CSP,2030,8.77096
Taiwan,Reference_CI_IPSL,electricity,solar,CSP_storage,2030,9.12065
Taiwan,Reference_CI_IPSL,electricity,solar,PV,2030,6.7865
Taiwan,Reference_CI_IPSL,electricity,solar,PV_storage,2030,25.3615
Taiwan,Reference_CI_IPSL,electricity,wind,wind,2030,6.78198
Taiwan,Reference_CI_IPSL,electricity,wind,wind_offshore,2030,9.72951
Taiwan,Reference_CI_IPSL,electricity,wind,wind_storage,2030,16.7123
China,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2035,11.1645
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2035,18.3326
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2035,15.2917
China,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2035,17.8651
China,Reference_CI_IPSL,electricity,biomass,biomass (conv),2035,13.538
China,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2035,11.6661
China,Reference_CI_IPSL,electricity,coal,coal (IGCC),2035,8.6085
China,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2035,11.3087
China,Reference_CI_IPSL,electricity,coal,coal (conv pul),2035,7.93177
China,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2035,8.46584
China,Reference_CI_IPSL,electricity,gas,gas (CC),2035,6.18287
China,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2035,8.93347
China,Reference_CI_IPSL,electricity,geothermal,geothermal,2035,15.8896
China,Reference_CI_IPSL,electricity,nuclear,Gen_III,2035,9.37099
China,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2035,9.92941
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2035,16.553
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2035,12.9075
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2035,19.2667
China,Reference_CI_IPSL,electricity,solar,CSP,2035,13.0539
China,Reference_CI_IPSL,electricity,solar,CSP_storage,2035,10.6056
China,Reference_CI_IPSL,electricity,solar,PV,2035,5.62656
China,Reference_CI_IPSL,electricity,solar,PV_storage,2035,18.4104
China,Reference_CI_IPSL,electricity,wind,wind,2035,5.95173
China,Reference_CI_IPSL,electricity,wind,wind_offshore,2035,9.42694
China,Reference_CI_IPSL,electricity,wind,wind_storage,2035,13.7007
Taiwan,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2035,11.963
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2035,18.8518
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2035,15.1899
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2035,18.7847
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv),2035,13.6097
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2035,12.2743
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC),2035,8.60941
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2035,12.0822
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul),2035,7.9334
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2035,7.68396
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC),2035,5.24023
Taiwan,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2035,7.52117
Taiwan,Reference_CI_IPSL,electricity,geothermal,geothermal,2035,15.9458
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_III,2035,9.33975
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2035,9.89817
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2035,16.4538
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2035,12.5153
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2035,18.6932
Taiwan,Reference_CI_IPSL,electricity,solar,CSP,2035,7.90734
Taiwan,Reference_CI_IPSL,electricity,solar,CSP_storage,2035,8.19105
Taiwan,Reference_CI_IPSL,electricity,solar,PV,2035,6.08071
Taiwan,Reference_CI_IPSL,electricity,solar,PV_storage,2035,22.0863
Taiwan,Reference_CI_IPSL,electricity,wind,wind,2035,6.73738
Taiwan,Reference_CI_IPSL,electricity,wind,wind_offshore,2035,8.78636
Taiwan,Reference_CI_IPSL,electricity,wind,wind_storage,2035,15.4103
China,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2040,11.5874
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2040,17.4853
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2040,15.4407
China,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2040,17.0338
China,Reference_CI_IPSL,electricity,biomass,biomass (conv),2040,13.9599
China,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2040,11.4818
China,Reference_CI_IPSL,electricity,coal,coal (IGCC),2040,9.27692
China,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2040,11.2982
China,Reference_CI_IPSL,electricity,coal,coal (conv pul),2040,8.71009
China,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2040,8.45057
China,Reference_CI_IPSL,electricity,gas,gas (CC),2040,6.54221
China,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2040,9.49112
China,Reference_CI_IPSL,electricity,geothermal,geothermal,2040,16.6897
China,Reference_CI_IPSL,electricity,nuclear,Gen_III,2040,9.29858
China,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2040,9.97142
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2040,16.2358
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2040,13.2518
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2040,19.7486
China,Reference_CI_IPSL,electricity,solar,CSP,2040,12.6679
China,Reference_CI_IPSL,electricity,solar,CSP_storage,2040,9.77052
China,Reference_CI_IPSL,electricity,solar,PV,2040,5.83769
China,Reference_CI_IPSL,electricity,solar,PV_storage,2040,16.4371
China,Reference_CI_IPSL,electricity,wind,wind,2040,5.86909
China,Reference_CI_IPSL,electricity,wind,wind_offshore,2040,8.85912
China,Reference_CI_IPSL,electricity,wind,wind_storage,2040,12.7299
Taiwan,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2040,11.9149
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2040,18.8571
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2040,15.6264
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2040,19.0822
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv),2040,14.3964
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2040,12.5995
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC),2040,9.26124
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2040,12.6534
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul),2040,8.69607
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2040,7.81622
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC),2040,5.52732
Taiwan,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2040,7.97108
Taiwan,Reference_CI_IPSL,electricity,geothermal,geothermal,2040,16.8662
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_III,2040,9.26739
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2040,9.94023
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2040,16.5025
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2040,12.9145
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2040,19.26
Taiwan,Reference_CI_IPSL,electricity,solar,CSP,2040,7.35628
Taiwan,Reference_CI_IPSL,electricity,solar,CSP_storage,2040,7.54602
Taiwan,Reference_CI_IPSL,electricity,solar,PV,2040,5.86662
Taiwan,Reference_CI_IPSL,electricity,solar,PV_storage,2040,19.719
Taiwan,Reference_CI_IPSL,electricity,wind,wind,2040,6.78223
Taiwan,Reference_CI_IPSL,electricity,wind,wind_offshore,2040,8.10302
Taiwan,Reference_CI_IPSL,electricity,wind,wind_storage,2040,14.5012
China,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2045,12.0256
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2045,17.1559
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2045,16.0464
China,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2045,16.8438
China,Reference_CI_IPSL,electricity,biomass,biomass (conv),2045,14.8985
China,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2045,11.4069
China,Reference_CI_IPSL,electricity,coal,coal (IGCC),2045,10.028
China,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2045,11.3711
China,Reference_CI_IPSL,electricity,coal,coal (conv pul),2045,9.56632
China,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2045,8.29845
China,Reference_CI_IPSL,electricity,gas,gas (CC),2045,6.76682
China,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2045,9.82648
China,Reference_CI_IPSL,electricity,geothermal,geothermal,2045,17.7491
China,Reference_CI_IPSL,electricity,nuclear,Gen_III,2045,9.2414
China,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2045,10.0195
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2045,15.9965
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2045,13.629
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2045,20.3283
China,Reference_CI_IPSL,electricity,solar,CSP,2045,12.6164
China,Reference_CI_IPSL,electricity,solar,CSP_storage,2045,9.18951
China,Reference_CI_IPSL,electricity,solar,PV,2045,6.21983
China,Reference_CI_IPSL,electricity,solar,PV_storage,2045,14.9856
China,Reference_CI_IPSL,electricity,wind,wind,2045,5.79197
China,Reference_CI_IPSL,electricity,wind,wind_offshore,2045,8.48691
China,Reference_CI_IPSL,electricity,wind,wind_storage,2045,11.9713
Taiwan,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2045,12.1784
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2045,19.4823
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2045,16.4354
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2045,20.1551
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv),2045,15.6034
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2045,13.2101
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC),2045,9.9827
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2045,13.5032
Taiwan,Reference_CI_IPSL,electricity,coal,coal (conv pul),2045,9.52159
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2045,8.01094
Taiwan,Reference_CI_IPSL,electricity,gas,gas (CC),2045,5.79234
Taiwan,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2045,8.3683
Taiwan,Reference_CI_IPSL,electricity,geothermal,geothermal,2045,17.8639
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_III,2045,9.20934
Taiwan,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2045,9.98744
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2045,16.7728
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2045,13.3773
Taiwan,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2045,19.9706
Taiwan,Reference_CI_IPSL,electricity,solar,CSP,2045,6.99351
Taiwan,Reference_CI_IPSL,electricity,solar,CSP_storage,2045,7.09703
Taiwan,Reference_CI_IPSL,electricity,solar,PV,2045,5.96588
Taiwan,Reference_CI_IPSL,electricity,solar,PV_storage,2045,17.9776
Taiwan,Reference_CI_IPSL,electricity,wind,wind,2045,6.82374
Taiwan,Reference_CI_IPSL,electricity,wind,wind_offshore,2045,7.62205
Taiwan,Reference_CI_IPSL,electricity,wind,wind_storage,2045,13.8162
China,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2050,12.3256
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2050,16.741
China,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2050,16.5884
China,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2050,16.5204
China,Reference_CI_IPSL,electricity,biomass,biomass (conv),2050,15.7325
China,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2050,11.2901
China,Reference_CI_IPSL,electricity,coal,coal (IGCC),2050,10.7722
China,Reference_CI_IPSL,electricity,coal,coal (conv pul CCS),2050,11.3614
China,Reference_CI_IPSL,electricity,coal,coal (conv pul),2050,10.4117
China,Reference_CI_IPSL,electricity,gas,gas (CC CCS),2050,8.15357
China,Reference_CI_IPSL,electricity,gas,gas (CC),2050,7.0155
China,Reference_CI_IPSL,electricity,gas,gas (steam/CT),2050,10.1815
China,Reference_CI_IPSL,electricity,geothermal,geothermal,2050,17.8472
China,Reference_CI_IPSL,electricity,nuclear,Gen_III,2050,9.19457
China,Reference_CI_IPSL,electricity,nuclear,Gen_II_LWR,2050,10.0733
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2050,15.6713
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (CC),2050,13.9254
China,Reference_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2050,20.7082
China,Reference_CI_IPSL,electricity,solar,CSP,2050,12.7141
China,Reference_CI_IPSL,electricity,solar,CSP_storage,2050,8.78852
China,Reference_CI_IPSL,electricity,solar,PV,2050,6.60945
China,Reference_CI_IPSL,electricity,solar,PV_storage,2050,13.9329
China,Reference_CI_IPSL,electricity,wind,wind,2050,5.78168
China,Reference_CI_IPSL,electricity,wind,wind_offshore,2050,8.27086
China,Reference_CI_IPSL,electricity,wind,wind_storage,2050,11.4148
Taiwan,Reference_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2050,12.4918
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2050,20.1186
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (IGCC),2050,17.0862
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv CCS),2050,21.2148
Taiwan,Reference_CI_IPSL,electricity,biomass,biomass (conv),2050,16.5871
Taiwan,Reference_CI_IPSL,electricity,coal,coal (IGCC CCS),2050,13.978
