region,scenario,sector,subsector,technology,year,cost
Taiwan,Policy_CI_NorESM,electricity,solar,CSP,2060,6.60788
Taiwan,Policy_CI_NorESM,electricity,solar,CSP_storage,2060,6.42037
Taiwan,Policy_CI_NorESM,electricity,solar,PV,2060,8.55997
Taiwan,Policy_CI_NorESM,electricity,solar,PV_storage,2060,15.1349
Taiwan,Policy_CI_NorESM,electricity,wind,wind,2060,9.70929
Taiwan,Policy_CI_NorESM,electricity,wind,wind_offshore,2060,7.86324
Taiwan,Policy_CI_NorESM,electricity,wind,wind_storage,2060,15.1953
China,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2065,11.906
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2065,14.1059
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2065,21.361
China,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2065,13.6479
China,Policy_CI_NorESM,electricity,biomass,biomass (conv),2065,21.9653
China,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2065,11.3059
China,Policy_CI_NorESM,electricity,coal,coal (IGCC),2065,17.7655
China,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2065,11.6274
China,Policy_CI_NorESM,electricity,coal,coal (conv pul),2065,17.9987
China,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2065,8.08253
China,Policy_CI_NorESM,electricity,gas,gas (CC),2065,9.90058
China,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2065,14.4116
China,Policy_CI_NorESM,electricity,geothermal,geothermal,2065,19.9423
China,Policy_CI_NorESM,electricity,nuclear,Gen_III,2065,9.1978
China,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2065,10.3558
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2065,15.7439
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2065,18.2191
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2065,26.9951
China,Policy_CI_NorESM,electricity,solar,CSP,2065,12.1594
China,Policy_CI_NorESM,electricity,solar,CSP_storage,2065,8.17844
China,Policy_CI_NorESM,electricity,solar,PV,2065,6.40338
China,Policy_CI_NorESM,electricity,solar,PV_storage,2065,12.2172
China,Policy_CI_NorESM,electricity,wind,wind,2065,6.09261
China,Policy_CI_NorESM,electricity,wind,wind_offshore,2065,8.32612
China,Policy_CI_NorESM,electricity,wind,wind_storage,2065,10.5831
Taiwan,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2065,14.3013
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2065,18.7759
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2065,21.6246
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2065,19.9282
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv),2065,22.6166
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2065,15.5181
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC),2065,17.7083
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2065,16.4408
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul),2065,17.9381
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2065,9.10348
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC),2065,9.22297
Taiwan,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2065,13.3923
Taiwan,Policy_CI_NorESM,electricity,geothermal,geothermal,2065,20.0966
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_III,2065,9.15455
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2065,10.3125
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2065,17.8421
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2065,17.923
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2065,26.5907
Taiwan,Policy_CI_NorESM,electricity,solar,CSP,2065,6.50859
Taiwan,Policy_CI_NorESM,electricity,solar,CSP_storage,2065,6.31286
Taiwan,Policy_CI_NorESM,electricity,solar,PV,2065,7.99012
Taiwan,Policy_CI_NorESM,electricity,solar,PV_storage,2065,14.6564
Taiwan,Policy_CI_NorESM,electricity,wind,wind,2065,8.0979
Taiwan,Policy_CI_NorESM,electricity,wind,wind_offshore,2065,7.54268
Taiwan,Policy_CI_NorESM,electricity,wind,wind_storage,2065,13.2962
China,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2070,11.514
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2070,14.8338
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2070,21.0689
China,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2070,14.7277
China,Policy_CI_NorESM,electricity,biomass,biomass (conv),2070,21.7084
China,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2070,11.4537
China,Policy_CI_NorESM,electricity,coal,coal (IGCC),2070,16.917
China,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2070,11.8316
China,Policy_CI_NorESM,electricity,coal,coal (conv pul),2070,17.1
China,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2070,7.97105
China,Policy_CI_NorESM,electricity,gas,gas (CC),2070,9.40525
China,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2070,13.6351
China,Policy_CI_NorESM,electricity,geothermal,geothermal,2070,17.7531
China,Policy_CI_NorESM,electricity,nuclear,Gen_III,2070,9.1849
China,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2070,10.4252
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2070,15.4364
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2070,17.3979
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2070,25.6577
China,Policy_CI_NorESM,electricity,solar,CSP,2070,11.8569
China,Policy_CI_NorESM,electricity,solar,CSP_storage,2070,8.07973
China,Policy_CI_NorESM,electricity,solar,PV,2070,6.12647
China,Policy_CI_NorESM,electricity,solar,PV_storage,2070,11.9121
China,Policy_CI_NorESM,electricity,wind,wind,2070,5.855
China,Policy_CI_NorESM,electricity,wind,wind_offshore,2070,7.89183
China,Policy_CI_NorESM,electricity,wind,wind_storage,2070,10.2845
Taiwan,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2070,13.9517
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2070,19.2623
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2070,21.3267
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2070,20.7056
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv),2070,22.3511
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2070,15.2223
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC),2070,16.6433
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2070,16.1555
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul),2070,16.8082
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2070,9.01346
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC),2070,8.82095
Taiwan,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2070,12.7582
Taiwan,Policy_CI_NorESM,electricity,geothermal,geothermal,2070,22.5384
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_III,2070,9.14185
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2070,10.3822
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2070,17.5805
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2070,17.2525
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2070,25.4777
Taiwan,Policy_CI_NorESM,electricity,solar,CSP,2070,6.45565
Taiwan,Policy_CI_NorESM,electricity,solar,CSP_storage,2070,6.23697
Taiwan,Policy_CI_NorESM,electricity,solar,PV,2070,7.71558
Taiwan,Policy_CI_NorESM,electricity,solar,PV_storage,2070,14.2904
Taiwan,Policy_CI_NorESM,electricity,wind,wind,2070,7.72354
Taiwan,Policy_CI_NorESM,electricity,wind,wind_offshore,2070,7.29973
Taiwan,Policy_CI_NorESM,electricity,wind,wind_storage,2070,12.764
China,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2075,11.2943
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2075,14.9004
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2075,20.8547
China,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2075,14.9461
China,Policy_CI_NorESM,electricity,biomass,biomass (conv),2075,21.5352
China,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2075,11.3944
China,Policy_CI_NorESM,electricity,coal,coal (IGCC),2075,16.5652
China,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2075,11.7895
China,Policy_CI_NorESM,electricity,coal,coal (conv pul),2075,16.7229
China,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2075,7.93077
China,Policy_CI_NorESM,electricity,gas,gas (CC),2075,9.25831
China,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2075,13.4144
China,Policy_CI_NorESM,electricity,geothermal,geothermal,2075,17.1751
China,Policy_CI_NorESM,electricity,nuclear,Gen_III,2075,9.18033
China,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2075,10.4985
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2075,15.3211
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2075,17.1476
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2075,25.2288
China,Policy_CI_NorESM,electricity,solar,CSP,2075,11.7165
China,Policy_CI_NorESM,electricity,solar,CSP_storage,2075,8.0139
China,Policy_CI_NorESM,electricity,solar,PV,2075,6.00756
China,Policy_CI_NorESM,electricity,solar,PV_storage,2075,11.6968
China,Policy_CI_NorESM,electricity,wind,wind,2075,5.66774
China,Policy_CI_NorESM,electricity,wind,wind_offshore,2075,7.54404
China,Policy_CI_NorESM,electricity,wind,wind_storage,2075,10.0214
Taiwan,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2075,13.8947
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2075,19.168
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2075,21.1513
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2075,20.7287
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv),2075,22.2251
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2075,14.9558
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC),2075,16.2667
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2075,15.877
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul),2075,16.4053
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2075,8.93022
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC),2075,8.69961
Taiwan,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2075,12.5761
Taiwan,Policy_CI_NorESM,electricity,geothermal,geothermal,2075,24.2385
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_III,2075,9.13734
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2075,10.4555
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2075,17.456
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2075,17.0883
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2075,25.1761
Taiwan,Policy_CI_NorESM,electricity,solar,CSP,2075,6.42696
Taiwan,Policy_CI_NorESM,electricity,solar,CSP_storage,2075,6.18639
Taiwan,Policy_CI_NorESM,electricity,solar,PV,2075,7.74752
Taiwan,Policy_CI_NorESM,electricity,solar,PV_storage,2075,14.0321
Taiwan,Policy_CI_NorESM,electricity,wind,wind,2075,7.69797
Taiwan,Policy_CI_NorESM,electricity,wind,wind_offshore,2075,7.13701
Taiwan,Policy_CI_NorESM,electricity,wind,wind_storage,2075,12.5873
China,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2080,11.2408
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2080,14.7638
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2080,20.7143
China,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2080,14.8401
China,Policy_CI_NorESM,electricity,biomass,biomass (conv),2080,21.4168
China,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2080,11.4533
China,Policy_CI_NorESM,electricity,coal,coal (IGCC),2080,16.5833
China,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2080,11.8734
China,Policy_CI_NorESM,electricity,coal,coal (conv pul),2080,16.7647
China,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2080,7.95786
China,Policy_CI_NorESM,electricity,gas,gas (CC),2080,9.28447
China,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2080,13.4189
China,Policy_CI_NorESM,electricity,geothermal,geothermal,2080,16.5712
China,Policy_CI_NorESM,electricity,nuclear,Gen_III,2080,9.1583
China,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2080,10.5542
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2080,15.2952
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2080,17.1475
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2080,25.2029
China,Policy_CI_NorESM,electricity,solar,CSP,2080,11.7084
China,Policy_CI_NorESM,electricity,solar,CSP_storage,2080,7.97285
China,Policy_CI_NorESM,electricity,solar,PV,2080,6.03345
China,Policy_CI_NorESM,electricity,solar,PV_storage,2080,11.5356
China,Policy_CI_NorESM,electricity,wind,wind,2080,5.55031
China,Policy_CI_NorESM,electricity,wind,wind_offshore,2080,7.34428
China,Policy_CI_NorESM,electricity,wind,wind_storage,2080,9.84009
Taiwan,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2080,14.0888
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2080,18.8921
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2080,21.0784
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2080,20.4052
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv),2080,22.1878
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2080,14.7899
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC),2080,16.264
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2080,15.707
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul),2080,16.4248
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2080,8.8873
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC),2080,8.73663
Taiwan,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2080,12.5996
Taiwan,Policy_CI_NorESM,electricity,geothermal,geothermal,2080,25.7759
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_III,2080,9.11516
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2080,10.5111
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2080,17.3261
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2080,17.102
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2080,25.1701
Taiwan,Policy_CI_NorESM,electricity,solar,CSP,2080,6.42085
Taiwan,Policy_CI_NorESM,electricity,solar,CSP_storage,2080,6.15477
Taiwan,Policy_CI_NorESM,electricity,solar,PV,2080,8.06183
Taiwan,Policy_CI_NorESM,electricity,solar,PV_storage,2080,13.8388
Taiwan,Policy_CI_NorESM,electricity,wind,wind,2080,7.97019
Taiwan,Policy_CI_NorESM,electricity,wind,wind_offshore,2080,7.14914
Taiwan,Policy_CI_NorESM,electricity,wind,wind_storage,2080,12.7196
China,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2085,11.1761
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2085,14.2411
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2085,20.6789
China,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2085,14.2687
China,Policy_CI_NorESM,electricity,biomass,biomass (conv),2085,21.4537
China,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2085,11.4497
China,Policy_CI_NorESM,electricity,coal,coal (IGCC),2085,17.0134
China,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2085,11.8695
China,Policy_CI_NorESM,electricity,coal,coal (conv pul),2085,17.2306
China,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2085,7.94133
China,Policy_CI_NorESM,electricity,gas,gas (CC),2085,9.46912
China,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2085,13.6566
China,Policy_CI_NorESM,electricity,geothermal,geothermal,2085,15.9493
China,Policy_CI_NorESM,electricity,nuclear,Gen_III,2085,9.13487
China,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2085,10.5995
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2085,15.2525
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2085,17.3853
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2085,25.4715
China,Policy_CI_NorESM,electricity,solar,CSP,2085,11.6873
China,Policy_CI_NorESM,electricity,solar,CSP_storage,2085,7.93987
China,Policy_CI_NorESM,electricity,solar,PV,2085,6.02653
China,Policy_CI_NorESM,electricity,solar,PV_storage,2085,11.4287
China,Policy_CI_NorESM,electricity,wind,wind,2085,5.4527
China,Policy_CI_NorESM,electricity,wind,wind_offshore,2085,7.17278
China,Policy_CI_NorESM,electricity,wind,wind_storage,2085,9.69126
Taiwan,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2085,14.2847
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2085,18.3402
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2085,21.1619
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2085,19.7867
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv),2085,22.3736
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2085,14.6253
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC),2085,16.6757
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2085,15.514
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul),2085,16.8716
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2085,8.81349
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC),2085,8.9235
Taiwan,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2085,12.8432
Taiwan,Policy_CI_NorESM,electricity,geothermal,geothermal,2085,25.5679
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_III,2085,9.09193
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2085,10.5565
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2085,17.1698
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2085,17.3143
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2085,25.4004
Taiwan,Policy_CI_NorESM,electricity,solar,CSP,2085,6.42557
Taiwan,Policy_CI_NorESM,electricity,solar,CSP_storage,2085,6.12947
Taiwan,Policy_CI_NorESM,electricity,solar,PV,2085,8.35854
Taiwan,Policy_CI_NorESM,electricity,solar,PV_storage,2085,13.7104
Taiwan,Policy_CI_NorESM,electricity,wind,wind,2085,8.30317
Taiwan,Policy_CI_NorESM,electricity,wind,wind_offshore,2085,7.14385
Taiwan,Policy_CI_NorESM,electricity,wind,wind_storage,2085,12.9526
China,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2090,11.0855
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2090,13.6481
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2090,20.4244
China,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2090,13.5969
China,Policy_CI_NorESM,electricity,biomass,biomass (conv),2090,21.1918
China,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2090,11.4318
China,Policy_CI_NorESM,electricity,coal,coal (IGCC),2090,17.2817
China,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2090,11.8498
China,Policy_CI_NorESM,electricity,coal,coal (conv pul),2090,17.4912
China,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2090,7.93739
China,Policy_CI_NorESM,electricity,gas,gas (CC),2090,9.59743
China,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2090,13.8132
China,Policy_CI_NorESM,electricity,geothermal,geothermal,2090,15.5126
China,Policy_CI_NorESM,electricity,nuclear,Gen_III,2090,9.11288
China,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2090,10.6461
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2090,15.1743
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2090,17.502
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2090,25.5752
China,Policy_CI_NorESM,electricity,solar,CSP,2090,11.6569
China,Policy_CI_NorESM,electricity,solar,CSP_storage,2090,7.91582
China,Policy_CI_NorESM,electricity,solar,PV,2090,6.00859
China,Policy_CI_NorESM,electricity,solar,PV_storage,2090,11.3402
China,Policy_CI_NorESM,electricity,wind,wind,2090,5.36389
China,Policy_CI_NorESM,electricity,wind,wind_offshore,2090,6.96038
China,Policy_CI_NorESM,electricity,wind,wind_storage,2090,9.56441
Taiwan,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2090,14.3043
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2090,17.7001
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2090,21.0068
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2090,19.02
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv),2090,22.2262
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2090,14.4592
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC),2090,16.935
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2090,15.3226
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul),2090,17.1224
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2090,8.77619
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC),2090,9.07599
Taiwan,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2090,13.0357
Taiwan,Policy_CI_NorESM,electricity,geothermal,geothermal,2090,26.404
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_III,2090,9.06849
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2090,10.6017
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2090,16.9749
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2090,17.3977
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2090,25.4565
Taiwan,Policy_CI_NorESM,electricity,solar,CSP,2090,6.41862
Taiwan,Policy_CI_NorESM,electricity,solar,CSP_storage,2090,6.11051
Taiwan,Policy_CI_NorESM,electricity,solar,PV,2090,8.41669
Taiwan,Policy_CI_NorESM,electricity,solar,PV_storage,2090,13.6043
Taiwan,Policy_CI_NorESM,electricity,wind,wind,2090,8.77709
Taiwan,Policy_CI_NorESM,electricity,wind,wind_offshore,2090,7.37457
Taiwan,Policy_CI_NorESM,electricity,wind,wind_storage,2090,13.2362
China,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2095,11.3147
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2095,13.2885
China,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2095,20.3082
China,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2095,13.199
China,Policy_CI_NorESM,electricity,biomass,biomass (conv),2095,21.0802
China,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2095,11.4233
China,Policy_CI_NorESM,electricity,coal,coal (IGCC),2095,17.4815
China,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2095,11.8245
China,Policy_CI_NorESM,electricity,coal,coal (conv pul),2095,17.7042
China,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2095,7.9555
China,Policy_CI_NorESM,electricity,gas,gas (CC),2095,9.71095
China,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2095,13.9385
China,Policy_CI_NorESM,electricity,geothermal,geothermal,2095,19.2485
China,Policy_CI_NorESM,electricity,nuclear,Gen_III,2095,9.08966
China,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2095,10.687
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2095,15.1023
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2095,17.553
China,Policy_CI_NorESM,electricity,refined liquids,refined liquids (steam/CT),2095,25.6165
China,Policy_CI_NorESM,electricity,solar,CSP,2095,11.8416
China,Policy_CI_NorESM,electricity,solar,CSP_storage,2095,7.89855
China,Policy_CI_NorESM,electricity,solar,PV,2095,6.23139
China,Policy_CI_NorESM,electricity,solar,PV_storage,2095,11.2873
China,Policy_CI_NorESM,electricity,wind,wind,2095,5.47828
China,Policy_CI_NorESM,electricity,wind,wind_offshore,2095,7.2606
China,Policy_CI_NorESM,electricity,wind,wind_storage,2095,9.54635
Taiwan,Policy_CI_NorESM,elect_td_bld,rooftop_pv,rooftop_pv,2095,14.558
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC CCS),2095,17.2197
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (IGCC),2095,20.9328
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv CCS),2095,18.453
Taiwan,Policy_CI_NorESM,electricity,biomass,biomass (conv),2095,22.1677
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC CCS),2095,14.3552
Taiwan,Policy_CI_NorESM,electricity,coal,coal (IGCC),2095,17.1948
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul CCS),2095,15.1882
Taiwan,Policy_CI_NorESM,electricity,coal,coal (conv pul),2095,17.4011
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC CCS),2095,8.78901
Taiwan,Policy_CI_NorESM,electricity,gas,gas (CC),2095,9.2489
Taiwan,Policy_CI_NorESM,electricity,gas,gas (steam/CT),2095,13.2521
Taiwan,Policy_CI_NorESM,electricity,geothermal,geothermal,2095,23.5276
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_III,2095,9.04716
Taiwan,Policy_CI_NorESM,electricity,nuclear,Gen_II_LWR,2095,10.6445
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC CCS),2095,16.8157
Taiwan,Policy_CI_NorESM,electricity,refined liquids,refined liquids (CC),2095,17.4553
