"region","Name","sector","year","Difference","Rel_Dif"
"China","NoDAC","regional oil",2025,9.99999999962142e-06,0.000218354437281431
"China","NoDAC","regional oil",2030,0.000109999999999388,0.00227313117618809
"China","NoDAC","regional oil",2035,0.00234999999999985,0.0465628677971177
"China","NoDAC","regional oil",2040,0.0305799999999996,0.603535557875658
"China","NoDAC","regional oil",2045,0.166440000000001,3.40901410181574
"China","NoDAC","regional oil",2050,0.143706,3.21249893815359
"China","NoDAC","regional oil",2055,-0.630387,-15.7147073648754
"China","NoDAC","regional oil",2060,-1.696836,-46.5537179493863
"China","NoDAC","regional oil",2065,-1.643862,-45.1622846781505
"China","NoDAC","regional oil",2070,-1.812995,-49.3446103180327
"China","NoDAC","regional oil",2075,-1.851747,-50.9088134866305
"China","NoDAC","regional oil",2080,-1.980203,-54.8628431000424
"China","NoDAC","regional oil",2085,-1.978492,-55.0287313163004
"China","NoDAC","regional oil",2090,-2.011994,-55.779642033357
"China","NoDAC","regional oil",2095,-2.010754,-55.9336725184915
"China","NoDAC","regional oil",2100,-1.957156,-55.3716707501316
"Global","NoDAC","biomass",1990,0,NA
"Global","NoDAC","biomass",2005,0,NA
"Global","NoDAC","biomass",2010,0,NA
"Global","NoDAC","biomass",2015,0,NA
"Global","NoDAC","biomass",2020,2.79862952701215e-05,0.000844644402447823
"Global","NoDAC","biomass",2025,0.000323820637699868,0.00714952703559934
"Global","NoDAC","biomass",2030,0.00655403200440041,0.0820806010841223
"Global","NoDAC","biomass",2035,0.216147504790801,1.11566387341344
"Global","NoDAC","biomass",2040,2.6613844244056,7.91443816308906
"Global","NoDAC","biomass",2045,11.0854162672765,23.5914090469392
"Global","NoDAC","biomass",2050,25.7365242471466,44.6670904895128
"Global","NoDAC","biomass",2055,41.9672657844097,68.9797038751351
"Global","NoDAC","biomass",2060,63.8656825934179,99.6222730603051
"Global","NoDAC","biomass",2065,65.4191772898144,101.05867464473
"Global","NoDAC","biomass",2070,68.2668578687336,103.56376009798
"Global","NoDAC","biomass",2075,74.3620919450182,109.376626413756
"Global","NoDAC","biomass",2080,79.1715297891263,111.453340120422
"Global","NoDAC","biomass",2085,83.6579612260088,113.02547938978
"Global","NoDAC","biomass",2090,88.02089679005,113.976224449846
"Global","NoDAC","biomass",2095,92.403922285175,114.788229330279
"Global","NoDAC","biomass",2100,96.7997958054122,114.555157211329
"Global","NoDAC","nuclearFuelGenIII",1990,0,NA
"Global","NoDAC","nuclearFuelGenIII",2005,0,NA
"Global","NoDAC","nuclearFuelGenIII",2010,0,NA
"Global","NoDAC","nuclearFuelGenIII",2015,0,NA
"Global","NoDAC","nuclearFuelGenIII",2020,-1.0155077699997e-05,-0.00458066163076604
"Global","NoDAC","nuclearFuelGenIII",2025,-8.55101899999156e-06,-0.00202523400221182
"Global","NoDAC","nuclearFuelGenIII",2030,1.76157900000362e-05,0.00288635740520046
"Global","NoDAC","nuclearFuelGenIII",2035,0.000465840382000149,0.0463493834398552
"Global","NoDAC","nuclearFuelGenIII",2040,0.00599349766200019,0.447488063965174
"Global","NoDAC","nuclearFuelGenIII",2045,0.02976016688,1.75045954697226
"Global","NoDAC","nuclearFuelGenIII",2050,0.1044908993,5.12073332632099
"Global","NoDAC","nuclearFuelGenIII",2055,0.1514172953,6.50831683851624
"Global","NoDAC","nuclearFuelGenIII",2060,0.173285989,6.69227393828675
"Global","NoDAC","nuclearFuelGenIII",2065,0.194591838,6.78699138031427
"Global","NoDAC","nuclearFuelGenIII",2070,0.202141517,6.54882651402527
"Global","NoDAC","nuclearFuelGenIII",2075,0.212688338,6.46248114267586
"Global","NoDAC","nuclearFuelGenIII",2080,0.239922802,7.31866996808933
"Global","NoDAC","nuclearFuelGenIII",2085,0.252468097,7.72650403772556
"Global","NoDAC","nuclearFuelGenIII",2090,0.259658504,7.97778662200406
"Global","NoDAC","nuclearFuelGenIII",2095,0.255001362,8.26023461289487
"Global","NoDAC","nuclearFuelGenIII",2100,0.24072549,8.14990473441789
"Global","NoDAC","regional coal",1990,0,0
"Global","NoDAC","regional coal",2005,0,0
"Global","NoDAC","regional coal",2010,0,0
"Global","NoDAC","regional coal",2015,0,0
"Global","NoDAC","regional coal",2020,5.89350000002042e-06,0.00029881018826784
"Global","NoDAC","regional coal",2025,-1.87018100001879e-05,-0.000910247869102913
"Global","NoDAC","regional coal",2030,-0.00012750926000038,-0.00613308076151355
"Global","NoDAC","regional coal",2035,-0.00156419436999999,-0.0991564640821276
"Global","NoDAC","regional coal",2040,-0.0108234163900001,-0.828457375086928
"Global","NoDAC","regional coal",2045,-0.0439342120399999,-4.0280574835105
"Global","NoDAC","regional coal",2050,-0.12576055585,-12.9339998927643
"Global","NoDAC","regional coal",2055,-0.15716974998,-16.8670950864629
"Global","NoDAC","regional coal",2060,-0.19414431573,-21.0818667945322
"Global","NoDAC","regional coal",2065,-0.23324950323,-24.3485714012759
"Global","NoDAC","regional coal",2070,-0.23704856249,-24.564207481797
"Global","NoDAC","regional coal",2075,-0.25586789253,-26.5064442906566
"Global","NoDAC","regional coal",2080,-0.27898953285,-28.7614580408035
"Global","NoDAC","regional coal",2085,-0.28989861548,-30.2501023720683
"Global","NoDAC","regional coal",2090,-0.3001784099,-31.6061777286318
"Global","NoDAC","regional coal",2095,-0.2728879285,-30.7835764905745
"Global","NoDAC","regional coal",2100,-0.24967528951,-30.1444910358919
"Global","NoDAC","regional natural gas",1990,0,0
"Global","NoDAC","regional natural gas",2005,0,0
"Global","NoDAC","regional natural gas",2010,0,0
"Global","NoDAC","regional natural gas",2015,0,0
"Global","NoDAC","regional natural gas",2020,5.85500000002334e-09,0.000202235042208422
"Global","NoDAC","regional natural gas",2025,-7.53549999998708e-08,-0.00249117585543008
"Global","NoDAC","regional natural gas",2030,-7.73139000000232e-07,-0.0239295734083022
"Global","NoDAC","regional natural gas",2035,-1.14137889999999e-05,-0.349322304084331
"Global","NoDAC","regional natural gas",2040,-0.000120545535,-3.53491367200849
"Global","NoDAC","regional natural gas",2045,-0.000504023272,-12.8726931157124
"Global","NoDAC","regional natural gas",2050,-0.001178522157,-25.5504248718375
"Global","NoDAC","regional natural gas",2055,-0.001728909389,-33.2374988219919
"Global","NoDAC","regional natural gas",2060,-0.002259702003,-39.3531833653815
"Global","NoDAC","regional natural gas",2065,-0.002408815347,-39.6395298611885
"Global","NoDAC","regional natural gas",2070,-0.002446201295,-38.7037124715045
"Global","NoDAC","regional natural gas",2075,-0.002488141044,-37.8636004581453
"Global","NoDAC","regional natural gas",2080,-0.002504064296,-36.8733599228129
"Global","NoDAC","regional natural gas",2085,-0.00248836615,-35.4368503789504
"Global","NoDAC","regional natural gas",2090,-0.002449577141,-33.8586366034258
"Global","NoDAC","regional natural gas",2095,-0.002421933461,-32.5780531167897
"Global","NoDAC","regional natural gas",2100,-0.002374298725,-31.122044472808
"Global","NoDAC","regional oil",1990,0,0
"Global","NoDAC","regional oil",2005,0,0
"Global","NoDAC","regional oil",2010,0,0
"Global","NoDAC","regional oil",2015,0,0
"Global","NoDAC","regional oil",2020,-1.00799999991352e-05,-4.1324894243037e-05
"Global","NoDAC","regional oil",2025,-0.000100580000001571,-0.000394549596015032
"Global","NoDAC","regional oil",2030,-0.00111065999999838,-0.00434081388077224
"Global","NoDAC","regional oil",2035,-0.0206977600000009,-0.0822109797807623
"Global","NoDAC","regional oil",2040,-0.184322330000001,-0.750936945060587
"Global","NoDAC","regional oil",2045,-0.674751490000002,-2.83310246324925
"Global","NoDAC","regional oil",2050,-1.85880302,-7.92120982607641
"Global","NoDAC","regional oil",2055,-3.001528826,-12.7242635951072
"Global","NoDAC","regional oil",2060,-4.443003536,-18.6542410290858
"Global","NoDAC","regional oil",2065,-5.37770313,-21.8418943661472
"Global","NoDAC","regional oil",2070,-7.587488024,-29.6413771346735
"Global","NoDAC","regional oil",2075,-8.758775641,-33.3876574332722
"Global","NoDAC","regional oil",2080,-9.794688155,-36.7023459186199
"Global","NoDAC","regional oil",2085,-10.678599751,-39.6210270035348
"Global","NoDAC","regional oil",2090,-11.6353921866,-42.7141622771492
"Global","NoDAC","regional oil",2095,-12.6044435561,-45.7131211129727
"Global","NoDAC","regional oil",2100,-13.4537497583,-48.0944093165817
"Taiwan","NoDAC","nuclearFuelGenIII",1990,0,NA
"Taiwan","NoDAC","nuclearFuelGenIII",2005,0,NA
"Taiwan","NoDAC","nuclearFuelGenIII",2010,0,NA
"Taiwan","NoDAC","nuclearFuelGenIII",2015,0,NA
"Taiwan","NoDAC","nuclearFuelGenIII",2020,9.9999999998864e-10,0.000421387967683184
"Taiwan","NoDAC","nuclearFuelGenIII",2025,0,0
"Taiwan","NoDAC","nuclearFuelGenIII",2030,4.99999999997031e-09,0.00069186053751618
"Taiwan","NoDAC","nuclearFuelGenIII",2035,6.80000000000298e-07,0.0321974270467998
"Taiwan","NoDAC","nuclearFuelGenIII",2040,1.709e-05,0.449616155663479
"Taiwan","NoDAC","nuclearFuelGenIII",2045,0.00017483,2.75718827670607
"Taiwan","NoDAC","nuclearFuelGenIII",2050,0.00137056,14.6390752739166
"Taiwan","NoDAC","nuclearFuelGenIII",2055,0.002208,18.7858935636193
"Taiwan","NoDAC","nuclearFuelGenIII",2060,0.0011656,8.30785240304773
"Taiwan","NoDAC","nuclearFuelGenIII",2065,0.0017321,11.8763884698719
"Taiwan","NoDAC","nuclearFuelGenIII",2070,0.0017506,11.1598434332488
"Taiwan","NoDAC","nuclearFuelGenIII",2075,0.0018575,10.8900210472008
"Taiwan","NoDAC","nuclearFuelGenIII",2080,0.0019313,10.4842868698055
"Taiwan","NoDAC","nuclearFuelGenIII",2085,0.0017187,8.75017182655446
"Taiwan","NoDAC","nuclearFuelGenIII",2090,0.000815699999999999,3.89387205644372
"Taiwan","NoDAC","nuclearFuelGenIII",2095,0.000766900000000001,3.73394486479118
"Taiwan","NoDAC","nuclearFuelGenIII",2100,0.000644299999999997,3.21186440677965
"Taiwan","NoDAC","regional coal",1990,0,0
"Taiwan","NoDAC","regional coal",2005,0,0
"Taiwan","NoDAC","regional coal",2010,0,0
"Taiwan","NoDAC","regional coal",2015,0,0
"Taiwan","NoDAC","regional coal",2020,9.99999999473644e-10,4.19633263805827e-06
"Taiwan","NoDAC","regional coal",2025,-2.00000000241674e-09,-7.71549543613684e-06
"Taiwan","NoDAC","regional coal",2030,-1.33999999998857e-07,-0.000507972880764084
"Taiwan","NoDAC","regional coal",2035,-3.46099999999974e-06,-0.0171103864643532
"Taiwan","NoDAC","regional coal",2040,-5.90610000000026e-05,-0.374315828354334
"Taiwan","NoDAC","regional coal",2045,-0.000499836,-5.12904867309534
"Taiwan","NoDAC","regional coal",2050,-0.001645088,-33.3863901623182
"Taiwan","NoDAC","regional coal",2055,-0.0011625154,-33.4771482973388
"Taiwan","NoDAC","regional coal",2060,-0.001568128,-47.6339001750281
"Taiwan","NoDAC","regional coal",2065,-0.002443024,-58.8290509110708
"Taiwan","NoDAC","regional coal",2070,-0.002942976,-62.1440177712646
"Taiwan","NoDAC","regional coal",2075,-0.002983953,-60.018464416274
"Taiwan","NoDAC","regional coal",2080,-0.002495955,-53.4937789856959
"Taiwan","NoDAC","regional coal",2085,-0.002255858,-50.6839392347592
"Taiwan","NoDAC","regional coal",2090,-0.002428255,-53.5770982398859
"Taiwan","NoDAC","regional coal",2095,-0.002182115,-50.7789102238017
"Taiwan","NoDAC","regional coal",2100,-0.002080476,-48.6663557099007
"Taiwan","NoDAC","regional natural gas",1990,0,0
"Taiwan","NoDAC","regional natural gas",2005,0,0
"Taiwan","NoDAC","regional natural gas",2010,0,0
"Taiwan","NoDAC","regional natural gas",2015,0,0
"Taiwan","NoDAC","regional natural gas",2020,9.99999999392329e-13,3.76562820202599e-06
"Taiwan","NoDAC","regional natural gas",2025,-1.08999999998138e-10,-0.000357311713848712
"Taiwan","NoDAC","regional natural gas",2030,-1.71999999997125e-10,-0.000520221383225481
"Taiwan","NoDAC","regional natural gas",2035,-3.99999999999522e-09,-0.0112816616308015
"Taiwan","NoDAC","regional natural gas",2040,4.25900000000046e-08,0.115129547096756
"Taiwan","NoDAC","regional natural gas",2045,7.72799999999987e-08,0.201900339923046
"Taiwan","NoDAC","regional natural gas",2050,-5.46663e-06,-14.5548347314056
"Taiwan","NoDAC","regional natural gas",2055,-1.897852e-05,-49.2236426779957
"Taiwan","NoDAC","regional natural gas",2060,-2.837525e-05,-64.5240328586453
"Taiwan","NoDAC","regional natural gas",2065,-1.562689e-05,-49.1593432036502
"Taiwan","NoDAC","regional natural gas",2070,-1.303562e-05,-43.2148173195822
"Taiwan","NoDAC","regional natural gas",2075,-1.140153e-05,-38.5943456038985
"Taiwan","NoDAC","regional natural gas",2080,-8.63376e-06,-30.6165502054103
"Taiwan","NoDAC","regional natural gas",2085,-6.62792e-06,-24.0721854670235
"Taiwan","NoDAC","regional natural gas",2090,-1.656435e-05,-43.5538782483949
"Taiwan","NoDAC","regional natural gas",2095,-1.889987e-05,-48.044425893124
"Taiwan","NoDAC","regional natural gas",2100,-1.952221e-05,-50.0710713278104
"Taiwan","NoDAC","regional oil",1990,0,0
"Taiwan","NoDAC","regional oil",2005,0,0
"Taiwan","NoDAC","regional oil",2010,0,0
"Taiwan","NoDAC","regional oil",2015,0,0
"Taiwan","NoDAC","regional oil",2020,0,0
"Taiwan","NoDAC","regional oil",2025,0,0
"Taiwan","NoDAC","regional oil",2030,2.8799999999829e-06,0.00103224045352592
"Taiwan","NoDAC","regional oil",2035,4.79199999999791e-05,0.0179251617762605
"Taiwan","NoDAC","regional oil",2040,0.000729399999999991,0.288454998014743
"Taiwan","NoDAC","regional oil",2045,0.00468125000000003,2.03394026617778
"Taiwan","NoDAC","regional oil",2050,0.00535789,2.6592810790252
"Taiwan","NoDAC","regional oil",2055,-0.011271336,-6.32789511378785
"Taiwan","NoDAC","regional oil",2060,-0.058627896,-35.8786349228594
"Taiwan","NoDAC","regional oil",2065,-0.060439656,-37.8001559922
"Taiwan","NoDAC","regional oil",2070,-0.07859636,-49.0150481295808
"Taiwan","NoDAC","regional oil",2075,-0.07231137,-46.1918006156661
"Taiwan","NoDAC","regional oil",2080,-0.07753455,-51.1647462920604
"Taiwan","NoDAC","regional oil",2085,-0.08722389,-59.7455331896911
"Taiwan","NoDAC","regional oil",2090,-0.09569727,-67.3148656495525
"Taiwan","NoDAC","regional oil",2095,-0.09824858,-71.4058292128122
"Taiwan","NoDAC","regional oil",2100,-0.09911079,-74.4723334217987
