region,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Africa_Eastern,226.14801207148867,379.8426486732276,463.8383416198463,477.05938697502216,534.8079591405556,593.0807910222558,651.1483785317643,110.09599275320234,113.51943209024394,116.78726804749327,119.41394803090932,121.1221455082544,121.72279885588686,121.04673575108939,118.98609991956742,115.46177048104656,110.53787717411367,104.42313760238564,97.39856388320784,89.74845647961804,81.70360952031348
Africa_Northern,404.70558407711826,647.3544703203535,743.1186062972045,754.1009162536677,781.1076220826762,774.3237191701196,835.524111752619,527.1619187501979,490.35650139666666,449.4090559769947,406.0829393075431,363.30554616597306,322.3442993687098,283.579655165697,246.67726263895895,212.2711323128839,181.00591477339322,153.2148355799258,128.91854334335355,107.8739751195653,89.74334862853084
Africa_Southern,244.7895997740648,294.9019715275099,335.17822776585996,373.90597779509676,384.664089149664,406.5321714797556,441.09280068795323,92.71988185536574,90.42842869351841,89.32200432644846,88.81691358128987,88.33817180373687,87.4719260622504,86.00169901521129,83.77499939568818,80.69639833453753,76.86189738914007,72.37560509778979,67.36903409762705,62.000033528527126,56.43116332724063
Africa_Western,444.4392409626479,746.2378973113247,729.156044997042,797.4185499722539,824.2649440168586,896.3346947608738,1007.4751336644667,244.93622954880408,253.09310844480737,259.9250702282362,265.00188222693157,268.11771929997246,268.6749982887365,266.2471538450103,260.5439707985179,251.49668264927226,239.374605503554,224.71058776017904,208.2008568971491,190.4487636463378,172.06140176924504
Argentina,251.58840579346204,354.5618501087955,404.760519064331,425.04199685725547,358.1899500704165,363.2986807921298,349.09401363852083,109.11098183329923,95.3620222597073,82.16000878537774,70.22695576781139,59.64906515733851,50.337174166066234,42.22405222785645,35.18887839020209,29.126133503886766,23.990122978089982,19.68961914880527,16.108149592203294,13.136851909008652,10.677834615956474
Australia_NZ,505.0673910413368,629.0656695797301,642.9743526342214,643.850583850154,535.5398294544751,520.1155470136795,505.9869174899078,260.594954169115,223.21407998352058,190.7880533323669,161.78298561387618,136.48979575272884,115.24893228057469,97.1680341163935,81.63110287387552,68.1331078536184,56.550889071189545,46.656198708772195,38.31481600009815,31.357231162957135,25.57905968416892
Brazil,604.3782047771774,902.5344658499665,1005.9201519657365,1112.2078389411167,993.4394869959921,1093.0550168033433,1106.1065223749665,343.51050666052504,229.0039019762347,114.50323784615153,-4.999822216996065,-5.000245693640894,-5.000231843209778,-4.999631457471522,-5.000051118510046,-5.000129194023627,-5.000171245927824,-5.0003205260980605,-4.999960138052559,-4.999717871939816,-5.000214182781449
Canada,595.4077424919294,737.7711208215021,703.6897950143559,750.4304401772692,615.4599482838411,586.823993979138,468.42266714001244,336.21029176781303,224.1426729479479,112.06992190559073,-5.000209217890189,-4.999488605940036,-4.998185476426161,-4.998172421796014,-4.9982794736396405,-5.0014867223315385,-4.998150325782351,-5.002774749396007,-5.000904042892203,-4.999033758261657,-5.001573238913144
Central America and Caribbean,209.81312510689668,281.9855129078002,313.4796726522448,333.96785503478327,341.6860982923838,343.9616643810882,358.7614735552121,194.88001718876362,176.4890992342955,159.1290602709436,142.52867515505113,126.86172661958315,112.23128241267614,98.80286545443438,86.55397905779618,75.435722490249,65.42389340325617,56.44764224171668,48.44555985606148,41.36514141797384,35.14221426640646
Central Asia,801.4303416954343,631.1583226632076,762.2387730279464,837.1357727624253,875.86577921542,716.9013327303076,754.9557534519705,395.9603095704553,354.13230082354255,308.443793062739,261.89001342441753,219.4960046848405,183.76421301329336,154.20002751108578,128.79822359473349,106.6010575670377,87.76821449642107,72.04693756893433,59.07987182757046,48.38413403639395,39.495996756613614
China,2553.572581941596,6669.858606210687,9595.731937832006,10963.66226700003,12115.236741177085,12957.52715642356,13254.530386487215,11419.194218155582,9111.451013586544,6823.675475463125,4554.838720281878,2293.0998581637737,56.80752632465687,-23.563881500631304,-31.348121159484666,-31.01032929227789,-23.154287583894618,-12.716724500862421,68.37355604347852,98.51926919342088,116.44561273200145
Colombia,135.00923831917203,168.01768341875845,193.7602382424679,218.70513348339838,197.38999123394677,157.96439484159643,146.5573416025366,10.080952982239173,5.867878740256838,3.391080745126689,1.9457443447992133,1.108667482991251,0.6280103965574522,0.3538084323110441,0.1979360858109092,0.10985844343376949,0.06096219074536072,0.03317610443610534,0.01798403172816061,0.009915269707998865,0.004934965538621701
EU-12,1293.9750638995217,962.2500704623429,930.4774300241332,868.496107058545,737.7598468468766,650.7374413859286,531.7649297634048,351.4337717247347,234.76632996147882,87.14889740885098,-80.96638774054479,-95.34723943754588,-92.61947124567124,-139.045885234795,-169.54310352724727,-205.83898393098596,-240.17117722771886,-267.9675077136402,-287.8417729187681,-302.98259726499845,-316.149127569338
EU-15,4217.8657417019485,4251.471465075868,3856.8372441809256,3489.230447982326,2844.899494553846,2518.031552782348,2123.348495197828,1540.5902075989693,1026.614200581463,543.5273503152204,75.9651252519613,90.34909177684116,87.62081285521168,134.0444000782899,164.54367340763025,200.8390984905487,235.1678099390395,262.96329479422053,282.8421649207443,297.98558281679635,311.14759678323253
Europe_Eastern,1120.9386146175536,532.441921465088,501.3046095431942,409.94954271679205,444.1231767787508,394.5141282831744,397.40440198236,229.38627510418578,201.79351044388955,174.48290797292708,148.81001329213848,126.54611783846916,107.95718835735634,91.89603350110278,77.56691415551116,64.70788892266489,53.53782174174097,44.04664641723686,36.12680468483463,29.519221553731985,23.994019057077523
Europe_Non_EU,388.6197555845173,472.03769019493683,544.3684779469917,604.5345313353578,657.0165383838281,701.9805335999844,698.8687153587605,485.43625064978374,425.7801723040368,369.35403050174097,317.2159367118906,270.6529334986868,229.4631621244822,193.35015104263482,161.92483596159462,134.69358384672688,111.35998354551072,91.62253470609397,75.08692775851355,61.31284833290144,49.86894491799003
